ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-10-15,6,23.011,LAC,@,OAK,W 17-16,,1,1,15,15.00,0,100.0%,15.00,0,0
2,2017,2017-10-22,7,23.018,LAC,,DEN,W 21-0,,2,0,0,,0,0.0%,0.00,0,0
3,2017,2017-10-29,8,23.025,LAC,@,NWE,L 13-21,,2,1,7,7.00,0,50.0%,3.50,0,0
4,2017,2017-11-12,9,23.039,LAC,@,JAX,L 17-20,,2,2,24,12.00,0,100.0%,12.00,0,0
5,2017,2017-11-19,10,23.046,LAC,,BUF,W 54-24,,8,5,38,7.60,0,62.5%,4.75,0,0
6,2017,2017-11-23,11,23.050,LAC,@,DAL,W 28-6,,0,0,0,,0,0.0%,,0,0
7,2017,2017-12-10,13,23.067,LAC,,WAS,W 30-13,,3,1,3,3.00,0,33.3%,1.00,0,0
8,2017,2017-12-16,14,23.073,LAC,@,KAN,L 13-30,,1,0,0,,0,0.0%,0.00,0,0
9,2017,2017-12-24,15,23.081,LAC,@,NYJ,W 14-7,,3,0,0,,0,0.0%,0.00,0,0
10,2017,2017-12-31,16,23.088,LAC,,OAK,W 30-10,*,1,1,8,8.00,0,100.0%,8.00,0,0
11,2018,2018-09-09,1,23.340,LAC,,KAN,L 28-38,,6,5,81,16.20,0,83.3%,13.50,0,0
12,2018,2018-09-16,2,23.347,LAC,@,BUF,W 31-20,*,2,2,27,13.50,1,100.0%,13.50,1,6
13,2018,2018-09-23,3,23.354,LAC,@,LAR,L 23-35,,7,4,81,20.25,2,57.1%,11.57,2,12
