ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1993,1993-09-05,1,23.015,CLE,,CIN,W 27-14,
2,1993,1993-09-13,2,23.023,CLE,,SFO,W 23-13,
3,1993,1993-09-19,3,23.029,CLE,@,RAI,W 19-16,
4,1993,1993-09-26,4,23.036,CLE,@,IND,L 10-23,
5,1993,1993-10-10,5,23.050,CLE,,MIA,L 14-24,
6,1993,1993-10-17,6,23.057,CLE,@,CIN,W 28-17,
7,1993,1993-10-24,7,23.064,CLE,,PIT,W 28-23,
8,1993,1993-11-07,8,23.078,CLE,,DEN,L 14-29,
9,1993,1993-11-14,9,23.085,CLE,@,SEA,L 5-22,
10,1993,1993-11-21,10,23.092,CLE,,HOU,L 20-27,
11,1993,1993-11-28,11,23.099,CLE,@,ATL,L 14-17,
12,1993,1993-12-05,12,23.106,CLE,,NOR,W 17-13,
13,1993,1993-12-12,13,23.113,CLE,@,HOU,L 17-19,
14,1993,1993-12-19,14,23.120,CLE,,NWE,L 17-20,
15,1993,1993-12-26,15,23.127,CLE,@,RAM,W 42-14,
16,1993,1994-01-02,16,23.134,CLE,@,PIT,L 9-16,
17,1994,1994-09-04,1,24.014,CLE,@,CIN,W 28-20,
18,1994,1994-09-11,2,24.021,CLE,,PIT,L 10-17,
19,1994,1994-09-18,3,24.028,CLE,,ARI,W 32-0,
20,1994,1994-09-25,4,24.035,CLE,@,IND,W 21-14,
21,1994,1994-10-13,6,24.053,CLE,@,HOU,W 11-8,
22,1994,1994-10-23,7,24.063,CLE,,CIN,W 37-13,
23,1994,1994-10-30,8,24.070,CLE,@,DEN,L 14-26,
24,1994,1994-11-06,9,24.077,CLE,,NWE,W 13-6,
25,1994,1994-11-13,10,24.084,CLE,@,PHI,W 26-7,
26,1994,1994-11-20,11,24.091,CLE,@,KAN,L 13-20,
27,1994,1994-11-27,12,24.098,CLE,,HOU,W 34-10,
28,1994,1994-12-04,13,24.105,CLE,,NYG,L 13-16,
29,1994,1994-12-10,14,24.111,CLE,@,DAL,W 19-14,
30,1994,1994-12-18,15,24.119,CLE,@,PIT,L 7-17,
31,1994,1994-12-24,16,24.125,CLE,,SEA,W 35-9,
32,1995,1995-09-03,1,25.013,CLE,@,NWE,L 14-17,
33,1995,1995-09-10,2,25.020,CLE,,TAM,W 22-6,
34,1995,1995-09-17,3,25.027,CLE,@,HOU,W 14-7,
35,1995,1995-09-24,4,25.034,CLE,,KAN,W 35-17,
36,1995,1995-10-02,5,25.042,CLE,,BUF,L 19-22,
37,1995,1995-10-08,6,25.048,CLE,@,DET,L 20-38,
38,1995,1995-10-22,7,25.062,CLE,,JAX,L 15-23,
39,1995,1995-10-29,8,25.069,CLE,@,CIN,W 29-26,
40,1995,1995-11-05,9,25.076,CLE,,HOU,L 10-37,
41,1995,1995-11-13,10,25.084,CLE,@,PIT,L 3-20,
42,1995,1995-11-19,11,25.090,CLE,,GNB,L 20-31,
43,1995,1995-11-26,12,25.097,CLE,,PIT,L 17-20,
44,1995,1995-12-03,13,25.104,CLE,@,SDG,L 13-31,
45,1995,1995-12-17,15,25.118,CLE,,CIN,W 26-10,
46,1995,1995-12-24,16,25.125,CLE,@,JAX,L 21-24,
47,1996,1996-09-01,1,26.011,BAL,,OAK,W 19-14,
48,1996,1996-09-08,2,26.018,BAL,@,PIT,L 17-31,
49,1996,1996-09-15,3,26.025,BAL,@,HOU,L 13-29,
50,1996,1996-09-29,4,26.039,BAL,,NOR,W 17-10,
51,1996,1996-10-06,5,26.046,BAL,,NWE,L 38-46,
52,1996,1996-10-13,6,26.053,BAL,@,IND,L 21-26,
53,1996,1996-10-20,7,26.060,BAL,@,DEN,L 34-45,
54,1996,1996-12-01,13,26.102,BAL,,PIT,W 31-17,
55,1997,1997-08-31,1,27.010,PHI,@,NYG,L 17-31,
56,1997,1997-09-07,2,27.017,PHI,,GNB,W 10-9,
57,1997,1997-09-15,3,27.025,PHI,@,DAL,L 20-21,
58,1997,1997-09-28,4,27.038,PHI,@,MIN,L 19-28,
59,1997,1997-10-05,5,27.045,PHI,,WAS,W 24-10,
60,1997,1997-10-12,6,27.052,PHI,@,JAX,L 21-38,
61,1997,1997-10-19,7,27.059,PHI,,ARI,W 13-10,
62,1997,1997-10-26,8,27.066,PHI,,DAL,W 13-12,
63,1997,1997-11-02,9,27.073,PHI,@,ARI,L 21-31,
64,1997,1997-11-10,10,27.081,PHI,,SFO,L 12-24,
65,1997,1997-11-16,11,27.087,GNB,@,IND,L 38-41,
66,1997,1997-11-23,12,27.094,PHI,,PIT,W 23-20,
67,1997,1997-11-30,13,27.101,PHI,,CIN,W 44-42,
68,1997,1997-12-07,14,27.108,PHI,,NYG,L 21-31,
69,1997,1997-12-14,15,27.115,PHI,@,ATL,L 17-20,
70,1997,1997-12-21,16,27.122,PHI,@,WAS,L 32-35,
71,1998,1998-09-27,4,28.037,PHI,,KAN,L 21-24,
72,1998,1998-10-04,5,28.044,PHI,@,DEN,L 16-41,
73,1998,1998-10-11,6,28.051,PHI,,WAS,W 17-12,
74,1998,1998-10-18,7,28.058,PHI,@,SDG,L 10-13,
75,1998,1998-11-02,8,28.073,PHI,,DAL,L 0-34,
76,1998,1998-11-08,9,28.079,PHI,,DET,W 10-9,
77,1998,1998-11-15,10,28.086,PHI,@,WAS,L 3-28,
78,1998,1998-11-22,11,28.093,PHI,@,NYG,L 0-20,
79,1998,1998-11-29,12,28.100,PHI,@,GNB,L 16-24,
80,1998,1998-12-03,13,28.104,PHI,,STL,W 17-14,
81,1998,1998-12-13,14,28.114,PHI,,ARI,L 17-20,
82,1998,1998-12-20,15,28.121,PHI,@,DAL,L 9-13,
83,1998,1998-12-27,16,28.128,PHI,,NYG,L 10-20,
84,1999,1999-09-12,1,29.022,PHI,,ARI,L 24-25,*
