ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1972,1972-09-17,1,22.022,ATL,@,CHI,W 37-21,,,,,,,,
2,1972,1972-09-24,2,22.029,ATL,@,NWE,L 20-21,,,,,,,,
3,1972,1972-10-01,3,22.036,ATL,,RAM,W 31-3,,,,,,,,
4,1972,1972-10-08,4,22.043,ATL,,DET,L 23-26,,,,,,,,
5,1972,1972-10-15,5,22.050,ATL,@,NOR,W 21-14,,,,,,,,
6,1972,1972-10-22,6,22.057,ATL,@,GNB,W 10-9,,,,,,,,
7,1972,1972-10-29,7,22.064,ATL,,SFO,L 14-49,,,,,,,,
8,1972,1972-11-05,8,22.071,ATL,@,RAM,L 7-20,,,,,,,,
9,1972,1972-11-12,9,22.078,ATL,,NOR,W 36-20,,,,,,,,
10,1972,1972-11-20,10,22.086,ATL,@,WAS,L 13-24,,,,,,,,
11,1972,1972-11-26,11,22.092,ATL,,DEN,W 23-20,,,,,,,,
12,1972,1972-12-03,12,22.099,ATL,,HOU,W 20-10,,,,,,,,
13,1972,1972-12-10,13,22.106,ATL,@,SFO,L 0-20,,,,,,,,
14,1972,1972-12-17,14,22.113,ATL,,KAN,L 14-17,,,,,,,,
15,1973,1973-09-16,1,23.021,ATL,@,NOR,W 62-7,,,,,,,,
16,1973,1973-09-23,2,23.028,ATL,@,RAM,L 0-31,,,,,,,,
17,1973,1973-10-01,3,23.036,ATL,@,DET,L 6-31,,,,,,,,
18,1973,1973-10-07,4,23.042,ATL,,SFO,L 9-13,,,,,,,,
19,1973,1973-10-14,5,23.049,ATL,,CHI,W 46-6,,,,,,,,
20,1973,1973-10-21,6,23.056,ATL,@,SDG,W 41-0,,,,,,,,
21,1973,1973-10-28,7,23.063,ATL,@,SFO,W 17-3,,,,,,,,
22,1973,1973-11-04,8,23.070,ATL,,RAM,W 15-13,,,,,,,,
23,1973,1973-11-11,9,23.077,ATL,@,PHI,W 44-27,,,,,,,,
24,1973,1973-11-19,10,23.085,ATL,,MIN,W 20-14,,,,,,,,
25,1973,1973-11-25,11,23.091,ATL,@,NYJ,W 28-20,,,,,,,,
26,1973,1973-12-02,12,23.098,ATL,,BUF,L 6-17,,,,,,,,
27,1973,1973-12-09,13,23.105,ATL,,STL,L 10-32,,,,,,,,
28,1973,1973-12-16,14,23.112,ATL,,NOR,W 14-10,,,,,,,,
29,1974,1974-09-15,1,24.020,ATL,,DAL,L 0-24,,,,,,,,
30,1974,1974-09-22,2,24.027,ATL,,SFO,L 10-16,0,0,,0,1,0,0.00,0
31,1974,1974-09-29,3,24.034,ATL,@,NOR,L 13-14,,,,,,,,
32,1974,1974-10-06,4,24.041,ATL,@,NYG,W 14-7,,,,,,,,
33,1974,1974-10-13,5,24.048,ATL,,CHI,W 13-10,,,,,,,,
34,1974,1974-10-20,6,24.055,ATL,,NOR,L 3-13,,,,,,,,
35,1974,1974-10-28,7,24.063,ATL,@,PIT,L 17-24,,,,,,,,
36,1974,1974-11-03,8,24.069,ATL,@,MIA,L 7-42,,,,,,,,
37,1974,1974-11-10,9,24.076,ATL,@,RAM,L 0-21,,,,,,,,
38,1974,1974-11-17,10,24.083,ATL,,BAL,L 7-17,,,,,,,,
39,1974,1974-11-24,11,24.090,ATL,@,SFO,L 0-27,1,0,0.00,0,0,0,,0
40,1974,1974-12-01,12,24.097,ATL,,RAM,L 7-30,,,,,,,,
41,1974,1974-12-07,13,24.103,ATL,@,MIN,L 10-23,,,,,,,,
42,1974,1974-12-15,14,24.111,ATL,,GNB,W 10-3,,,,,,,,
43,1976,1976-09-12,1,26.017,WAS,,NYG,W 19-17,,,,,,,,
44,1976,1976-09-19,2,26.024,WAS,,SEA,W 31-7,,,,,,,,
45,1976,1976-09-27,3,26.032,WAS,@,PHI,W 20-17,,,,,,,,
46,1976,1976-10-03,4,26.038,WAS,@,CHI,L 7-33,,,,,,,,
47,1976,1976-10-10,5,26.045,WAS,,KAN,L 30-33,,,,,,,,
48,1976,1976-10-17,6,26.052,WAS,,DET,W 20-7,,,,,,,,
49,1976,1976-10-25,7,26.060,WAS,,STL,W 20-10,,,,,,,,
50,1976,1976-10-31,8,26.066,WAS,,DAL,L 7-20,,,,,,,,
51,1976,1976-11-07,9,26.073,WAS,@,SFO,W 24-21,,,,,,,,
52,1976,1976-11-14,10,26.080,WAS,@,NYG,L 9-12,,,,,,,,
53,1976,1976-11-21,11,26.087,WAS,@,STL,W 16-10,,,,,,,,
54,1976,1976-11-28,12,26.094,WAS,,PHI,W 24-0,,,,,,,,
55,1976,1976-12-05,13,26.101,WAS,@,NYJ,W 37-16,,,,,,,,
56,1976,1976-12-12,14,26.108,WAS,@,DAL,W 27-14,,,,,,,,
57,1977,1977-09-18,1,27.023,WAS,@,NYG,L 17-20,,,,,,,,
58,1977,1977-09-25,2,27.030,WAS,,ATL,W 10-6,,,,,,,,
59,1977,1977-10-02,3,27.037,WAS,,STL,W 24-14,,,,,,,,
60,1977,1977-10-09,4,27.044,WAS,@,TAM,W 10-0,,,,,,,,
61,1977,1977-10-16,5,27.051,WAS,@,DAL,L 16-34,,,,,,,,
62,1977,1977-10-23,6,27.058,WAS,,NYG,L 6-17,,,,,,,,
63,1977,1977-10-30,7,27.065,WAS,,PHI,W 23-17,,,,,,,,
64,1977,1977-11-07,8,27.073,WAS,@,BAL,L 3-10,,,,,,,,
65,1977,1977-11-13,9,27.079,WAS,@,PHI,W 17-14,,,,,,,,
66,1977,1977-11-21,10,27.087,WAS,,GNB,W 10-9,,,,,,,,
67,1977,1977-11-27,11,27.093,WAS,,DAL,L 7-14,,,,,,,,
68,1977,1977-12-04,12,27.100,WAS,@,BUF,W 10-0,,,,,,,,
69,1977,1977-12-10,13,27.106,WAS,@,STL,W 26-20,,,,,,,,
70,1977,1977-12-17,14,27.113,WAS,,RAM,W 17-14,,,,,,,,
71,1978,1978-09-03,1,28.008,WAS,@,NWE,W 16-14,,,,,,,,
72,1978,1978-09-10,2,28.015,WAS,,PHI,W 35-30,,,,,,,,
73,1978,1978-09-17,3,28.022,WAS,@,STL,W 28-10,,,,,,,,
74,1978,1978-09-24,4,28.029,WAS,,NYJ,W 23-3,,,,,,,,
75,1978,1978-10-02,5,28.037,WAS,,DAL,W 9-5,,,,,,,,
