ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1979,1979-09-02,1,22.350,DEN,,CIN,W 10-0,0,0,,0,0,0,,0,0,0,,0,0,,,3,108,36.00,0
2,1979,1979-09-06,2,22.354,DEN,,RAM,L 9-13,0,0,,0,0,0,,0,0,0,,0,0,,,10,435,43.50,0
3,1979,1979-09-16,3,22.364,DEN,@,ATL,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,196,39.20,0
4,1979,1979-09-23,4,23.006,DEN,,SEA,W 37-34,0,0,,0,0,0,,0,0,0,,0,0,,,6,265,44.17,0
5,1979,1979-09-30,5,23.013,DEN,@,OAK,L 3-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,230,38.33,0
6,1979,1979-10-07,6,23.020,DEN,,SDG,W 7-0,0,0,,0,0,0,,0,0,0,,0,0,,,7,350,50.00,0
7,1979,1979-10-14,7,23.027,DEN,@,KAN,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,170,34.00,0
8,1979,1979-10-22,8,23.035,DEN,@,PIT,L 7-42,0,0,,0,0,0,,0,0,0,,0,0,,,5,178,35.60,0
9,1979,1979-10-28,9,23.041,DEN,,KAN,W 20-3,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,164,41.00,0
10,1979,1979-11-04,10,23.048,DEN,,NOR,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,,,3,128,42.67,0
11,1979,1979-11-11,11,23.055,DEN,,NWE,W 45-10,0,0,,0,0,0,,0,0,0,,0,0,,,4,162,40.50,0
12,1979,1979-11-18,12,23.062,DEN,@,SFO,W 38-28,0,0,,0,0,0,,0,0,0,,0,0,,,6,231,38.50,0
13,1979,1979-11-25,13,23.069,DEN,,OAK,L 10-14,1,29,29.00,0,0,0,,0,0,0,,0,0,,,5,203,40.60,0
14,1979,1979-12-02,14,23.076,DEN,@,BUF,W 19-16,0,0,,0,0,0,,0,0,0,,0,0,,,8,276,34.50,0
