ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1998,1998-09-06,1,24.162,DET,@,GNB,L 19-38,,,,,,,0.0%,,,,,
2,1998,1998-09-13,2,24.169,DET,,CIN,L 28-34,,,,,,,0.0%,,,,,
3,1998,1998-09-20,3,24.176,DET,@,MIN,L 6-29,,,,,,,0.0%,,,,,
4,1998,1998-09-28,4,24.184,DET,,TAM,W 27-6,,,,,,,0.0%,,,,,
5,1998,1998-10-04,5,24.190,DET,@,CHI,L 27-31,,,,,,,0.0%,,,,,
6,1998,1998-10-15,6,24.201,DET,,GNB,W 27-20,,,,,,,0.0%,,,,,
7,1998,1998-10-25,7,24.211,DET,,MIN,L 13-34,,,,,,,0.0%,,,,,
8,1998,1998-11-01,8,24.218,DET,,ARI,L 15-17,,,,,,,0.0%,,,,,
9,1998,1998-11-08,9,24.225,DET,@,PHI,L 9-10,,,,,,,0.0%,,,,,
10,1998,1998-11-15,10,24.232,DET,,CHI,W 26-3,,,,,,,0.0%,,,,,
11,1998,1998-11-22,11,24.239,DET,@,TAM,W 28-25,,,,,,,0.0%,,,,,
12,1998,1998-11-26,12,24.243,DET,,PIT,W 19-16,,,,,,,0.0%,,,,,
13,1998,1998-12-06,13,24.253,DET,@,JAX,L 22-37,,,,,,,0.0%,,,,,
14,1998,1998-12-14,14,24.261,DET,@,SFO,L 13-35,,,,,,,0.0%,,,,,
15,1998,1998-12-20,15,24.267,DET,,ATL,L 17-24,,,,,,,0.0%,,,,,
16,1999,1999-09-12,1,25.168,DET,@,SEA,W 28-20,*,0,,,,,0.0%,,,,,
17,1999,1999-09-19,2,25.175,DET,,GNB,W 23-15,,,,,,,0.0%,,,,,
18,1999,1999-09-26,3,25.182,DET,@,KAN,L 21-31,,,,,,,0.0%,,,,,
19,1999,1999-10-10,4,25.196,DET,,SDG,L 10-20,,,,,,,0.0%,,,,,
20,1999,1999-10-17,5,25.203,DET,,MIN,W 25-23,,,,,,,0.0%,,,,,
21,1999,1999-10-24,6,25.210,DET,@,CAR,W 24-9,,,,,,,0.0%,,,,,
22,1999,1999-10-31,7,25.217,DET,,TAM,W 20-3,,,,,,,0.0%,,,,,
23,1999,1999-11-07,8,25.224,DET,,STL,W 31-27,,,,,,,0.0%,,,,,
24,1999,1999-11-14,9,25.231,DET,@,ARI,L 19-23,,,,,,,0.0%,,,,,
25,1999,1999-11-21,10,25.238,DET,@,GNB,L 17-26,,,,,,,0.0%,,,,,
26,1999,1999-11-25,11,25.242,DET,,CHI,W 21-17,,,,,,,0.0%,,,,,
27,1999,1999-12-05,12,25.252,DET,,WAS,W 33-17,,,,,,,0.0%,,,,,
28,1999,1999-12-12,13,25.259,DET,@,TAM,L 16-23,,,,,,,0.0%,,,,,
29,1999,1999-12-19,14,25.266,DET,@,CHI,L 10-28,,,,,,,0.0%,,,,,
30,1999,1999-12-25,15,25.272,DET,,DEN,L 7-17,,,,,,,0.0%,,,,,
31,1999,2000-01-02,16,25.280,DET,@,MIN,L 17-24,*,,,,,,0.0%,,,,,
32,2000,2000-09-03,1,26.159,DET,@,NOR,W 14-10,,,,,,,0.0%,,,,,
33,2000,2000-09-10,2,26.166,DET,,WAS,W 15-10,,,,,,,0.0%,,,,,
34,2000,2000-09-17,3,26.173,DET,,TAM,L 10-31,,,,,,,0.0%,,,,,
35,2000,2000-09-24,4,26.180,DET,@,CHI,W 21-14,*,,,,,,0.0%,,,,,
36,2000,2000-10-01,5,26.187,DET,,MIN,L 24-31,*,,,,,,0.0%,,,,,
37,2000,2000-10-08,6,26.194,DET,,GNB,W 31-24,,0,,,,,0.0%,,,,,
38,2000,2000-10-19,7,26.205,DET,@,TAM,W 28-14,*,0,,,,,0.0%,,,,,
39,2000,2000-10-29,8,26.215,DET,@,IND,L 18-30,*,,,,,,0.0%,,,,,
40,2000,2000-11-05,9,26.222,DET,,MIA,L 8-23,*,,,,,,0.0%,,,,,
41,2000,2000-11-12,10,26.229,DET,,ATL,W 13-10,,0,,,,,0.0%,,,,,
42,2000,2000-11-19,11,26.236,DET,@,NYG,W 31-21,,,,,,,0.0%,,,,,
43,2000,2000-11-23,12,26.240,DET,,NWE,W 34-9,,,,,,,0.0%,,,,,
44,2000,2000-11-30,13,26.247,DET,@,MIN,L 17-24,,,0,0,,0,0.0%,,1,0,0.00,0
45,2000,2000-12-10,14,26.257,DET,@,GNB,L 13-26,,,,,,,0.0%,,,,,
46,2000,2000-12-17,15,26.264,DET,@,NYJ,W 10-7,,,,,,,0.0%,,,,,
47,2000,2000-12-24,16,26.271,DET,,CHI,L 20-23,,,,,,,0.0%,,,,,
