ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
48,2001,2001-09-09,1,27.165,DET,@,GNB,L 6-28,*,,,,,,0.0%,,,,,
49,2001,2001-09-23,2,27.179,DET,@,CLE,L 14-24,*,0,,,,,0.0%,,,,,
50,2001,2001-10-08,3,27.194,DET,,STL,L 0-35,*,0,,,,,0.0%,,,,,
51,2001,2001-10-14,4,27.200,DET,@,MIN,L 26-31,*,,,,,,0.0%,,,,,
52,2001,2001-10-21,5,27.207,DET,,TEN,L 24-27,*,,,,,,0.0%,,,,,
53,2001,2001-10-28,6,27.214,DET,,CIN,L 27-31,*,,,,,,0.0%,,,,,
54,2001,2001-11-04,7,27.221,DET,@,SFO,L 13-21,*,,,,,,0.0%,,,,,
55,2001,2001-11-11,8,27.228,DET,,TAM,L 17-20,*,,,,,,0.0%,,,,,
56,2001,2001-11-18,9,27.235,DET,@,ARI,L 38-45,*,,,,,,0.0%,,,,,
57,2001,2001-11-22,10,27.239,DET,,GNB,L 27-29,*,0,,,,,0.0%,,,,,
58,2001,2001-12-02,11,27.249,DET,@,CHI,L 10-13,*,,,,,,0.0%,,,,,
59,2001,2001-12-09,12,27.256,DET,@,TAM,L 12-15,*,,,,,,0.0%,,,,,
60,2001,2001-12-16,13,27.263,DET,,MIN,W 27-24,*,,,,,,0.0%,,,,,
61,2001,2001-12-23,14,27.270,DET,@,PIT,L 14-47,*,,,,,,0.0%,,,,,
62,2001,2001-12-30,15,27.277,DET,,CHI,L 0-24,*,,,,,,0.0%,,,,,
63,2001,2002-01-06,16,27.284,DET,,DAL,W 15-10,*,,,,,,0.0%,,,,,
64,2002,2002-09-15,2,28.171,DET,@,CAR,L 7-31,,,,,,,0.0%,,,,,
65,2002,2002-09-22,3,28.178,DET,,GNB,L 31-37,,,,,,,0.0%,,,,,
66,2002,2002-09-29,4,28.185,DET,,NOR,W 26-21,,,,,,,0.0%,,,,,
67,2002,2002-10-13,5,28.199,DET,@,MIN,L 24-31,,,,,,,0.0%,,,,,
68,2002,2002-10-20,6,28.206,DET,,CHI,W 23-20,,,,,,,0.0%,,,,,
69,2002,2002-10-27,7,28.213,DET,@,BUF,L 17-24,,,,,,,0.0%,,,,,
70,2002,2002-11-03,8,28.220,DET,,DAL,W 9-7,,,,,,,0.0%,,,,,
71,2002,2002-11-10,9,28.227,DET,@,GNB,L 14-40,,0,0,0,,0,0.0%,,1,9,9.00,0
72,2002,2002-11-17,10,28.234,DET,,NYJ,L 14-31,,,,,,,0.0%,,,,,
73,2002,2002-11-24,11,28.241,DET,@,CHI,L 17-20,,,,,,,0.0%,,,,,
74,2002,2002-11-28,12,28.245,DET,,NWE,L 12-20,,,,,,,0.0%,,,,,
75,2002,2002-12-08,13,28.255,DET,@,ARI,L 20-23,,,,,,,0.0%,,,,,
76,2002,2002-12-15,14,28.262,DET,,TAM,L 20-23,*,0,,,,,0.0%,,,,,
77,2002,2002-12-22,15,28.269,DET,@,ATL,L 15-36,*,,,,,,0.0%,,,,,
78,2002,2002-12-29,16,28.276,DET,,MIN,L 36-38,*,,,,,,0.0%,,,,,
79,2003,2003-09-07,1,29.163,DET,,ARI,W 42-24,*,,,,,,0.0%,,,,,
80,2003,2003-09-14,2,29.170,DET,@,GNB,L 6-31,*,0,,,,,0.0%,,,,,
81,2003,2003-09-21,3,29.177,DET,,MIN,L 13-23,*,0,,,,,0.0%,,,,,
82,2003,2003-09-28,4,29.184,DET,@,DEN,L 16-20,*,,,,,,0.0%,,,,,
83,2003,2003-10-05,5,29.191,DET,@,SFO,L 17-24,*,0,,,,,0.0%,,,,,
84,2003,2003-10-19,6,29.205,DET,,DAL,L 7-38,*,,,,,,0.0%,,,,,
85,2003,2003-10-26,7,29.212,DET,@,CHI,L 16-24,*,,,,,,0.0%,,,,,
86,2003,2003-11-02,8,29.219,DET,,OAK,W 23-13,*,,,,,,0.0%,,,,,
87,2003,2003-11-09,9,29.226,DET,,CHI,W 12-10,*,,,,,,0.0%,,,,,
88,2003,2003-11-16,10,29.233,DET,@,SEA,L 14-35,*,,,,,,0.0%,,,,,
89,2003,2003-11-23,11,29.240,DET,@,MIN,L 14-24,*,,,,,,0.0%,,,,,
90,2003,2003-11-27,12,29.244,DET,,GNB,W 22-14,*,,,,,,0.0%,,,,,
91,2003,2003-12-07,13,29.254,DET,,SDG,L 7-14,*,0,,,,,0.0%,,,,,
92,2004,2004-09-12,1,30.168,ATL,@,SFO,W 21-19,,,,,,,0.0%,,,,,
93,2004,2004-09-19,2,30.175,ATL,,STL,W 34-17,,,,,,,0.0%,,,,,
94,2004,2004-09-26,3,30.182,ATL,,ARI,W 6-3,,,,,,,0.0%,,,,,
95,2004,2004-10-03,4,30.189,ATL,@,CAR,W 27-10,,,,,,,0.0%,,,,,
96,2004,2004-10-10,5,30.196,ATL,,DET,L 10-17,,,,,,,0.0%,,,,,
97,2004,2004-11-14,9,30.231,ATL,,TAM,W 24-14,,,,,,,0.0%,,,,,
98,2004,2004-11-21,10,30.238,ATL,@,NYG,W 14-10,,,,,,,0.0%,,,,,
99,2004,2004-11-28,11,30.245,ATL,,NOR,W 24-21,,,,,,,0.0%,,,,,
100,2004,2004-12-05,12,30.252,ATL,@,TAM,L 0-27,,,,,,,0.0%,,,,,
101,2004,2004-12-12,13,30.259,ATL,,OAK,W 35-10,*,,,,,,0.0%,,,,,
102,2004,2004-12-18,14,30.265,ATL,,CAR,W 34-31,,0,,,,,0.0%,,,,,
103,2004,2004-12-26,15,30.273,ATL,@,NOR,L 13-26,*,0,,,,,0.0%,,,,,
104,2004,2005-01-02,16,30.280,ATL,@,SEA,L 26-28,*,0,,,,,0.0%,,,,,
105,2005,2005-09-12,1,31.168,ATL,,PHI,W 14-10,,,0,0,,0,0.0%,,0,0,,0
106,2005,2005-09-18,2,31.174,ATL,@,SEA,L 18-21,,,0,0,,0,0.0%,,0,0,,0
107,2005,2005-09-25,3,31.181,ATL,@,BUF,W 24-16,,1,0,0,,0,0.0%,0.00,0,0,,0
108,2005,2005-10-02,4,31.188,ATL,,MIN,W 30-10,,,0,0,,0,0.0%,,0,0,,0
109,2005,2005-10-09,5,31.195,ATL,,NWE,L 28-31,,,0,0,,0,0.0%,,0,0,,0
110,2005,2005-10-16,6,31.202,ATL,@,NOR,W 34-31,*,,0,0,,0,0.0%,,0,0,,0
111,2005,2005-10-24,7,31.210,ATL,,NYJ,W 27-14,,,,,,,0.0%,,,,,
112,2005,2005-11-06,8,31.223,ATL,@,MIA,W 17-10,,,0,0,,0,0.0%,,0,0,,0
113,2005,2005-11-13,9,31.230,ATL,,GNB,L 25-33,,,0,0,,0,0.0%,,0,0,,0
114,2005,2005-11-20,10,31.237,ATL,,TAM,L 27-30,,,0,0,,0,0.0%,,0,0,,0
115,2005,2005-11-24,11,31.241,ATL,@,DET,W 27-7,,0,0,0,,0,0.0%,,0,0,,0
116,2005,2005-12-04,12,31.251,ATL,@,CAR,L 6-24,,2,0,0,,0,0.0%,0.00,0,0,,0
117,2005,2005-12-12,13,31.259,ATL,,NOR,W 36-17,,0,0,0,,0,0.0%,,0,0,,0
118,2005,2005-12-18,14,31.265,ATL,@,CHI,L 3-16,,0,0,0,,0,0.0%,,0,0,,0
119,2005,2005-12-24,15,31.271,ATL,@,TAM,L 24-27,,,0,0,,0,0.0%,,0,0,,0
120,2005,2006-01-01,16,31.279,ATL,,CAR,L 11-44,*,,0,0,,0,0.0%,,0,0,,0
121,2006,2006-09-10,1,32.166,ATL,@,CAR,W 20-6,,,0,0,,0,0.0%,,0,0,,0
122,2006,2006-09-17,2,32.173,ATL,,TAM,W 14-3,,,0,0,,0,0.0%,,0,0,,0
123,2006,2006-09-25,3,32.181,ATL,@,NOR,L 3-23,*,,0,0,,0,0.0%,,0,0,,0
124,2006,2006-10-01,4,32.187,ATL,,ARI,W 32-10,,,0,0,,0,0.0%,,0,0,,0
125,2006,2006-10-15,5,32.201,ATL,,NYG,L 14-27,,,0,0,,0,0.0%,,0,0,,0
126,2006,2006-10-22,6,32.208,ATL,,PIT,W 41-38,,,0,0,,0,0.0%,,0,0,,0
127,2006,2006-10-29,7,32.215,ATL,@,CIN,W 29-27,,,0,0,,0,0.0%,,0,0,,0
128,2006,2006-11-05,8,32.222,ATL,@,DET,L 14-30,,0,0,0,,0,0.0%,,0,0,,0
129,2006,2006-11-12,9,32.229,ATL,,CLE,L 13-17,,0,0,0,,0,0.0%,,0,0,,0
130,2006,2006-11-19,10,32.236,ATL,@,BAL,L 10-24,,,0,0,,0,0.0%,,0,0,,0
131,2006,2006-11-26,11,32.243,ATL,,NOR,L 13-31,,,0,0,,0,0.0%,,0,0,,0
132,2006,2006-12-03,12,32.250,ATL,@,WAS,W 24-14,*,,0,0,,0,0.0%,,0,0,,0
133,2006,2006-12-10,13,32.257,ATL,@,TAM,W 17-6,,0,0,0,,0,0.0%,,0,0,,0
134,2006,2006-12-16,14,32.263,ATL,,DAL,L 28-38,,,0,0,,0,0.0%,,0,0,,0
135,2006,2006-12-24,15,32.271,ATL,,CAR,L 3-10,,,0,0,,0,0.0%,,0,0,,0
136,2006,2006-12-31,16,32.278,ATL,@,PHI,L 17-24,,1,1,0,0.00,0,100.0%,0.00,0,0,,0
