ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
19,2013,2013-11-17,10,24.278,TAM,,ATL,W 41-28,,0,0,,0,0.0,2,0,0,0,0
20,2013,2013-11-24,11,24.285,TAM,@,DET,W 24-21,*,0,0,,0,0.0,1,0,1,16,0
21,2013,2013-12-01,12,24.292,TAM,@,CAR,L 6-27,,0,0,,0,0.0,0,1,1,20,0
22,2013,2013-12-08,13,24.299,TAM,,BUF,W 27-6,,0,0,,0,0.0,1,1,0,0,0
23,2013,2013-12-15,14,24.306,TAM,,SFO,L 14-33,,0,0,,0,0.0,5,0,0,0,0
24,2013,2013-12-22,15,24.313,TAM,@,STL,L 13-23,*,0,0,,0,0.0,6,1,0,0,0
25,2013,2013-12-29,16,24.320,TAM,@,NOR,L 17-42,*,0,0,,0,0.0,6,0,0,0,0
26,2014,2014-09-07,1,25.207,TAM,,CAR,L 14-20,,,,,,,,,,,
27,2014,2014-09-14,2,25.214,TAM,,STL,L 17-19,,,,,,,,,,,
28,2014,2014-09-18,3,25.218,TAM,@,ATL,L 14-56,,,,,,,,,,,
29,2014,2014-09-28,4,25.228,TAM,@,PIT,W 27-24,,,,,,,,,,,
30,2014,2014-10-05,5,25.235,TAM,@,NOR,L 31-37,,,,,,,,,,,
31,2014,2014-10-12,6,25.242,TAM,,BAL,L 17-48,,0,0,,0,0.0,1,0,0,0,0
32,2014,2014-11-02,8,25.263,TAM,@,CLE,L 17-22,,0,0,,0,0.0,1,0,0,0,0
33,2014,2014-11-09,9,25.270,TAM,,ATL,L 17-27,,0,0,,0,0.0,1,0,0,0,0
34,2014,2014-11-16,10,25.277,TAM,@,WAS,W 27-7,,0,0,,0,0.0,1,0,0,0,0
35,2014,2014-11-23,11,25.284,TAM,@,CHI,L 13-21,,,,,,,,,,,
36,2014,2014-11-30,12,25.291,TAM,,CIN,L 13-14,,0,0,,0,0.0,1,0,0,0,0
37,2014,2014-12-07,13,25.298,TAM,@,DET,L 17-34,,,,,,,,,,,
38,2014,2014-12-14,14,25.305,TAM,@,CAR,L 17-19,,,,,,,,,,,
39,2014,2014-12-21,15,25.312,TAM,,GNB,L 3-20,,0,0,,0,0.0,1,0,0,0,0
40,2014,2014-12-28,16,25.319,TAM,,NOR,L 20-23,,0,0,,0,0.0,2,0,1,3,0
41,2015,2015-09-13,1,26.213,TAM,,TEN,L 14-42,,0,0,,0,0.0,0,0,0,0,0
42,2015,2015-09-20,2,26.220,TAM,@,NOR,W 26-19,,0,0,,0,0.0,0,1,0,0,0
43,2015,2015-09-27,3,26.227,TAM,@,HOU,L 9-19,,0,0,,0,0.0,0,1,0,0,0
44,2015,2015-10-04,4,26.234,TAM,,CAR,L 23-37,,0,0,,0,0.0,2,0,0,0,0
45,2015,2015-10-11,5,26.241,TAM,,JAX,W 38-31,,0,0,,0,0.0,0,0,0,0,0
46,2015,2015-11-01,7,26.262,TAM,@,ATL,W 23-20,,0,0,,0,0.0,0,0,0,0,0
47,2015,2015-11-08,8,26.269,TAM,,NYG,L 18-32,,0,0,,0,0.0,7,1,0,0,0
48,2015,2015-11-15,9,26.276,TAM,,DAL,W 10-6,,0,0,,0,0.0,0,0,0,0,0
49,2015,2015-11-22,10,26.283,TAM,@,PHI,W 45-17,,0,0,,0,0.0,0,0,0,0,0
50,2015,2015-12-06,12,26.297,TAM,,ATL,W 23-19,,0,0,,0,0.0,2,0,0,0,0
51,2015,2015-12-13,13,26.304,TAM,,NOR,L 17-24,,0,0,,0,0.0,2,0,0,0,0
52,2015,2015-12-17,14,26.308,TAM,@,STL,L 23-31,,0,0,,0,0.0,1,0,0,0,0
53,2015,2015-12-27,15,26.318,TAM,,CHI,L 21-26,*,0,0,,0,0.0,7,3,0,0,0
54,2015,2016-01-03,16,26.325,TAM,@,CAR,L 10-38,*,0,0,,0,1.0,3,8,0,0,0
55,2016,2016-09-11,1,27.212,TAM,@,ATL,W 31-24,,0,0,,0,0.0,2,0,0,0,0
56,2016,2016-09-18,2,27.219,TAM,@,ARI,L 7-40,,0,0,,0,0.0,1,0,0,0,0
57,2016,2016-09-25,3,27.226,TAM,,LAR,L 32-37,,0,0,,0,0.0,1,0,0,0,0
58,2016,2016-10-02,4,27.233,TAM,,DEN,L 7-27,,0,0,,0,0.0,0,0,0,0,0
59,2016,2016-10-10,5,27.241,TAM,@,CAR,W 17-14,,0,0,,0,0.0,1,0,0,0,0
60,2016,2016-10-23,6,27.254,TAM,@,SFO,W 34-17,,0,0,,0,0.0,0,0,0,0,0
61,2016,2016-10-30,7,27.261,TAM,,OAK,L 24-30,,0,0,,0,0.0,1,0,0,0,0
62,2016,2016-11-03,8,27.265,TAM,,ATL,L 28-43,,0,0,,0,0.0,1,0,0,0,0
63,2016,2016-11-13,9,27.275,TAM,,CHI,W 36-10,,0,0,,0,0.0,0,0,0,0,0
64,2016,2016-11-20,10,27.282,TAM,@,KAN,W 19-17,,0,0,,0,0.0,0,0,0,0,0
65,2016,2016-11-27,11,27.289,TAM,,SEA,W 14-5,,0,0,,0,0.0,0,0,0,0,0
66,2016,2016-12-04,12,27.296,TAM,@,SDG,W 28-21,*,0,0,,0,0.0,4,1,1,0,0
67,2016,2016-12-11,13,27.303,TAM,,NOR,W 16-11,*,0,0,,0,0.0,8,1,1,0,0
68,2016,2016-12-18,14,27.310,TAM,@,DAL,L 20-26,*,0,0,,0,0.0,9,5,0,0,0
69,2016,2016-12-24,15,27.316,TAM,@,NOR,L 24-31,*,0,0,,0,0.0,3,2,0,0,0
70,2016,2017-01-01,16,27.324,TAM,,CAR,W 17-16,*,0,0,,0,0.0,10,2,2,28,0
71,2017,2017-09-17,1,28.217,TAM,,CHI,W 29-7,*,0,0,,0,0.0,1,0,0,0,0
72,2017,2017-09-24,2,28.224,TAM,@,MIN,L 17-34,*,0,0,,0,0.0,1,0,0,0,0
73,2017,2017-10-01,3,28.231,TAM,,NYG,W 25-23,*,0,0,,0,0.0,3,0,0,0,0
74,2017,2017-10-22,6,28.252,TAM,@,BUF,L 27-30,,0,0,,0,0.0,0,0,0,0,0
75,2017,2017-10-29,7,28.259,TAM,,CAR,L 3-17,,0,0,,0,0.0,0,0,0,0,0
76,2017,2017-11-05,8,28.266,TAM,@,NOR,L 10-30,,0,0,,0,0.0,0,0,0,0,0
77,2017,2017-11-12,9,28.273,TAM,,NYJ,W 15-10,,0,0,,0,0.0,0,0,0,0,0
78,2017,2017-11-19,10,28.280,TAM,@,MIA,W 30-20,,0,0,,0,0.0,0,0,0,0,0
79,2017,2017-11-26,11,28.287,TAM,@,ATL,L 20-34,,0,0,,0,0.0,0,0,0,0,0
80,2017,2017-12-03,12,28.294,TAM,@,GNB,L 20-26,,0,0,,0,0.0,4,0,0,0,0
81,2017,2017-12-10,13,28.301,TAM,,DET,L 21-24,,0,0,,0,0.0,0,0,0,0,0
82,2017,2017-12-18,14,28.309,TAM,,ATL,L 21-24,,0,0,,0,0.0,2,2,0,0,0
83,2017,2017-12-24,15,28.315,TAM,@,CAR,L 19-22,,0,0,,0,0.0,0,0,0,0,0
84,2017,2017-12-31,16,28.322,TAM,,NOR,W 31-24,,0,0,,0,0.0,3,2,0,0,0
85,2018,2018-09-16,2,29.216,ATL,,CAR,W 31-24,,0,0,,0,0.0,0,0,0,0,0
