ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
44,1994,1994-11-27,12,32.200,KAN,@,SEA,L 9-10,,7,12,58.33,39,0,0,64.2,0,0,3.25,3.25,0,0,,0,0,0,0,,0,0.0%,,0,0
45,1994,1994-12-04,13,32.207,KAN,,DEN,L 17-20,*,18,37,48.65,323,1,0,88.0,0,0,8.73,9.27,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
46,1994,1994-12-12,14,32.215,KAN,@,MIA,L 28-45,*,33,55,60.00,314,2,3,65.3,0,0,5.71,3.98,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
47,1994,1994-12-18,15,32.221,KAN,,HOU,W 31-9,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,
48,1994,1994-12-24,16,32.227,KAN,@,RAI,W 19-9,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
49,1995,1995-09-03,1,33.115,KAN,@,SEA,W 34-10,*,18,23,78.26,278,3,0,156.6,0,0,12.09,14.70,0,0,,0,0,0,0,,0,0.0%,,0,0
50,1995,1995-09-10,2,33.122,KAN,,NYG,W 20-17,*,29,47,61.70,183,1,1,68.0,1,5,3.89,3.36,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
51,1995,1995-09-17,3,33.129,KAN,,OAK,W 23-17,*,19,28,67.86,164,2,0,106.8,3,23,5.86,7.29,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
52,1995,1995-09-24,4,33.136,KAN,@,CLE,L 17-35,*,29,49,59.18,272,2,2,71.1,1,9,5.55,4.53,0,0,,0,0,0,0,,0,0.0%,,0,0
53,1995,1995-10-01,5,33.143,KAN,@,ARI,W 24-3,*,7,17,41.18,78,2,1,70.2,1,6,4.59,4.29,5,74,14.80,1,0,0,0,,0,0.0%,,1,6
54,1995,1995-10-09,6,33.151,KAN,,SDG,W 29-23,*,27,41,65.85,329,2,0,106.7,1,12,8.02,9.00,0,0,,0,0,0,0,,0,0.0%,,0,0
55,1995,1995-10-15,7,33.157,KAN,,NWE,W 31-26,*,16,40,40.00,209,2,0,73.9,2,6,5.23,6.23,1,2,2.00,1,0,0,0,,0,0.0%,,1,6
56,1995,1995-10-22,8,33.164,KAN,@,DEN,W 21-7,*,15,28,53.57,164,1,0,83.0,1,3,5.86,6.57,6,12,2.00,1,0,0,0,,0,0.0%,,1,6
57,1995,1995-11-05,9,33.178,KAN,,WAS,W 24-3,*,21,37,56.76,201,1,1,69.8,2,11,5.43,4.76,3,4,1.33,0,0,0,0,,0,0.0%,,0,0
58,1995,1995-11-12,10,33.185,KAN,@,SDG,W 22-7,*,17,27,62.96,137,0,1,60.3,3,17,5.07,3.41,3,1,0.33,1,0,0,0,,0,0.0%,,1,6
59,1995,1995-11-19,11,33.192,KAN,,HOU,W 20-13,*,13,30,43.33,122,1,1,52.4,1,7,4.07,3.23,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
60,1995,1995-11-23,12,33.196,KAN,@,DAL,L 12-24,*,20,36,55.56,276,1,0,89.6,1,15,7.67,8.22,0,0,,0,0,0,0,,0,0.0%,,0,0
61,1995,1995-12-03,13,33.206,KAN,@,OAK,W 29-23,*,9,14,64.29,87,0,1,51.8,2,23,6.21,3.00,0,0,,0,0,0,0,,0,0.0%,,0,0
62,1995,1995-12-11,14,33.214,KAN,@,MIA,L 6-13,*,15,37,40.54,180,1,1,53.9,0,0,4.86,4.19,1,11,11.00,0,0,0,0,,0,0.0%,,0,0
63,1995,1995-12-17,15,33.220,KAN,,DEN,W 20-17,*,23,37,62.16,232,1,0,89.0,1,13,6.27,6.81,2,4,2.00,1,0,0,0,,0,0.0%,,1,6
64,1995,1995-12-24,16,33.227,KAN,,SEA,W 26-3,*,15,29,51.72,209,1,1,72.3,1,8,7.21,6.34,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
65,1996,1996-09-01,1,34.113,KAN,@,HOU,W 20-19,*,21,37,56.76,192,2,0,89.0,1,23,5.19,6.27,4,13,3.25,0,0,0,0,,0,0.0%,,0,0
66,1996,1996-09-08,2,34.120,KAN,,OAK,W 19-3,*,11,19,57.89,135,1,0,97.5,3,14,7.11,8.16,0,0,,0,0,0,0,,0,0.0%,,0,0
67,1996,1996-09-15,3,34.127,KAN,@,SEA,W 35-17,*,18,27,66.67,185,3,0,123.2,3,19,6.85,9.07,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0
68,1996,1996-09-22,4,34.134,KAN,,DEN,W 17-14,*,20,35,57.14,242,1,1,76.1,2,11,6.91,6.20,4,5,1.25,0,0,0,0,,0,0.0%,,0,0
69,1996,1996-09-29,5,34.141,KAN,@,SDG,L 19-22,*,25,54,46.30,280,1,2,53.0,3,23,5.19,3.89,1,7,7.00,0,0,0,0,,0,0.0%,,0,0
70,1996,1996-10-07,6,34.149,KAN,,PIT,L 7-17,*,18,29,62.07,170,0,2,49.5,0,0,5.86,2.76,0,0,,0,0,0,0,,0,0.0%,,0,0
71,1996,1996-10-17,7,34.159,KAN,,SEA,W 34-16,*,17,26,65.38,194,1,0,100.5,0,0,7.46,8.23,4,10,2.50,0,0,0,0,,0,0.0%,,0,0
72,1996,1996-10-27,8,34.169,KAN,@,DEN,L 7-34,*,21,49,42.86,213,0,2,38.9,1,5,4.35,2.51,0,0,,0,0,0,0,,0,0.0%,,0,0
73,1996,1996-11-03,9,34.176,KAN,@,MIN,W 21-6,*,19,32,59.38,165,0,1,60.0,1,8,5.16,3.75,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0
74,1996,1996-11-10,10,34.183,KAN,,GNB,W 27-20,*,9,22,40.91,204,1,0,90.0,1,3,9.27,10.18,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0
75,1996,1996-11-17,11,34.190,KAN,,CHI,W 14-10,*,14,24,58.33,154,1,1,74.0,4,33,6.42,5.38,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
76,1996,1996-11-24,12,34.197,KAN,,SDG,L 14-28,*,10,23,43.48,106,0,2,21.3,0,0,4.61,0.70,0,0,,0,0,0,0,,0,0.0%,,0,0
77,1996,1996-12-15,15,34.218,KAN,,IND,L 19-24,,18,33,54.55,194,1,0,82.1,2,14,5.88,6.48,2,1,0.50,0,0,0,0,,0,0.0%,,0,0
78,1996,1996-12-22,16,34.225,KAN,@,BUF,L 9-20,*,14,28,50.00,138,0,2,34.5,1,8,4.93,1.71,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
79,1997,1997-12-14,15,35.217,GNB,@,CAR,W 31-10,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
80,1997,1997-12-20,16,35.223,GNB,,BUF,W 31-21,,5,10,50.00,29,0,0,56.2,1,15,2.90,2.90,0,0,,0,0,0,0,,0,0.0%,,0,0
81,1998,1998-10-11,5,36.153,STL,,NYJ,W 30-10,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,0,0,0,,0,0.0%,,0,0
82,1998,1998-11-22,11,36.195,STL,,CAR,L 20-24,,16,33,48.48,221,1,0,80.5,1,1,6.70,7.30,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
83,1998,1998-11-29,12,36.202,STL,,ATL,L 10-21,,6,13,46.15,54,0,0,57.9,0,0,4.15,4.15,1,5,5.00,0,0,0,0,,0,0.0%,,0,0
84,1998,1998-12-13,14,36.216,STL,,NWE,W 32-18,,11,22,50.00,122,0,1,47.9,2,15,5.55,3.50,5,-4,-0.80,0,0,0,0,,0,0.0%,,0,0
85,1998,1998-12-20,15,36.223,STL,@,CAR,L 13-20,*,20,37,54.05,163,1,2,52.0,2,12,4.41,2.51,2,13,6.50,0,0,0,0,,0,0.0%,,0,0
86,1998,1998-12-27,16,36.230,STL,@,SFO,L 19-38,*,15,30,50.00,240,3,1,96.5,1,15,8.00,8.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
87,1999,1999-11-07,8,37.180,CAR,,PHI,W 33-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
88,1999,1999-11-14,9,37.187,CAR,@,STL,L 10-35,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,
