ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1975,1975-09-21,1,22.224,KAN,@,DEN,L 33-37,,,,,,,,,,
2,1975,1975-09-28,2,22.231,KAN,,NYJ,L 24-30,,,,,,,,,,
3,1975,1975-10-05,3,22.238,KAN,,SFO,L 3-20,7,18,2.57,0,1,-1,-1.00,0,0,0
4,1975,1975-10-12,4,22.245,KAN,,OAK,W 42-10,6,20,3.33,1,0,0,,0,1,6
5,1975,1975-10-19,5,22.252,KAN,@,SDG,W 12-10,,,,,,,,,,
6,1975,1975-10-26,6,22.259,KAN,,DEN,W 26-13,,,,,,,,,,
7,1975,1975-11-02,7,22.266,KAN,,HOU,L 13-17,,,,,,,,,,
8,1975,1975-11-10,8,22.274,KAN,@,DAL,W 34-31,,,,,,,,,,
9,1975,1975-11-16,9,22.280,KAN,@,PIT,L 3-28,,,,,,,,,,
10,1975,1975-11-23,10,22.287,KAN,,DET,W 24-21,,,,,,,,,,
11,1975,1975-11-30,11,22.294,KAN,@,BAL,L 14-28,,,,,,,,,,
12,1975,1975-12-14,13,22.308,NOR,@,NYG,L 14-28,,,,,,,,,,
13,1975,1975-12-21,14,22.315,NOR,,CHI,L 17-42,,,,,,,,,,
