ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1984,1984-09-02,1,25.212,CHI,,TAM,W 34-14,0,0,,0,0,0,,0,0,0,,,,,,5,210,42.00,0
2,1984,1984-09-09,2,25.219,CHI,,DEN,W 27-0,0,0,,0,0,0,,0,0,0,,,,,,5,198,39.60,0
3,1984,1984-09-16,3,25.226,CHI,@,GNB,W 9-7,1,-5,-5.00,0,0,0,,0,0,0,,,,,,6,239,39.83,0
4,1984,1984-09-23,4,25.233,CHI,@,SEA,L 9-38,0,0,,0,0,0,,0,0,0,,,,,,6,255,42.50,1
5,1984,1984-09-30,5,25.240,CHI,,DAL,L 14-23,0,0,,0,0,0,,0,0,0,,,,,,3,118,39.33,0
6,1984,1984-10-07,6,25.247,CHI,,NOR,W 20-7,0,0,,0,0,0,,0,0,0,,,,,,7,281,40.14,0
7,1984,1984-10-14,7,25.254,CHI,@,STL,L 21-38,0,0,,0,0,0,,0,0,0,,,,,,3,137,45.67,1
8,1984,1984-10-21,8,25.261,CHI,@,TAM,W 44-9,0,0,,0,0,0,,0,0,0,,,,,,2,81,40.50,0
9,1984,1984-10-28,9,25.268,CHI,,MIN,W 16-7,1,5,5.00,0,0,0,,0,0,0,,,,,,6,217,36.17,0
10,1984,1984-11-04,10,25.275,CHI,,RAI,W 17-6,0,0,,0,0,0,,0,0,0,,,,,,7,288,41.14,0
11,1984,1984-11-11,11,25.282,CHI,@,RAM,L 13-29,0,0,,0,0,0,,0,0,0,,,,,,3,119,39.67,0
12,1984,1984-11-18,12,25.289,CHI,,DET,W 16-14,0,0,,0,0,0,,0,0,0,,,,,,3,101,33.67,0
13,1984,1984-11-25,13,25.296,CHI,@,MIN,W 34-3,0,0,,0,0,0,,0,0,0,,,,,,5,206,41.20,0
14,1984,1984-12-03,14,25.304,CHI,@,SDG,L 7-20,0,0,,0,0,0,,0,0,0,,,,,,11,413,37.55,0
15,1984,1984-12-09,15,25.310,CHI,,GNB,L 14-20,0,0,,0,0,0,,0,0,0,,,,,,6,251,41.83,0
16,1984,1984-12-16,16,25.317,CHI,@,DET,W 30-13,0,0,,0,0,0,,0,0,0,,,,,,5,214,42.80,0
17,1985,1985-10-06,5,26.245,SEA,,SDG,W 26-21,0,0,,0,0,0,,0,0,0,,0,,,,7,284,40.57,0
18,1985,1985-10-13,6,26.252,SEA,,ATL,W 30-26,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,4,157,39.25,0
19,1985,1985-10-20,7,26.259,SEA,@,DEN,L 10-13,0,0,,0,0,0,,0,0,0,,0,,,,9,408,45.33,0
20,1985,1985-10-27,8,26.266,SEA,@,NYJ,L 14-17,0,0,,0,0,0,,0,0,0,,0,,,,5,204,40.80,0
21,1985,1985-11-03,9,26.273,SEA,,RAI,W 33-3,0,0,,0,0,0,,0,0,0,,0,,,,6,256,42.67,0
22,1985,1985-11-10,10,26.280,SEA,@,NOR,W 27-3,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,4,173,43.25,0
23,1985,1985-11-17,11,26.287,SEA,,NWE,L 13-20,0,0,,0,0,0,,0,0,0,,0,,,,6,195,32.50,0
24,1985,1985-11-25,12,26.295,SEA,@,SFO,L 6-19,0,0,,0,0,0,,0,0,0,,0,,,,8,292,36.50,0
25,1985,1985-12-01,13,26.301,SEA,,KAN,W 24-6,0,0,,0,0,0,,0,0,0,,0,,,,3,118,39.33,0
26,1985,1985-12-08,14,26.308,SEA,,CLE,W 31-13,0,0,,0,0,0,,0,0,0,,0,,,,4,167,41.75,0
27,1985,1985-12-15,15,26.315,SEA,@,RAI,L 3-13,0,0,,0,0,0,,0,0,0,,0,,,,6,260,43.33,0
28,1985,1985-12-20,16,26.320,SEA,,DEN,L 24-27,0,0,,0,0,0,,0,0,0,,0,,,,6,252,42.00,0
