ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,23.298,PHI,@,NYG,W 24-10,7,9,1.29,0,0,0,,0,0,0
2,1981,1981-09-13,2,23.305,PHI,,NWE,W 13-3,1,7,7.00,0,0,0,,0,0,0
3,1981,1981-10-05,5,23.327,PHI,,ATL,W 16-13,10,68,6.80,0,0,0,,0,0,0
4,1981,1981-10-11,6,23.333,PHI,@,NOR,W 31-14,7,37,5.29,0,1,0,0.00,0,0,0
5,1981,1981-10-18,7,23.340,PHI,@,MIN,L 23-35,9,43,4.78,0,2,0,0.00,0,0,0
6,1981,1981-10-25,8,23.347,PHI,,TAM,W 20-10,9,36,4.00,0,1,15,15.00,0,0,0
7,1981,1981-11-01,9,23.354,PHI,,DAL,L 14-17,6,12,2.00,0,0,0,,0,0,0
8,1981,1981-11-08,10,23.361,PHI,@,STL,W 52-10,3,7,2.33,0,1,-6,-6.00,0,0,0
9,1981,1981-11-15,11,24.003,PHI,,BAL,W 38-13,7,31,4.43,0,0,0,,0,0,0
10,1981,1981-11-22,12,24.010,PHI,,NYG,L 10-20,5,18,3.60,0,1,6,6.00,0,0,0
11,1981,1981-11-30,13,24.018,PHI,@,MIA,L 10-13,6,27,4.50,0,2,-7,-3.50,0,0,0
12,1981,1981-12-13,15,24.031,PHI,@,DAL,L 10-21,2,8,4.00,0,1,2,2.00,0,0,0
13,1981,1981-12-20,16,24.038,PHI,,STL,W 38-0,3,26,8.67,1,1,27,27.00,0,1,6
14,1983,1983-09-03,1,25.295,PHI,@,SFO,W 22-17,9,38,4.22,0,2,33,16.50,1,1,6
15,1983,1983-09-11,2,25.303,PHI,,WAS,L 13-23,2,5,2.50,0,4,37,9.25,0,0,0
16,1983,1983-09-18,3,25.310,PHI,@,DEN,W 13-10,11,54,4.91,0,4,48,12.00,0,0,0
17,1983,1983-09-25,4,25.317,PHI,,STL,L 11-14,6,16,2.67,0,2,16,8.00,0,0,0
18,1983,1983-10-02,5,25.324,PHI,@,ATL,W 28-24,8,25,3.13,0,6,44,7.33,0,0,0
19,1983,1983-10-09,6,25.331,PHI,@,NYG,W 17-13,8,46,5.75,0,5,73,14.60,0,0,0
20,1983,1983-10-16,7,25.338,PHI,@,DAL,L 7-37,4,17,4.25,0,0,0,,0,0,0
21,1983,1983-10-23,8,25.345,PHI,,CHI,L 6-7,9,37,4.11,0,1,10,10.00,0,0,0
22,1983,1983-10-30,9,25.352,PHI,,BAL,L 21-22,8,33,4.13,0,3,8,2.67,0,0,0
23,1983,1983-11-06,10,25.359,PHI,,DAL,L 20-27,9,37,4.11,0,2,10,5.00,0,0,0
24,1983,1983-11-13,11,26.001,PHI,@,CHI,L 14-17,7,32,4.57,0,1,4,4.00,0,0,0
25,1983,1983-11-20,12,26.008,PHI,,NYG,L 0-23,2,10,5.00,0,1,6,6.00,0,0,0
26,1983,1983-11-27,13,26.015,PHI,@,WAS,L 24-28,10,27,2.70,0,5,37,7.40,1,1,6
27,1983,1983-12-04,14,26.022,PHI,,RAM,W 13-9,16,28,1.75,1,4,19,4.75,0,1,6
28,1983,1983-12-11,15,26.029,PHI,,NOR,L 17-20,7,19,2.71,0,4,34,8.50,0,0,0
29,1983,1983-12-18,16,26.036,PHI,@,STL,L 7-31,5,10,2.00,0,5,42,8.40,0,0,0
30,1984,1984-09-02,1,26.295,PHI,@,NYG,L 27-28,2,7,3.50,0,1,3,3.00,0,0,0
31,1984,1984-09-09,2,26.302,PHI,,MIN,W 19-17,6,26,4.33,0,2,15,7.50,0,0,0
32,1984,1984-09-16,3,26.309,PHI,@,DAL,L 17-23,1,-2,-2.00,0,2,11,5.50,0,0,0
33,1984,1984-09-23,4,26.316,PHI,,SFO,L 9-21,5,13,2.60,0,0,0,,0,0,0
34,1984,1984-09-30,5,26.323,PHI,@,WAS,L 0-20,5,24,4.80,0,3,2,0.67,0,0,0
35,1984,1984-10-07,6,26.330,PHI,@,BUF,W 27-17,7,26,3.71,0,2,4,2.00,0,0,0
36,1984,1984-10-14,7,26.337,PHI,,IND,W 16-7,6,16,2.67,0,4,39,9.75,0,0,0
37,1984,1984-10-21,8,26.344,PHI,,NYG,W 24-10,7,23,3.29,0,3,14,4.67,0,0,0
38,1984,1984-10-28,9,26.351,PHI,,STL,L 14-34,2,2,1.00,0,3,14,4.67,0,0,0
39,1984,1984-11-04,10,26.358,PHI,@,DET,T 23-23,7,28,4.00,0,2,7,3.50,0,0,0
40,1984,1984-11-11,11,26.365,PHI,@,MIA,L 23-24,9,39,4.33,0,0,0,,0,0,0
41,1984,1984-11-18,12,27.006,PHI,,WAS,W 16-10,6,18,3.00,0,1,2,2.00,0,0,0
42,1984,1984-11-25,13,27.013,PHI,@,STL,L 16-17,5,19,3.80,0,2,4,2.00,0,0,0
