ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,21.248,STL,@,PHI,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,
2,2001,2001-09-23,2,21.262,STL,@,SFO,W 30-26,,,,,,,0.0%,,,,,,,,,,,,,,
3,2001,2001-09-30,3,21.269,STL,,MIA,W 42-10,,,,,,,0.0%,,,,,,,,,,,,,,
4,2001,2001-10-08,4,21.277,STL,@,DET,W 35-0,,,,,,,0.0%,,,,,,,,,,,,,,
5,2001,2001-10-14,5,21.283,STL,,NYG,W 15-14,,,,,,,0.0%,,,,,,,,,,,,,,
6,2001,2001-10-21,6,21.290,STL,@,NYJ,W 34-14,,,,,,,0.0%,,,,,,,,,,,,,,
7,2001,2001-10-28,7,21.297,STL,,NOR,L 31-34,,,,,,,0.0%,,,,,,,,,,,,,,
8,2001,2001-11-11,8,21.311,STL,,CAR,W 48-14,,,,,,,0.0%,,,,,,,,,,,,,,
9,2001,2001-11-18,9,21.318,STL,@,NWE,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,,
10,2001,2001-11-26,10,21.326,STL,,TAM,L 17-24,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,,
11,2001,2001-12-02,11,21.332,STL,@,ATL,W 35-6,,,,,,,0.0%,,,,,,,,,,,,,,
12,2001,2001-12-09,12,21.339,STL,,SFO,W 27-14,,,,,,,0.0%,,,,,,,,,,,,,,
13,2001,2001-12-17,13,21.347,STL,@,NOR,W 34-21,,,,,,,0.0%,,,,,,,,,,,,,,
14,2001,2001-12-23,14,21.353,STL,@,CAR,W 38-32,,,,,,,0.0%,,,,,,,,,,,,,,
15,2001,2001-12-30,15,21.360,STL,,IND,W 42-17,,,,,,,0.0%,,,,,,,,,,,,,,
16,2001,2002-01-06,16,22.002,STL,,ATL,W 31-13,,0,,,,,0.0%,,,,,,,,,,,,,,
17,2002,2002-09-08,1,22.247,STL,@,DEN,L 16-23,*,,,,,,0.0%,,,,,,,,,,,,,,
18,2002,2002-09-15,2,22.254,STL,,NYG,L 21-26,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
19,2002,2002-09-23,3,22.262,STL,@,TAM,L 14-26,*,0,0,0,,0,0.0%,,0,0,,0,2,19,9.50,0,0,0,0.0,,
20,2002,2002-09-29,4,22.268,STL,,DAL,L 10-13,*,0,,,,,0.0%,,,,,,,,,,,,,,
21,2002,2002-10-06,5,22.275,STL,@,SFO,L 13-37,*,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,,
22,2002,2002-10-13,6,22.282,STL,,OAK,W 28-13,*,,,,,,0.0%,,,,,,,,,,,,,,
23,2002,2002-10-20,7,22.289,STL,,SEA,W 37-20,*,4,,,,,0.0%,,,,,,,,,,,,,,
24,2002,2002-11-03,8,22.303,STL,@,ARI,W 27-14,*,,,,,,0.0%,,,,,,,,,,,,,,
25,2002,2002-11-10,9,22.310,STL,,SDG,W 28-24,,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,0.0,,
26,2002,2002-11-18,10,22.318,STL,,CHI,W 21-16,*,1,,,,,0.0%,,,,,,,,,,,,,,
27,2002,2002-11-24,11,22.324,STL,@,WAS,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,,
