ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-11-09,9,23.340,KAN,@,SDG,L 19-20,,0,0,0.0,1,0
2,2008,2008-11-16,10,23.347,KAN,,NOR,L 20-30,,,,,,
3,2008,2008-11-23,11,23.354,KAN,,BUF,L 31-54,,0,0,0.0,1,0
4,2008,2008-11-30,12,23.361,KAN,@,OAK,W 20-13,,,,,,
5,2008,2008-12-07,13,24.002,KAN,@,DEN,L 17-24,,,,,,
6,2009,2009-09-13,1,24.282,KAN,@,BAL,L 24-38,,0,0,0.0,2,1
7,2009,2009-09-20,2,24.289,KAN,,OAK,L 10-13,,0,0,1.0,2,0
8,2009,2009-09-27,3,24.296,KAN,@,PHI,L 14-34,,0,0,0.0,3,0
9,2009,2009-10-04,4,24.303,KAN,,NYG,L 16-27,,0,0,0.0,3,0
10,2009,2009-10-11,5,24.310,KAN,,DAL,L 20-26,,0,0,1.0,1,0
11,2009,2009-10-18,6,24.317,KAN,@,WAS,W 14-6,,,,,,
12,2009,2009-10-25,7,24.324,KAN,,SDG,L 7-37,,,,,,
13,2009,2009-11-08,8,24.338,KAN,@,JAX,L 21-24,,0,0,1.0,1,0
14,2009,2009-11-15,9,24.345,KAN,@,OAK,W 16-10,,0,0,0.5,0,1
15,2009,2009-11-22,10,24.352,KAN,,PIT,W 27-24,,0,0,0.0,0,0
16,2009,2009-11-29,11,24.359,KAN,@,SDG,L 14-43,,,,,,
17,2009,2009-12-06,12,25.001,KAN,,DEN,L 13-44,,0,0,0.0,1,0
18,2009,2009-12-13,13,25.008,KAN,,BUF,L 10-16,,0,0,0.0,0,0
19,2009,2009-12-20,14,25.015,KAN,,CLE,L 34-41,,0,0,0.0,5,0
20,2009,2009-12-27,15,25.022,KAN,@,CIN,L 10-17,,0,0,1.0,1,0
21,2009,2010-01-03,16,25.029,KAN,@,DEN,W 44-24,,,,,,
