ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2016,2016-10-09,5,25.255,BAL,,WAS,L 10-16,*,11,95,8.64,0,3,2,-6,-3.00,0,66.7%,-2.00,0,0,0.0,0,0
28,2016,2016-10-16,6,25.262,BAL,@,NYG,L 23-27,*,23,87,3.78,2,6,4,36,9.00,0,66.7%,6.00,2,12,0.0,0,0
29,2016,2016-10-23,7,25.269,BAL,@,NYJ,L 16-24,*,8,10,1.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
30,2016,2016-11-06,8,25.283,BAL,,PIT,W 21-14,*,15,21,1.40,0,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,0,0
31,2016,2016-11-10,9,25.287,BAL,,CLE,W 28-7,*,21,65,3.10,0,2,1,12,12.00,0,50.0%,6.00,0,0,0.0,0,0
32,2016,2016-11-20,10,25.297,BAL,@,DAL,L 17-27,*,8,42,5.25,1,2,1,11,11.00,0,50.0%,5.50,1,6,0.0,0,0
33,2016,2016-11-27,11,25.304,BAL,,CIN,W 19-14,*,13,48,3.69,0,4,3,16,5.33,0,75.0%,4.00,0,0,0.0,0,0
34,2016,2016-12-04,12,25.311,BAL,,MIA,W 38-6,*,10,50,5.00,1,3,3,18,6.00,1,100.0%,6.00,2,12,0.0,0,0
35,2016,2016-12-12,13,25.319,BAL,@,NWE,L 23-30,*,2,2,1.00,0,4,4,24,6.00,0,100.0%,6.00,0,0,0.0,0,0
36,2016,2016-12-18,14,25.325,BAL,,PHI,W 27-26,*,13,77,5.92,0,4,4,45,11.25,0,100.0%,11.25,0,0,0.0,0,0
37,2016,2016-12-25,15,25.332,BAL,@,PIT,L 27-31,*,10,27,2.70,0,3,3,28,9.33,0,100.0%,9.33,0,0,0.0,0,0
38,2016,2017-01-01,16,25.339,BAL,@,CIN,L 10-27,*,5,18,3.60,0,5,4,17,4.25,0,80.0%,3.40,0,0,0.0,0,0
39,2017,2017-09-10,1,26.225,BAL,@,CIN,W 20-0,*,19,80,4.21,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
40,2017,2017-09-17,2,26.232,BAL,,CLE,W 24-10,*,8,22,2.75,1,2,2,23,11.50,0,100.0%,11.50,1,6,0.0,0,0
41,2017,2017-09-24,3,26.239,BAL,@,JAX,L 7-44,*,6,26,4.33,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
42,2017,2017-10-01,4,26.246,BAL,,PIT,L 9-26,,4,-7,-1.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
43,2017,2017-10-08,5,26.253,BAL,@,OAK,W 30-17,*,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
