ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-12-19,7,24.037,PHI,,HOU,W 35-14,,,,,,
2,1983,1983-11-13,11,25.001,PHI,@,CHI,L 14-17,2,13,6.50,1,1,6
3,1983,1983-11-20,12,25.008,PHI,,NYG,L 0-23,1,5,5.00,0,0,0
4,1983,1983-11-27,13,25.015,PHI,@,WAS,L 24-28,0,0,,0,,
5,1983,1983-12-04,14,25.022,PHI,,RAM,W 13-9,1,29,29.00,1,1,6
6,1983,1983-12-11,15,25.029,PHI,,NOR,L 17-20,1,15,15.00,0,0,0
7,1983,1983-12-18,16,25.036,PHI,@,STL,L 7-31,1,8,8.00,0,0,0
8,1984,1984-09-02,1,25.295,PHI,@,NYG,L 27-28,1,30,30.00,0,0,0
9,1984,1984-09-09,2,25.302,PHI,,MIN,W 19-17,1,12,12.00,0,0,0
10,1984,1984-09-16,3,25.309,PHI,@,DAL,L 17-23,3,59,19.67,0,0,0
11,1984,1984-09-23,4,25.316,PHI,,SFO,L 9-21,1,9,9.00,0,0,0
12,1984,1984-09-30,5,25.323,PHI,@,WAS,L 0-20,1,17,17.00,0,0,0
13,1984,1984-10-07,6,25.330,PHI,@,BUF,W 27-17,4,39,9.75,1,1,6
14,1984,1984-10-14,7,25.337,PHI,,IND,W 16-7,0,0,,0,,
15,1984,1984-10-21,8,25.344,PHI,,NYG,W 24-10,3,65,21.67,1,1,6
16,1984,1984-10-28,9,25.351,PHI,,STL,L 14-34,1,14,14.00,0,0,0
17,1984,1984-11-04,10,25.358,PHI,@,DET,T 23-23,1,14,14.00,0,0,0
18,1984,1984-11-11,11,25.365,PHI,@,MIA,L 23-24,5,93,18.60,1,1,6
19,1984,1984-11-18,12,26.006,PHI,,WAS,W 16-10,2,17,8.50,0,0,0
20,1984,1984-11-25,13,26.013,PHI,@,STL,L 16-17,3,41,13.67,0,0,0
21,1984,1984-12-02,14,26.020,PHI,,DAL,L 10-26,1,10,10.00,0,0,0
22,1984,1984-12-09,15,26.027,PHI,,NWE,W 27-17,2,51,25.50,0,0,0
23,1984,1984-12-16,16,26.034,PHI,@,ATL,L 10-26,1,13,13.00,0,0,0
