ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2017,2017-09-17,2,21.221,SFO,@,SEA,L 9-12,,0.0,0,0
2,2017,2017-09-21,3,21.225,SFO,,LAR,L 39-41,,0.0,0,0
3,2017,2017-10-01,4,21.235,SFO,@,ARI,L 15-18,,0.0,0,0
4,2017,2017-10-08,5,21.242,SFO,@,IND,L 23-26,,0.0,0,0
5,2017,2017-10-15,6,21.249,SFO,@,WAS,L 24-26,,0.0,0,0
6,2017,2017-10-22,7,21.256,SFO,,DAL,L 10-40,,0.0,0,0
7,2017,2017-10-29,8,21.263,SFO,@,PHI,L 10-33,,0.0,0,0
8,2017,2017-11-05,9,21.270,SFO,,ARI,L 10-20,,0.0,0,0
9,2017,2017-11-26,11,21.291,SFO,,SEA,L 13-24,,0.0,0,0
10,2017,2017-12-03,12,21.298,SFO,@,CHI,W 15-14,,0.0,0,0
11,2017,2017-12-10,13,21.305,SFO,@,HOU,W 26-16,,0.0,0,0
12,2017,2017-12-17,14,21.312,SFO,,TEN,W 25-23,,0.0,0,0
13,2017,2017-12-24,15,21.319,SFO,,JAX,W 44-33,,0.0,0,0
14,2017,2017-12-31,16,21.326,SFO,@,LAR,W 34-13,,0.0,0,0
15,2018,2018-09-09,1,22.213,SFO,@,MIN,L 16-24,,0.0,3,0
16,2018,2018-09-16,2,22.220,SFO,,DET,W 30-27,*,1.0,10,2
17,2018,2018-09-23,3,22.227,SFO,@,KAN,L 27-38,,0.0,0,0
