ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1979,1979-09-03,1,22.311,NWE,,PIT,L 13-16,,,,,,,,,,,,,,,,,,,,,,
2,1979,1979-09-09,2,22.317,NWE,,NYJ,W 56-3,,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,1,-2,-2.00,0,0,0,,0,0,0
3,1979,1979-09-16,3,22.324,NWE,@,CIN,W 20-14,,,,,,,,,,,,,,,,,,,,,,
4,1979,1979-09-23,4,22.331,NWE,,SDG,W 27-21,,,,,,,,,,,,,,,,,,,,,,
5,1979,1979-10-01,5,22.339,NWE,@,GNB,L 14-27,,,,,,,,,,,,,,,,,,,,,,
6,1979,1979-10-07,6,22.345,NWE,,DET,W 24-17,,,,,,,,,,,,,,,,,,,,,,
7,1979,1979-10-14,7,22.352,NWE,@,CHI,W 27-7,,,,,,,,,,,,,,,,,,,,,,
8,1979,1979-10-21,8,22.359,NWE,,MIA,W 28-13,,,,,,,,,,,,,,,,,,,,,,
9,1979,1979-10-28,9,23.001,NWE,@,BAL,L 26-31,,,,,,,,,,,,,,,,,,,,,,
10,1979,1979-11-04,10,23.008,NWE,@,BUF,W 26-6,,,,,,,,,,,,,,,,,,,,,,
11,1979,1979-11-11,11,23.015,NWE,@,DEN,L 10-45,,,,,,,,,,,,,,,,,,,,,,
12,1979,1979-12-09,15,23.043,NWE,@,NYJ,L 26-27,,,,,,,,,,,,,,,,,,,,,,
13,1979,1979-12-16,16,23.050,NWE,,MIN,W 27-23,,,,,,,,,,,,,,,,,,,,,,
14,1980,1980-09-07,1,23.316,NWE,,CLE,W 34-17,,,,,,,,,,,,,,,,,,,,,,
15,1980,1980-09-14,2,23.323,NWE,,ATL,L 21-37,,,,,,,,,,,,,,,,,,,,,,
16,1980,1980-09-21,3,23.330,NWE,@,SEA,W 37-31,,,,,,,,,,,,,,,,,,,,,,
17,1980,1980-09-29,4,23.338,NWE,,DEN,W 23-14,,,,,,,,,,,,,,,,,,,,,,
