ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-12,1,22.063,WAS,,TAM,W 16-10,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,,
2,2004,2004-09-19,2,22.070,WAS,@,NYG,L 14-20,*,4,3,14,4.67,1,75.0%,3.50,0,0,,0,,1,6,0.0,,
3,2004,2004-09-27,3,22.078,WAS,,DAL,L 18-21,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,,
4,2004,2004-10-03,4,22.084,WAS,@,CLE,L 13-17,*,4,,,,,0.0%,,,,,,,,,,,
5,2004,2004-10-10,5,22.091,WAS,,BAL,L 10-17,,4,2,12,6.00,1,50.0%,3.00,0,0,,0,,1,6,0.0,,
6,2004,2004-10-17,6,22.098,WAS,@,CHI,W 13-10,*,1,,,,,0.0%,,,,,,,,,,,
7,2004,2004-10-31,7,22.112,WAS,,GNB,L 14-28,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,,
8,2004,2004-11-07,8,22.119,WAS,@,DET,W 17-10,*,1,,,,,0.0%,,,,,,,,,,,
9,2004,2004-11-14,9,22.126,WAS,,CIN,L 10-17,,3,1,9,9.00,1,33.3%,3.00,0,0,,0,,1,6,0.0,,
10,2004,2004-11-21,10,22.133,WAS,@,PHI,L 6-28,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,,
11,2004,2004-11-28,11,22.140,WAS,@,PIT,L 7-16,*,10,7,31,4.43,1,70.0%,3.10,0,0,,0,,1,6,0.0,,
12,2004,2004-12-05,12,22.147,WAS,,NYG,W 31-7,*,3,3,21,7.00,1,100.0%,7.00,0,0,,0,,1,6,0.0,,
13,2004,2004-12-12,13,22.154,WAS,,PHI,L 14-17,,9,5,75,15.00,0,55.6%,8.33,0,0,,0,,0,0,0.0,,
14,2004,2004-12-18,14,22.160,WAS,@,SFO,W 26-16,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,,
15,2004,2004-12-26,15,22.168,WAS,@,DAL,L 10-13,*,5,3,24,8.00,0,60.0%,4.80,0,0,,0,,0,0,0.0,,
16,2004,2005-01-02,16,22.175,WAS,,MIN,W 21-18,,5,3,24,8.00,1,60.0%,4.80,0,0,,0,,1,6,0.0,,
17,2005,2005-09-11,1,23.062,WAS,,CHI,W 9-7,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,,0,0,0.0,,
18,2005,2005-09-19,2,23.070,WAS,@,DAL,W 14-13,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,,0,0,0.0,,
19,2005,2005-10-02,3,23.083,WAS,,SEA,W 20-17,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0.0,,
20,2005,2005-10-09,4,23.090,WAS,@,DEN,L 19-21,*,12,8,82,10.25,1,66.7%,6.83,0,0,,0,,1,6,0.0,,
21,2005,2005-10-16,5,23.097,WAS,@,KAN,L 21-28,*,8,6,54,9.00,1,75.0%,6.75,0,0,,0,,1,6,0.0,,
22,2005,2005-10-23,6,23.104,WAS,,SFO,W 52-17,*,4,2,48,24.00,0,50.0%,12.00,0,0,,0,,0,0,0.0,,
23,2005,2005-10-30,7,23.111,WAS,@,NYG,L 0-36,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,,0,0,0.0,,
24,2005,2005-11-06,8,23.118,WAS,,PHI,W 17-10,*,8,7,85,12.14,0,87.5%,10.63,0,0,,0,,0,0,0.0,,
25,2005,2005-11-13,9,23.125,WAS,@,TAM,L 35-36,*,6,6,66,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,,
26,2005,2005-11-20,10,23.132,WAS,,OAK,L 13-16,*,8,5,74,14.80,0,62.5%,9.25,0,0,,0,,0,0,0.0,,
27,2005,2005-11-27,11,23.139,WAS,,SDG,L 17-23,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,,0,0,0.0,,
28,2005,2005-12-04,12,23.146,WAS,@,STL,W 24-9,*,5,5,58,11.60,1,100.0%,11.60,0,0,,0,,1,6,0.0,,
29,2005,2005-12-11,13,23.153,WAS,@,ARI,W 17-13,*,7,4,25,6.25,0,57.1%,3.57,0,0,,0,,0,0,0.0,,
30,2005,2005-12-18,14,23.160,WAS,,DAL,W 35-7,*,7,6,71,11.83,3,85.7%,10.14,0,0,,0,,3,18,0.0,,
31,2005,2005-12-24,15,23.166,WAS,,NYG,W 35-20,*,7,5,41,8.20,1,71.4%,5.86,0,0,,0,,1,6,0.0,,
32,2005,2006-01-01,16,23.174,WAS,@,PHI,W 31-20,*,7,2,8,4.00,0,28.6%,1.14,0,0,,0,,0,0,0.0,,
33,2006,2006-09-11,1,24.062,WAS,,MIN,L 16-19,*,7,2,-3,-1.50,0,28.6%,-0.43,0,0,,0,,0,0,0.0,,
34,2006,2006-09-17,2,24.068,WAS,@,DAL,L 10-27,*,6,1,23,23.00,0,16.7%,3.83,0,0,,0,,0,0,0.0,,
35,2006,2006-09-24,3,24.075,WAS,@,HOU,W 31-15,*,4,4,18,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,,
36,2006,2006-10-01,4,24.082,WAS,,JAX,W 36-30,*,5,4,70,17.50,0,80.0%,14.00,0,0,,0,,0,0,0.0,,
37,2006,2006-10-08,5,24.089,WAS,@,NYG,L 3-19,*,8,4,41,10.25,0,50.0%,5.13,0,0,,0,,0,0,0.0,,
38,2006,2006-10-15,6,24.096,WAS,,TEN,L 22-25,*,4,2,27,13.50,1,50.0%,6.75,0,0,,0,,1,6,0.0,,
39,2006,2006-10-22,7,24.103,WAS,@,IND,L 22-36,*,4,4,42,10.50,1,100.0%,10.50,0,0,,0,,1,6,0.0,,
40,2006,2006-11-05,8,24.117,WAS,,DAL,W 22-19,*,5,3,66,22.00,1,60.0%,13.20,0,0,,0,,1,6,0.0,,
41,2006,2006-11-12,9,24.124,WAS,@,PHI,L 3-27,*,5,3,39,13.00,0,60.0%,7.80,0,0,,0,,0,0,0.0,,
42,2006,2006-11-19,10,24.131,WAS,@,TAM,L 17-20,*,6,5,58,11.60,1,83.3%,9.67,0,0,,0,,1,6,0.0,,
43,2006,2006-11-26,11,24.138,WAS,,CAR,W 17-13,*,7,3,89,29.67,1,42.9%,12.71,0,0,,0,,1,6,0.0,,
44,2006,2006-12-03,12,24.145,WAS,,ATL,L 14-24,*,6,2,12,6.00,0,33.3%,2.00,0,0,,0,,0,0,0.0,,
45,2006,2006-12-10,13,24.152,WAS,,PHI,L 19-21,*,7,4,46,11.50,0,57.1%,6.57,0,0,,0,,0,0,0.0,,
46,2006,2006-12-17,14,24.159,WAS,@,NOR,W 16-10,*,6,4,80,20.00,0,66.7%,13.33,0,0,,0,,0,0,0.0,,
47,2006,2006-12-24,15,24.166,WAS,@,STL,L 31-37,*,10,7,77,11.00,1,70.0%,7.70,0,0,,0,,1,6,0.0,,
48,2006,2006-12-30,16,24.172,WAS,,NYG,L 28-34,*,5,5,49,9.80,0,100.0%,9.80,0,0,,0,,0,0,0.0,,
49,2007,2007-09-09,1,25.060,WAS,,MIA,W 16-13,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,,0,0,0.0,,
50,2007,2007-09-17,2,25.068,WAS,@,PHI,W 20-12,*,5,2,25,12.50,1,40.0%,5.00,0,0,,0,,1,6,0.0,,
51,2007,2007-09-23,3,25.074,WAS,,NYG,L 17-24,*,5,3,19,6.33,1,60.0%,3.80,0,0,,0,,1,6,0.0,,
52,2007,2007-10-07,4,25.088,WAS,,DET,W 34-3,*,7,4,26,6.50,1,57.1%,3.71,0,0,,0,,1,6,0.0,,
53,2007,2007-10-14,5,25.095,WAS,@,GNB,L 14-17,*,10,9,105,11.67,1,90.0%,10.50,0,0,,0,,1,6,0.0,,
54,2007,2007-10-21,6,25.102,WAS,,ARI,W 21-19,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,,
55,2007,2007-10-28,7,25.109,WAS,@,NWE,L 7-52,*,8,3,31,10.33,1,37.5%,3.88,0,0,,0,,1,6,0.0,,
56,2007,2007-11-04,8,25.116,WAS,@,NYJ,W 23-20,*,7,4,58,14.50,0,57.1%,8.29,0,0,,0,,0,0,0.0,,
57,2007,2007-11-11,9,25.123,WAS,,PHI,L 25-33,*,7,5,33,6.60,0,71.4%,4.71,0,0,,0,,0,0,0.0,,
58,2007,2007-11-18,10,25.130,WAS,@,DAL,L 23-28,*,10,8,89,11.13,1,80.0%,8.90,0,0,,0,,1,6,0.0,,
59,2007,2007-11-25,11,25.137,WAS,@,TAM,L 13-19,*,10,6,96,16.00,1,60.0%,9.60,0,0,,0,,1,6,0.0,,
60,2007,2007-12-02,12,25.144,WAS,,BUF,L 16-17,*,12,7,89,12.71,0,58.3%,7.42,0,0,,0,,0,0,0.0,,
61,2007,2007-12-06,13,25.148,WAS,,CHI,W 24-16,*,7,5,93,18.60,0,71.4%,13.29,0,0,,0,,0,0,0.0,,
62,2007,2007-12-16,14,25.158,WAS,@,NYG,W 22-10,*,8,2,34,17.00,0,25.0%,4.25,0,0,,0,,0,0,0.0,,
63,2007,2007-12-23,15,25.165,WAS,@,MIN,W 32-21,*,4,1,33,33.00,1,25.0%,8.25,0,0,,0,,1,6,0.0,,
64,2007,2007-12-30,16,25.172,WAS,,DAL,W 27-6,*,5,5,42,8.40,0,100.0%,8.40,0,0,,0,,0,0,0.0,,
65,2008,2008-09-04,1,26.055,WAS,@,NYG,L 7-16,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
66,2008,2008-09-14,2,26.065,WAS,,NOR,W 29-24,*,6,5,72,14.40,0,83.3%,12.00,0,0,,0,,0,0,0.0,0,0
67,2008,2008-09-21,3,26.072,WAS,,ARI,W 24-17,*,8,7,72,10.29,0,87.5%,9.00,0,0,,0,,0,0,0.0,0,0
68,2008,2008-09-28,4,26.079,WAS,@,DAL,W 26-24,*,7,4,28,7.00,0,57.1%,4.00,0,0,,0,,0,0,0.0,0,0
69,2008,2008-10-05,5,26.086,WAS,@,PHI,W 23-17,*,10,8,109,13.63,1,80.0%,10.90,0,0,,0,,1,6,0.0,0,0
70,2008,2008-10-12,6,26.093,WAS,,STL,L 17-19,*,6,5,57,11.40,0,83.3%,9.50,0,0,,0,,0,0,0.0,1,0
71,2008,2008-10-19,7,26.100,WAS,,CLE,W 14-11,*,7,4,32,8.00,0,57.1%,4.57,0,0,,0,,0,0,0.0,0,0
72,2008,2008-10-26,8,26.107,WAS,@,DET,W 25-17,*,7,6,74,12.33,0,85.7%,10.57,0,0,,0,,0,0,0.0,0,0
73,2008,2008-11-03,9,26.115,WAS,,PIT,L 6-23,*,11,8,78,9.75,0,72.7%,7.09,0,0,,0,,0,0,0.0,0,0
74,2008,2008-11-16,10,26.128,WAS,,DAL,L 10-14,*,9,7,47,6.71,0,77.8%,5.22,0,0,,0,,0,0,0.0,0,0
75,2008,2008-11-23,11,26.135,WAS,@,SEA,W 20-17,*,8,5,54,10.80,0,62.5%,6.75,0,0,,0,,0,0,0.0,0,0
76,2008,2008-11-30,12,26.142,WAS,,NYG,L 7-23,*,7,6,71,11.83,0,85.7%,10.14,0,0,,0,,0,0,0.0,0,0
77,2008,2008-12-07,13,26.149,WAS,@,BAL,L 10-24,*,4,1,12,12.00,0,25.0%,3.00,0,0,,0,,0,0,0.0,0,0
78,2008,2008-12-14,14,26.156,WAS,@,CIN,L 13-20,*,8,6,51,8.50,0,75.0%,6.38,0,0,,0,,0,0,0.0,0,0
79,2008,2008-12-21,15,26.163,WAS,,PHI,W 10-3,*,5,4,28,7.00,0,80.0%,5.60,0,0,,0,,0,0,0.0,0,0
80,2008,2008-12-28,16,26.170,WAS,@,SFO,L 24-27,*,7,6,57,9.50,0,85.7%,8.14,0,0,,0,,0,0,0.0,0,0
81,2009,2009-09-13,1,27.064,WAS,@,NYG,L 17-23,*,8,7,68,9.71,1,87.5%,8.50,0,0,,0,,1,6,0.0,0,0
82,2009,2009-09-20,2,27.071,WAS,,STL,W 9-7,*,9,7,83,11.86,0,77.8%,9.22,0,0,,0,,0,0,0.0,0,0
83,2009,2009-09-27,3,27.078,WAS,@,DET,L 14-19,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,,0,0,0.0,0,0
84,2009,2009-10-04,4,27.085,WAS,,TAM,W 16-13,*,10,5,65,13.00,1,50.0%,6.50,0,0,,0,,1,6,0.0,0,0
85,2009,2009-10-11,5,27.092,WAS,@,CAR,L 17-20,*,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
86,2009,2009-10-18,6,27.099,WAS,,KAN,L 6-14,*,9,5,57,11.40,0,55.6%,6.33,0,0,,0,,0,0,0.0,0,0
87,2009,2009-10-26,7,27.107,WAS,,PHI,L 17-27,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,,0,0,0.0,0,0
88,2010,2010-09-12,1,28.063,WAS,,DAL,W 13-7,*,9,6,80,13.33,0,66.7%,8.89,0,0,,0,,0,0,0.0,0,0
89,2010,2010-09-19,2,28.070,WAS,,HOU,L 27-30,*,3,3,64,21.33,1,100.0%,21.33,0,0,,0,,1,6,0.0,0,0
