ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1969,1969-09-14,1,22.150,SDG,,KAN,L 9-27,,6,14,42.86,50,0,0,52.7,0,0,3.57,3.57,1,12,12.00,0,0,0
2,1969,1969-09-21,2,22.157,SDG,@,CIN,L 20-34,,1,3,33.33,2,0,0,42.4,0,0,0.67,0.67,0,0,,0,0,0
3,1969,1969-10-26,7,22.192,SDG,,OAK,L 12-24,,3,6,50.00,49,0,1,38.2,0,0,8.17,0.67,1,3,3.00,0,0,0
4,1969,1969-11-02,8,22.199,SDG,@,DEN,L 0-13,,2,9,22.22,8,0,0,39.6,0,0,0.89,0.89,1,7,7.00,0,0,0
5,1969,1969-11-09,9,22.206,SDG,@,KAN,L 3-27,*,10,31,32.26,132,0,5,7.1,0,0,4.26,-3.00,2,6,3.00,0,0,0
6,1969,1969-11-23,11,22.220,SDG,,DEN,W 45-24,*,11,20,55.00,235,1,2,74.0,0,0,11.75,8.25,6,58,9.67,2,2,12
7,1969,1969-11-27,12,22.224,SDG,@,HOU,W 21-17,*,4,11,36.36,52,1,2,42.8,0,0,4.73,-1.64,5,34,6.80,0,0,0
8,1969,1969-12-07,13,22.234,SDG,,BOS,W 28-18,*,9,17,52.94,78,0,0,65.3,0,0,4.59,4.59,2,16,8.00,1,1,6
9,1969,1969-12-14,14,22.241,SDG,,BUF,W 45-6,,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,1,9,9.00,1,1,6
10,1970,1970-10-04,3,23.170,SDG,@,RAM,L 10-37,,8,11,72.73,99,1,0,130.5,0,0,9.00,10.82,3,9,3.00,0,0,0
11,1970,1970-10-12,4,23.178,SDG,,GNB,L 20-22,,1,4,25.00,42,0,1,31.2,0,0,10.50,-0.75,3,12,4.00,0,0,0
12,1970,1970-10-18,5,23.184,SDG,@,CHI,W 20-7,*,6,11,54.55,110,0,0,89.2,0,0,10.00,10.00,3,4,1.33,0,0,0
13,1970,1970-10-25,6,23.191,SDG,,HOU,T 31-31,,4,7,57.14,141,1,1,101.8,0,0,20.14,16.57,2,10,5.00,0,0,0
14,1970,1970-11-01,7,23.198,SDG,@,CLE,W 27-10,,,,,,,,,,,,,,,,,,
15,1970,1970-11-29,11,23.226,SDG,@,KAN,L 14-26,,3,7,42.86,22,0,0,50.9,0,0,3.14,3.14,0,0,,0,0,0
16,1970,1970-12-06,12,23.233,SDG,,CIN,L 14-17,*,3,9,33.33,37,0,2,7.4,0,0,4.11,-5.89,2,5,2.50,0,0,0
17,1970,1970-12-13,13,23.240,SDG,@,DEN,T 17-17,,3,6,50.00,40,0,0,71.5,0,0,6.67,6.67,1,-1,-1.00,0,0,0
18,1971,1971-10-10,4,24.176,SDG,@,KAN,L 10-31,,,,,,,,,,,,,,,,,,
19,1971,1971-11-07,8,24.204,SDG,@,NYG,L 17-35,,2,3,66.67,25,0,1,52.8,0,0,8.33,-6.67,0,0,,0,0,0
20,1971,1971-11-28,11,24.225,SDG,@,CIN,L 0-31,,4,8,50.00,47,0,2,28.6,0,0,5.88,-5.38,1,0,0.00,0,0,0
21,1971,1971-12-12,13,24.239,SDG,,DEN,W 45-17,,1,1,100.00,25,1,0,158.3,0,0,25.00,45.00,0,0,,0,0,0
22,1972,1972-10-01,3,25.167,BAL,@,BUF,W 17-0,,0,0,,0,0,,,,,,,0,0,,0,0,
23,1972,1972-10-08,4,25.174,BAL,,SDG,L 20-23,,0,0,,0,0,0,,0,0,,,1,4,4.00,0,0,0
24,1972,1972-10-15,5,25.181,BAL,,DAL,L 0-21,,2,4,50.00,12,0,0,56.2,0,0,3.00,3.00,1,3,3.00,0,0,0
25,1972,1972-10-22,6,25.188,BAL,@,NYJ,L 20-24,*,19,34,55.88,253,1,0,89.5,0,0,7.44,8.03,4,12,3.00,0,0,0
26,1972,1972-10-29,7,25.195,BAL,,MIA,L 0-23,*,13,21,61.90,102,0,0,73.9,0,0,4.86,4.86,4,30,7.50,0,0,0
27,1972,1972-11-06,8,25.203,BAL,@,NWE,W 24-17,*,10,19,52.63,89,1,0,83.0,0,0,4.68,5.74,3,9,3.00,0,0,0
28,1972,1972-11-12,9,25.209,BAL,@,SFO,L 21-24,*,14,27,51.85,255,1,0,97.0,0,0,9.44,10.19,0,0,,0,0,0
29,1972,1972-11-19,10,25.216,BAL,@,CIN,W 20-19,*,12,20,60.00,169,1,0,104.0,0,0,8.45,9.45,2,5,2.50,0,0,0
30,1972,1972-11-26,11,25.223,BAL,,NWE,W 31-0,*,11,26,42.31,98,3,2,59.5,0,0,3.77,2.62,1,-3,-3.00,0,0,0
31,1972,1972-12-03,12,25.230,BAL,,BUF,W 35-7,*,12,24,50.00,138,3,0,107.3,0,0,5.75,8.25,7,40,5.71,1,1,6
32,1972,1972-12-10,13,25.237,BAL,@,KAN,L 10-24,*,11,24,45.83,148,1,2,45.1,0,0,6.17,3.25,1,5,5.00,0,0,0
33,1972,1972-12-16,14,25.243,BAL,@,MIA,L 0-16,*,11,23,47.83,128,0,2,28.9,0,0,5.57,1.65,6,32,5.33,0,0,0
34,1973,1973-09-16,1,26.152,BAL,@,CLE,L 14-24,,,,,,,,,,,,,,,,,,
35,1973,1973-09-23,2,26.159,BAL,,NYJ,L 10-34,,5,12,41.67,39,0,4,10.8,0,0,3.25,-11.75,0,0,,0,0,0
36,1973,1973-10-21,6,26.187,BAL,@,DET,W 29-27,*,9,13,69.23,177,1,0,137.5,0,0,13.62,15.15,8,22,2.75,1,1,6
37,1973,1973-10-28,7,26.194,BAL,,OAK,L 21-34,*,15,26,57.69,224,2,2,79.6,0,0,8.62,6.69,3,15,5.00,0,0,0
38,1973,1973-11-04,8,26.201,BAL,,HOU,L 27-31,*,12,26,46.15,177,1,1,65.7,0,0,6.81,5.85,2,7,3.50,1,1,6
39,1973,1973-11-11,9,26.208,BAL,@,MIA,L 0-44,*,4,11,36.36,23,0,1,7.0,0,0,2.09,-2.00,0,0,,0,0,0
40,1973,1973-11-18,10,26.215,BAL,@,WAS,L 14-22,*,14,30,46.67,137,1,2,43.3,0,0,4.57,2.23,4,22,5.50,0,0,0
41,1973,1973-11-25,11,26.222,BAL,,BUF,L 17-24,*,8,25,32.00,86,1,2,23.1,0,0,3.44,0.64,4,19,4.75,0,0,0
42,1973,1973-12-02,12,26.229,BAL,@,NYJ,L 17-20,*,10,20,50.00,124,0,0,69.6,0,0,6.20,6.20,2,4,2.00,0,0,0
43,1973,1973-12-09,13,26.236,BAL,,MIA,W 16-3,*,5,8,62.50,35,1,0,112.0,0,0,4.38,6.88,2,5,2.50,0,0,0
44,1973,1973-12-16,14,26.243,BAL,,NWE,W 18-13,*,11,20,55.00,131,2,1,87.7,0,0,6.55,6.30,7,32,4.57,0,0,0
45,1974,1974-09-15,1,27.151,BAL,@,PIT,L 0-30,*,1,3,33.33,2,0,0,42.4,0,0,0.67,0.67,0,0,,0,0,0
46,1974,1974-09-22,2,27.158,BAL,,GNB,L 13-20,*,8,20,40.00,72,0,3,10.8,0,0,3.60,-3.15,1,4,4.00,0,0,0
47,1974,1974-09-29,3,27.165,BAL,@,PHI,L 10-30,*,17,26,65.38,142,0,1,63.3,0,0,5.46,3.73,1,2,2.00,0,0,0
48,1974,1974-10-06,4,27.172,BAL,@,NWE,L 3-42,,,,,,,,,,,,,,,,,,
49,1974,1974-10-13,5,27.179,BAL,,BUF,L 14-27,,,,,,,,,,,,,,,,,,
50,1974,1974-10-20,6,27.186,BAL,@,NYJ,W 35-20,,,,,,,,,,,,,,,,,,
51,1974,1974-10-27,7,27.193,BAL,@,MIA,L 7-17,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,0
52,1974,1974-11-03,8,27.200,BAL,,CIN,L 14-24,,10,14,71.43,83,0,0,86.3,0,0,5.93,5.93,4,30,7.50,0,0,0
53,1974,1974-11-10,9,27.207,BAL,,DEN,L 6-17,*,19,43,44.19,211,0,4,20.6,0,0,4.91,0.72,4,32,8.00,0,0,0
54,1974,1974-11-17,10,27.214,BAL,@,ATL,W 17-7,*,4,11,36.36,74,0,1,22.5,0,0,6.73,2.64,4,30,7.50,1,1,6
55,1974,1974-11-24,11,27.221,BAL,,NWE,L 17-27,*,18,33,54.55,219,0,2,49.9,0,0,6.64,3.91,8,47,5.88,1,1,6
56,1974,1974-12-01,12,27.228,BAL,@,BUF,L 0-6,,,,,,,,,,,,,,,,,,
57,1974,1974-12-08,13,27.235,BAL,,MIA,L 16-17,,,,,,,,,,,,,,,,,,
58,1974,1974-12-15,14,27.242,BAL,,NYJ,L 38-45,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
59,1975,1975-09-21,1,28.157,BAL,@,CHI,W 35-7,,,,,,,,,,,,,,,,,,
60,1975,1975-09-28,2,28.164,BAL,,OAK,L 20-31,,,,,,,,,,,,,,,,,,
61,1975,1975-10-05,3,28.171,BAL,@,RAM,L 13-24,,,,,,,,,,,,,,,,,,
62,1975,1975-10-12,4,28.178,BAL,,BUF,L 31-38,,,,,,,,,,,,,,,,,,
63,1975,1975-10-19,5,28.185,BAL,@,NWE,L 10-21,,,,,,,,,,,,,,,,,,
64,1975,1975-10-26,6,28.192,BAL,@,NYJ,W 45-28,,,,,,,,,,,,,,,,,,
