ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1991,1991-09-01,1,22.339,DET,@,WAS,L 0-45,,,,,,,,,
2,1991,1991-09-08,2,22.346,DET,,GNB,W 23-14,,,,,,,,,
3,1991,1991-09-15,3,22.353,DET,,MIA,W 17-13,,,,,,,,,
4,1991,1991-09-22,4,22.360,DET,@,IND,W 33-24,,,,,,,,,
5,1991,1991-09-29,5,23.002,DET,,TAM,W 31-3,,,,,,,,,
6,1991,1991-10-06,6,23.009,DET,,MIN,W 24-20,,,,,,,,,
7,1991,1991-10-20,7,23.023,DET,@,SFO,L 3-35,,,,,,,,,
8,1991,1991-10-27,8,23.030,DET,,DAL,W 34-10,,,,,,,,,
9,1991,1991-11-03,9,23.037,DET,@,CHI,L 10-20,,,,,,,,,
10,1991,1991-11-10,10,23.044,DET,@,TAM,L 21-30,,,,,,,,,
11,1991,1991-11-17,11,23.051,DET,,RAM,W 21-10,,,,,,,,,
12,1991,1991-11-24,12,23.058,DET,@,MIN,W 34-14,,,,,,,,,
13,1991,1991-11-28,13,23.062,DET,,CHI,W 16-6,,,,,,,,,
14,1991,1991-12-08,14,23.072,DET,,NYJ,W 34-20,,,,,,,,,
15,1991,1991-12-15,15,23.079,DET,@,GNB,W 21-17,,,,,,,,,
16,1991,1991-12-22,16,23.086,DET,@,BUF,W 17-14,,,,,,,,,
17,1992,1992-09-06,1,23.345,DET,@,CHI,L 24-27,,,,,,0.0%,,,
18,1992,1992-09-13,2,23.352,DET,,MIN,W 31-17,,,,,,0.0%,,,
19,1992,1992-09-20,3,23.359,DET,@,WAS,L 10-13,,,,,,0.0%,,,
20,1992,1992-09-27,4,24.000,DET,,TAM,L 23-27,,,,,,0.0%,,,
21,1992,1992-10-04,5,24.007,DET,,NOR,L 7-13,,,,,,0.0%,,,
22,1992,1992-10-25,7,24.028,DET,@,TAM,W 38-7,,,,,,0.0%,,,
23,1992,1992-11-01,8,24.035,DET,,GNB,L 13-27,,,,,,0.0%,,,
24,1992,1992-11-08,9,24.042,DET,,DAL,L 3-37,,,,,,0.0%,,,
25,1992,1992-11-15,10,24.049,DET,@,PIT,L 14-17,,,,,,0.0%,,,
26,1992,1992-11-22,11,24.056,DET,@,CIN,W 19-13,,,,,,0.0%,,,
27,1992,1992-11-26,12,24.060,DET,,HOU,L 21-24,,,,,,0.0%,,,
28,1992,1992-12-06,13,24.070,DET,@,GNB,L 10-38,,,,,,0.0%,,,
29,1992,1992-12-13,14,24.077,DET,,CLE,W 24-14,,,,,,0.0%,,,
30,1992,1992-12-20,15,24.084,DET,,CHI,W 16-3,,,,,,0.0%,,,
31,1992,1992-12-28,16,24.092,DET,@,SFO,L 6-24,,,,,,0.0%,,,
32,1993,1993-09-19,3,24.357,DET,@,NOR,L 3-14,,,,,,0.0%,,,
33,1994,1994-09-19,3,25.357,DET,@,DAL,W 20-17,,0,0,,0,0.0%,,,
34,1994,1994-09-25,4,25.363,DET,,NWE,L 17-23,,0,0,,0,0.0%,,,
35,1994,1994-10-23,7,26.026,DET,,CHI,W 21-16,,0,0,,0,0.0%,,,
36,1994,1994-10-30,8,26.033,DET,@,NYG,W 28-25,,0,0,,0,0.0%,,,
37,1994,1994-11-06,9,26.040,DET,@,GNB,L 30-38,,0,0,,0,0.0%,,,
38,1994,1994-11-13,10,26.047,DET,,TAM,W 14-9,,0,0,,0,0.0%,,,
39,1994,1994-11-24,12,26.058,DET,,BUF,W 35-21,,0,0,,0,0.0%,,,
40,1994,1994-12-04,13,26.068,DET,,GNB,W 34-31,1,1,1,1.00,1,100.0%,1.00,1,6
41,1994,1994-12-10,14,26.074,DET,@,NYJ,W 18-7,,0,0,,0,0.0%,,,
42,1994,1994-12-17,15,26.081,DET,,MIN,W 41-19,,0,0,,0,0.0%,,,
43,1994,1994-12-25,16,26.089,DET,@,MIA,L 20-27,,0,0,,0,0.0%,,,
44,1995,1995-09-17,3,26.355,DET,,ARI,L 17-20,,,,,,0.0%,,,
45,1995,1995-09-25,4,26.363,DET,,SFO,W 27-24,,,,,,0.0%,,,
46,1995,1995-10-08,5,27.011,DET,,CLE,W 38-20,,,,,,0.0%,,,
