ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-12,2,22.051,NWE,,NYJ,W 13-10,,10,3,56,18.67,1,30.0%,5.60,1,6,0.0,0,0
2,2013,2013-09-22,3,22.061,NWE,,TAM,W 23-3,*,10,7,52,7.43,0,70.0%,5.20,0,0,0.0,0,0
3,2013,2013-09-29,4,22.068,NWE,@,ATL,W 30-23,,3,1,10,10.00,0,33.3%,3.33,0,0,0.0,0,0
4,2013,2013-10-06,5,22.075,NWE,@,CIN,L 6-13,,4,2,49,24.50,0,50.0%,12.25,0,0,0.0,1,0
5,2013,2013-10-13,6,22.082,NWE,,NOR,W 30-27,*,10,6,63,10.50,0,60.0%,6.30,0,0,0.0,0,0
6,2013,2013-10-20,7,22.089,NWE,@,NYJ,L 27-30,*,7,3,34,11.33,0,42.9%,4.86,0,0,0.0,0,0
7,2013,2013-10-27,8,22.096,NWE,,MIA,W 27-17,*,5,4,60,15.00,1,80.0%,12.00,1,6,0.0,0,0
8,2013,2013-11-03,9,22.103,NWE,,PIT,W 55-31,*,9,5,130,26.00,2,55.6%,14.44,2,12,0.0,0,0
9,2013,2013-11-18,10,22.118,NWE,@,CAR,L 20-24,*,7,4,38,9.50,0,57.1%,5.43,0,0,0.0,0,0
10,2013,2013-11-24,11,22.124,NWE,,DEN,W 34-31,*,,,,,,0.0%,,,,,,
11,2013,2013-12-22,15,22.152,NWE,@,BAL,W 41-7,*,4,1,21,21.00,0,25.0%,5.25,0,0,0.0,0,0
12,2013,2013-12-29,16,22.159,NWE,,BUF,W 34-20,*,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,0,0
13,2014,2014-09-14,2,23.053,NWE,@,MIN,W 30-7,*,2,1,13,13.00,0,50.0%,6.50,0,0,0.0,0,0
14,2014,2014-10-05,5,23.074,NWE,,CIN,W 43-17,,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,0
15,2014,2014-10-12,6,23.081,NWE,@,BUF,W 37-22,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
16,2014,2014-11-30,12,23.130,NWE,@,GNB,L 21-26,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
17,2015,2015-09-10,1,24.049,NWE,,PIT,W 28-21,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
18,2015,2015-09-20,2,24.059,NWE,@,BUF,W 40-32,*,8,7,87,12.43,0,87.5%,10.88,0,0,0.0,0,0
19,2015,2015-09-27,3,24.066,NWE,,JAX,W 51-17,*,3,1,5,5.00,0,33.3%,1.67,0,0,0.0,0,0
20,2015,2015-10-25,6,24.094,NWE,,NYJ,W 30-23,,3,2,18,9.00,0,66.7%,6.00,0,0,0.0,0,0
21,2015,2015-10-29,7,24.098,NWE,,MIA,W 36-7,,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2015,2015-11-08,8,24.108,NWE,,WAS,W 27-10,,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2015,2015-11-15,9,24.115,NWE,@,NYG,W 27-26,,4,1,5,5.00,0,25.0%,1.25,0,0,0.0,0,0
24,2015,2015-11-23,10,24.123,NWE,,BUF,W 20-13,*,2,1,17,17.00,0,50.0%,8.50,0,0,0.0,0,0
