ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1962,1962-09-23,2,25.120,MIN,,BAL,L 7-34,,2,3,66.67,20,0,1,45.8,0,0,6.67,-8.33,0,0,,0,0,0,,0
2,1962,1962-09-30,3,25.127,MIN,@,SFO,L 7-21,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0
3,1962,1962-10-07,4,25.134,MIN,,CHI,L 0-13,,2,5,40.00,16,0,2,9.2,0,0,3.20,-14.80,1,4,4.00,0,0,0,,0
4,1962,1962-10-14,5,25.141,MIN,,GNB,L 21-48,,0,0,,0,0,0,,0,0,,,0,0,,0,4,124,31.00,0
5,1962,1962-10-21,6,25.148,MIN,@,RAM,W 38-14,,1,2,50.00,53,0,0,95.8,0,0,26.50,26.50,1,0,0.00,0,1,49,49.00,0
6,1962,1962-10-28,7,25.155,MIN,,PHI,W 31-21,,0,0,,0,0,0,,0,0,,,0,0,,0,2,88,44.00,0
7,1962,1962-11-04,8,25.162,MIN,@,PIT,L 31-39,,0,0,,0,0,0,,0,0,,,0,0,,0,6,229,38.17,0
8,1962,1962-11-11,9,25.169,MIN,@,CHI,L 30-31,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,7,238,34.00,0
9,1962,1962-11-18,10,25.176,MIN,,DET,L 6-17,,0,0,,0,0,0,,0,0,,,0,0,,0,7,281,40.14,0
10,1962,1962-11-25,11,25.183,MIN,,RAM,T 24-24,,0,0,,0,0,0,,0,0,,,0,0,,0,5,230,46.00,0
11,1962,1962-12-02,12,25.190,MIN,,SFO,L 12-35,,0,0,,0,0,0,,0,0,,,0,0,,0,6,261,43.50,0
12,1962,1962-12-09,13,25.197,MIN,@,DET,L 23-37,,0,0,,0,0,0,,0,0,,,0,0,,0,2,64,32.00,0
13,1962,1962-12-16,14,25.204,MIN,@,BAL,L 17-42,,2,6,33.33,15,0,0,42.4,0,0,2.50,2.50,0,0,,0,6,231,38.50,0
14,1963,1963-09-29,3,26.126,DEN,,BOS,W 14-10,,4,7,57.14,123,1,0,141.4,0,0,17.57,20.43,2,-2,-1.00,0,0,0,,0
15,1963,1963-10-06,4,26.133,DEN,,SDG,W 50-34,*,18,36,50.00,265,3,1,90.6,0,0,7.36,7.78,1,-3,-3.00,0,0,0,,0
16,1963,1963-10-13,5,26.140,DEN,,HOU,L 24-33,*,2,8,25.00,9,0,0,39.6,0,0,1.13,1.13,0,0,,0,0,0,,0
17,1963,1963-11-17,10,26.175,DEN,,NYJ,L 9-14,,2,11,18.18,13,0,0,39.6,0,0,1.18,1.18,0,0,,0,0,0,,0
18,1963,1963-11-28,11,26.186,DEN,,OAK,L 10-26,*,2,10,20.00,7,0,2,0.0,0,0,0.70,-8.30,0,0,,0,0,0,,0
19,1965,1965-09-24,3,28.121,DEN,@,BOS,W 27-10,,8,16,50.00,55,0,0,58.1,0,0,3.44,3.44,0,0,,0,0,0,,0
20,1965,1965-10-03,4,28.130,DEN,,NYJ,W 16-13,*,5,12,41.67,77,0,0,63.5,0,0,6.42,6.42,0,0,,0,1,45,45.00,0
21,1965,1965-10-10,5,28.137,DEN,,KAN,L 23-31,,7,16,43.75,65,0,0,55.5,0,0,4.06,4.06,0,0,,0,0,0,,0
22,1965,1965-10-17,6,28.144,DEN,,HOU,W 28-17,*,10,25,40.00,177,1,1,61.6,0,0,7.08,6.08,0,0,,0,0,0,,0
23,1965,1965-10-24,7,28.151,DEN,@,BUF,L 13-31,*,10,23,43.48,138,0,1,45.2,0,0,6.00,4.04,0,0,,0,0,0,,0
24,1965,1965-10-31,8,28.158,DEN,@,NYJ,L 10-45,,9,24,37.50,112,1,2,31.9,0,0,4.67,1.75,0,0,,0,0,0,,0
25,1965,1965-11-07,9,28.165,DEN,,SDG,L 21-35,,18,36,50.00,209,0,3,33.2,0,0,5.81,2.06,0,0,,0,0,0,,0
26,1965,1965-11-14,10,28.172,DEN,@,HOU,W 31-21,*,5,28,17.86,20,1,3,11.9,0,0,0.71,-3.39,0,0,,0,0,0,,0
27,1965,1965-11-21,11,28.179,DEN,,OAK,L 20-28,*,13,36,36.11,200,1,4,25.0,0,0,5.56,1.11,0,0,,0,0,0,,0
28,1965,1965-12-19,14,28.207,DEN,@,KAN,L 35-45,*,18,37,48.65,239,3,0,96.6,0,0,6.46,8.08,1,-2,-2.00,0,0,0,,0
29,1966,1966-09-03,1,29.100,DEN,@,HOU,L 7-45,,2,13,15.38,-1,0,0,39.6,0,0,-0.08,-0.08,1,-5,-5.00,0,0,0,,0
30,1966,1966-09-18,2,29.115,DEN,,BOS,L 10-24,*,10,25,40.00,120,1,3,29.2,0,0,4.80,0.20,1,2,2.00,0,0,0,,0
31,1966,1966-09-25,3,29.122,DEN,,NYJ,L 7-16,*,1,8,12.50,11,0,1,0.0,0,0,1.38,-4.25,0,0,,0,0,0,,0
32,1966,1966-10-02,4,29.129,DEN,,HOU,W 40-38,*,13,31,41.94,212,2,1,73.6,0,0,6.84,6.68,1,3,3.00,0,0,0,,0
33,1966,1966-10-08,5,29.135,DEN,@,KAN,L 10-37,*,10,29,34.48,136,0,1,36.0,0,0,4.69,3.14,0,0,,0,0,0,,0
34,1966,1966-10-16,6,29.143,DEN,@,MIA,L 7-24,*,9,25,36.00,90,0,4,7.5,0,0,3.60,-3.60,1,2,2.00,0,0,0,,0
35,1966,1966-10-30,8,29.157,DEN,@,SDG,L 17-24,,9,18,50.00,91,0,0,64.8,0,0,5.06,5.06,0,0,,0,0,0,,0
36,1966,1966-11-20,10,29.178,DEN,,OAK,L 3-17,,1,6,16.67,6,0,1,0.0,0,0,1.00,-6.50,0,0,,0,0,0,,0
37,1966,1966-11-27,11,29.185,DEN,,SDG,W 20-17,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0
38,1966,1966-12-18,14,29.206,DEN,@,BUF,L 21-38,,13,37,35.14,328,3,3,61.5,0,0,8.86,6.84,0,0,,0,0,0,,0
39,1968,1968-09-15,1,31.112,DEN,@,CIN,L 10-24,*,8,19,42.11,89,0,1,34.8,0,0,4.68,2.32,0,0,,0,0,0,,0
