ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1992,1992-09-13,2,23.155,NYG,,DAL,L 28-34,,,
2,1992,1992-10-25,7,23.197,NYG,,SEA,W 23-10,,,
3,1992,1992-11-01,8,23.204,NYG,@,WAS,W 24-7,,,
4,1992,1992-11-08,9,23.211,NYG,,GNB,W 27-7,,,
5,1992,1992-11-15,10,23.218,NYG,@,DEN,L 13-27,,,
6,1992,1992-11-22,11,23.225,NYG,,PHI,L 34-47,,,
7,1992,1992-11-26,12,23.229,NYG,@,DAL,L 3-30,,,
8,1992,1992-12-06,13,23.239,NYG,,WAS,L 10-28,,,
9,1992,1992-12-12,14,23.245,NYG,@,PHO,L 0-19,,,
10,1992,1992-12-19,15,23.252,NYG,,KAN,W 35-21,,,
11,1992,1992-12-27,16,23.260,NYG,@,PHI,L 10-20,,,
12,1993,1993-09-05,1,24.147,NYG,@,CHI,W 26-20,,,
13,1993,1993-09-12,2,24.154,NYG,,TAM,W 23-7,,,
14,1993,1993-09-19,3,24.161,NYG,,RAM,W 20-10,,,
15,1993,1993-10-03,4,24.175,NYG,@,BUF,L 14-17,,,
16,1993,1993-10-10,5,24.182,NYG,@,WAS,W 41-7,1,0,0
17,1993,1993-10-17,6,24.189,NYG,,PHI,W 21-10,,,
18,1993,1993-10-31,7,24.203,NYG,,NYJ,L 6-10,,,
19,1993,1993-11-07,8,24.210,NYG,@,DAL,L 9-31,,,
20,1993,1993-11-14,9,24.217,NYG,,WAS,W 20-6,,,
21,1993,1993-11-21,10,24.224,NYG,@,PHI,W 7-3,,,
22,1993,1993-11-28,11,24.231,NYG,,PHO,W 19-17,,,
23,1993,1993-12-05,12,24.238,NYG,@,MIA,W 19-14,,,
24,1993,1993-12-12,13,24.245,NYG,,IND,W 20-6,,,
25,1993,1993-12-20,14,24.253,NYG,@,NOR,W 24-14,,,
26,1993,1993-12-26,15,24.259,NYG,@,PHO,L 6-17,,,
27,1993,1994-01-02,16,24.266,NYG,,DAL,L 13-16,,,
28,1994,1994-09-04,1,25.146,NYG,,PHI,W 28-23,,,
29,1994,1994-09-11,2,25.153,NYG,@,ARI,W 20-17,,,
30,1994,1994-09-18,3,25.160,NYG,,WAS,W 31-23,,,
31,1994,1994-10-02,4,25.174,NYG,@,NOR,L 22-27,,,
32,1994,1994-10-10,5,25.182,NYG,,MIN,L 10-27,,,
33,1994,1994-10-16,6,25.188,NYG,@,RAM,L 10-17,,,
34,1994,1994-10-23,7,25.195,NYG,,PIT,L 6-10,,,
35,1994,1994-10-30,8,25.202,NYG,,DET,L 25-28,1,2,0
36,1994,1994-11-07,9,25.210,NYG,@,DAL,L 10-38,,,
37,1994,1994-11-13,10,25.216,NYG,,ARI,L 9-10,,,
38,1994,1994-11-21,11,25.224,NYG,@,HOU,W 13-10,,,
39,1994,1994-11-27,12,25.230,NYG,@,WAS,W 21-19,,,
40,1994,1994-12-04,13,25.237,NYG,@,CLE,W 16-13,1,1,0
41,1994,1994-12-11,14,25.244,NYG,,CIN,W 27-20,,,
42,1995,1995-09-04,1,26.146,NYG,,DAL,L 0-35,,,
43,1995,1995-09-10,2,26.152,NYG,@,KAN,L 17-20,,,
44,1995,1995-09-17,3,26.159,NYG,@,GNB,L 6-14,,,
45,1995,1995-09-24,4,26.166,NYG,,NOR,W 45-29,,,
46,1995,1995-10-01,5,26.173,NYG,@,SFO,L 6-20,,,
47,1995,1995-10-08,6,26.180,NYG,,ARI,W 27-21,,,
48,1995,1995-10-15,7,26.187,NYG,,PHI,L 14-17,,,
49,1995,1995-10-29,8,26.201,NYG,@,WAS,W 24-15,,,
50,1995,1995-11-05,9,26.208,NYG,@,SEA,L 28-30,,,
51,1995,1995-11-12,10,26.215,NYG,,OAK,L 13-17,,,
52,1995,1995-11-19,11,26.222,NYG,@,PHI,L 19-28,,,
53,1995,1995-11-26,12,26.229,NYG,,CHI,L 24-27,,,
54,1995,1995-11-30,13,26.233,NYG,@,ARI,W 10-6,,,
55,1995,1995-12-10,14,26.243,NYG,,WAS,W 20-13,,,
56,1995,1995-12-17,15,26.250,NYG,@,DAL,L 20-21,,,
57,1995,1995-12-23,16,26.256,NYG,,SDG,L 17-27,,,
58,1996,1996-09-01,1,27.143,NYG,,BUF,L 20-23,,,
59,1996,1996-09-08,2,27.150,NYG,@,DAL,L 0-27,,,
60,1996,1996-09-15,3,27.157,NYG,,WAS,L 10-31,,,
61,1996,1996-09-22,4,27.164,NYG,@,NYJ,W 13-6,,,
