ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,22.231,ARI,@,NYG,L 19-42,*,8,5,0.63,0,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
2,2005,2005-09-25,3,22.245,ARI,@,SEA,L 12-37,*,5,9,1.80,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
3,2005,2005-10-02,4,22.252,ARI,,SFO,W 31-14,,7,13,1.86,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
4,2005,2005-10-09,5,22.259,ARI,,CAR,L 20-24,,4,14,3.50,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
5,2005,2005-10-23,6,22.273,ARI,,TEN,W 20-10,,5,30,6.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
6,2005,2005-10-30,7,22.280,ARI,@,DAL,L 13-34,,4,5,1.25,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
7,2005,2005-11-06,8,22.287,ARI,,SEA,L 19-33,,5,40,8.00,0,4,4,22,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
8,2005,2005-11-13,9,22.294,ARI,@,DET,L 21-29,,8,24,3.00,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
9,2005,2005-11-20,10,22.301,ARI,@,STL,W 38-28,,11,45,4.09,1,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
10,2005,2005-11-27,11,22.308,ARI,,JAX,L 17-24,,6,39,6.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
