ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.154,HOU,@,RAM,W 27-20,3,134,44.67,1,0,0,,0,1,6,0.0,0,0,0
2,1981,1981-09-13,2,23.161,HOU,@,CLE,W 9-3,0,0,,0,0,0,,0,,,,,,
3,1981,1981-09-20,3,23.168,HOU,,MIA,L 10-16,0,0,,0,0,0,,0,,,,,,
4,1981,1981-09-27,4,23.175,HOU,@,NYJ,L 17-33,1,69,69.00,0,0,0,,0,0,0,0.0,0,0,0
5,1981,1981-10-04,5,23.182,HOU,,CIN,W 17-10,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
6,1981,1981-10-11,6,23.189,HOU,,SEA,W 35-17,0,0,,0,0,0,,0,,,,,,
7,1981,1981-10-18,7,23.196,HOU,@,NWE,L 10-38,5,113,22.60,0,0,0,,0,0,0,0.0,0,0,0
8,1981,1981-10-26,8,23.204,HOU,@,PIT,L 13-26,3,61,20.33,0,2,29,14.50,0,0,0,0.0,0,0,0
9,1981,1981-11-01,9,23.210,HOU,@,CIN,L 21-34,2,25,12.50,0,0,0,,0,0,0,0.0,0,0,0
10,1981,1981-11-08,10,23.217,HOU,,OAK,W 17-16,3,93,31.00,0,0,0,,0,0,0,0.0,0,0,0
11,1981,1981-11-15,11,23.224,HOU,@,KAN,L 10-23,3,43,14.33,0,0,0,,0,0,0,0.0,0,0,0
12,1981,1981-11-22,12,23.231,HOU,,NOR,L 24-27,5,109,21.80,0,0,0,,0,0,0,0.0,0,0,0
13,1981,1981-11-29,13,23.238,HOU,,ATL,L 27-31,2,21,10.50,0,0,0,,0,0,0,0.0,0,0,0
14,1981,1981-12-03,14,23.242,HOU,,CLE,W 17-13,1,28,28.00,0,0,0,,0,0,0,0.0,0,0,0
15,1981,1981-12-13,15,23.252,HOU,@,SFO,L 6-28,1,17,17.00,0,0,0,,0,0,0,0.0,0,0,0
16,1981,1981-12-20,16,23.259,HOU,,PIT,W 21-20,2,43,21.50,0,0,0,,0,0,0,0.0,0,0,0
17,1982,1982-09-12,1,24.160,HOU,@,CIN,L 6-27,0,0,,0,,,,,,,,,,
18,1982,1982-09-19,2,24.167,HOU,,SEA,W 23-21,0,0,,0,,,,,,,,,,
19,1982,1982-11-21,3,24.230,HOU,,PIT,L 10-24,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
20,1982,1982-11-28,4,24.237,HOU,@,NWE,L 21-29,3,50,16.67,0,0,0,,0,0,0,0.0,0,0,0
21,1982,1982-12-05,5,24.244,HOU,@,NYG,L 14-17,1,18,18.00,0,0,0,,0,0,0,0.0,0,0,0
22,1982,1982-12-13,6,24.252,HOU,,DAL,L 7-37,0,0,,0,,,,,,,,,,
23,1982,1982-12-19,7,24.258,HOU,@,PHI,L 14-35,0,0,,0,,,,,,,,,,
24,1982,1982-12-26,8,24.265,HOU,,CLE,L 14-20,0,0,,0,,,,,,,,,,
25,1982,1983-01-02,9,24.272,HOU,,CIN,L 27-35,0,0,,0,,,,,,,,,,
26,1983,1983-09-04,1,25.152,HOU,,GNB,L 38-41,0,0,,0,,,,,,,,,,
27,1983,1983-09-11,2,25.159,HOU,@,RAI,L 6-20,0,0,,0,0,0,,0,0,0,0.0,1,44,0
28,1983,1983-09-18,3,25.166,HOU,,PIT,L 28-40,0,0,,0,,,,,,,,,,
29,1983,1983-09-25,4,25.173,HOU,@,BUF,L 13-30,1,16,16.00,0,0,0,,0,0,0,0.0,1,0,0
30,1983,1983-10-02,5,25.180,HOU,@,PIT,L 10-17,0,0,,0,,,,,,,,,,
31,1983,1983-10-09,6,25.187,HOU,,DEN,L 14-26,0,0,,0,,,,,,,,,,
32,1983,1983-10-16,7,25.194,HOU,@,MIN,L 14-34,0,0,,0,,,,,,,,,,
33,1983,1983-10-23,8,25.201,HOU,,KAN,L 10-13,0,0,,0,,,,,,,,,,
34,1983,1983-10-30,9,25.208,HOU,@,CLE,L 19-25,0,0,,0,,,,,,,,,,
35,1983,1983-11-06,10,25.215,HOU,,CIN,L 14-55,0,0,,0,,,,,,,,,,
36,1983,1983-11-13,11,25.222,HOU,,DET,W 27-17,0,0,,0,0,0,,0,0,0,0.0,2,21,0
37,1983,1983-11-20,12,25.229,HOU,@,CIN,L 10-38,0,0,,0,,,,,,,,,,
38,1983,1983-11-27,13,25.236,HOU,@,TAM,L 24-33,0,0,,0,,,,,,,,,,
39,1983,1983-12-04,14,25.243,HOU,,MIA,L 17-24,0,0,,0,,,,,,,,,,
40,1983,1983-12-11,15,25.250,HOU,,CLE,W 34-27,0,0,,0,,,,,,,,,,
41,1983,1983-12-18,16,25.257,HOU,@,BAL,L 10-20,0,0,,0,0,0,,0,0,0,0.0,1,0,0
42,1984,1984-09-02,1,26.150,HOU,,RAI,L 14-24,,,,,,,,,,,,,,
43,1984,1984-09-09,2,26.157,HOU,,IND,L 21-35,,,,,,,,,,,,,,
44,1984,1984-09-16,3,26.164,HOU,@,SDG,L 14-31,,,,,,,,,,,,,,
45,1984,1984-09-23,4,26.171,HOU,@,ATL,L 10-42,,,,,,,,,,,,,,
46,1984,1984-09-30,5,26.178,HOU,,NOR,L 10-27,,,,,,,,,,,,,,
47,1984,1984-10-07,6,26.185,HOU,@,CIN,L 3-13,0,0,,0,0,0,,0,0,0,0.0,1,16,0
48,1984,1984-10-14,7,26.192,HOU,@,MIA,L 10-28,,,,,,,,,,,,,,
49,1984,1984-10-21,8,26.199,HOU,,SFO,L 21-34,,,,,,,,,,,,,,
50,1984,1984-10-28,9,26.206,HOU,,CIN,L 13-31,0,0,,0,0,0,,0,0,0,0.0,1,0,0
51,1984,1984-11-04,10,26.213,HOU,@,PIT,L 7-35,,,,,,,,,,,,,,
52,1984,1984-11-11,11,26.220,HOU,@,KAN,W 17-16,,,,,,,,,,,,,,
53,1984,1984-11-18,12,26.227,HOU,,NYJ,W 31-20,0,0,,0,0,0,,0,0,0,0.0,1,22,0
