ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1960,1960-09-10,1,25.018,LAC,,DTX,W 21-20,3,42,14.00,0
2,1960,1960-09-18,2,25.026,LAC,@,HOU,L 28-38,4,94,23.50,0
3,1960,1960-09-25,3,25.033,LAC,@,DTX,L 0-17,4,44,11.00,0
4,1960,1960-10-08,5,25.046,LAC,,BOS,L 0-35,5,65,13.00,0
5,1960,1960-10-16,6,25.054,LAC,@,DEN,W 23-19,2,22,11.00,0
6,1960,1960-10-28,7,25.066,LAC,@,BOS,W 45-16,4,72,18.00,0
7,1960,1960-11-04,8,25.073,LAC,@,NYT,W 21-7,4,72,18.00,0
8,1960,1960-11-13,9,25.082,LAC,,HOU,W 24-21,1,20,20.00,0
9,1961,1961-09-10,1,26.018,SDG,@,DTX,W 26-10,2,29,14.50,0
10,1961,1961-09-17,2,26.025,SDG,,OAK,W 44-0,2,54,27.00,0
11,1961,1961-10-15,6,26.053,SDG,@,NYT,W 25-10,1,28,28.00,0
12,1961,1961-10-22,7,26.060,SDG,@,OAK,W 41-10,3,23,7.67,0
13,1961,1961-10-29,8,26.067,SDG,,DEN,W 37-0,2,34,17.00,0
14,1961,1961-11-05,9,26.074,SDG,,NYT,W 48-13,1,14,14.00,0
