ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
13,2014,2014-12-07,13,22.048,CIN,,PIT,L 21-42,,8,46,5.75,0,4,3,21,7.00,0,75.0%,5.25,,0,0,0.0,1,0
14,2014,2014-12-14,14,22.055,CIN,@,CLE,W 30-0,*,25,148,5.92,2,1,1,4,4.00,0,100.0%,4.00,,2,12,0.0,0,0
15,2014,2014-12-22,15,22.063,CIN,,DEN,W 37-28,*,22,147,6.68,1,0,0,0,,0,0.0%,,,1,6,0.0,1,0
16,2014,2014-12-28,16,22.069,CIN,@,PIT,L 17-27,*,23,100,4.35,0,3,2,10,5.00,0,66.7%,3.33,,0,0,0.0,0,0
17,2015,2015-09-13,1,22.328,CIN,@,OAK,W 33-13,*,19,63,3.32,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0
18,2015,2015-09-20,2,22.335,CIN,,SDG,W 24-19,*,10,39,3.90,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
19,2015,2015-09-27,3,22.342,CIN,@,BAL,W 28-24,*,12,21,1.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
20,2015,2015-10-04,4,22.349,CIN,,KAN,W 36-21,*,9,40,4.44,3,0,0,0,,0,0.0%,,1,3,20,0.0,0,0
21,2015,2015-10-11,5,22.356,CIN,,SEA,W 27-24,*,8,13,1.63,0,2,1,12,12.00,0,50.0%,6.00,,0,0,0.0,0,0
22,2015,2015-10-18,6,22.363,CIN,@,BUF,W 34-21,*,16,56,3.50,0,1,1,13,13.00,1,100.0%,13.00,,1,6,0.0,0,0
23,2015,2015-11-01,7,23.012,CIN,@,PIT,W 16-10,*,15,60,4.00,0,1,1,8,8.00,0,100.0%,8.00,,0,0,0.0,0,0
24,2015,2015-11-05,8,23.016,CIN,,CLE,W 31-10,*,15,52,3.47,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0
25,2015,2015-11-16,9,23.027,CIN,,HOU,L 6-10,*,7,15,2.14,0,3,3,5,1.67,0,100.0%,1.67,,0,0,0.0,0,0
26,2015,2015-11-22,10,23.033,CIN,@,ARI,L 31-34,*,13,45,3.46,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0
27,2015,2015-11-29,11,23.040,CIN,,STL,W 31-7,*,16,86,5.38,0,1,1,14,14.00,0,100.0%,14.00,,0,0,0.0,0,0
28,2015,2015-12-06,12,23.047,CIN,@,CLE,W 37-3,*,22,98,4.45,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
29,2015,2015-12-13,13,23.054,CIN,,PIT,L 20-33,*,7,16,2.29,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0
30,2015,2015-12-20,14,23.061,CIN,@,SFO,W 24-14,,19,31,1.63,2,1,0,0,,0,0.0%,0.00,,2,12,0.0,0,0
31,2015,2015-12-28,15,23.069,CIN,@,DEN,L 17-20,*,19,63,3.32,0,2,2,-2,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0
32,2015,2016-01-03,16,23.075,CIN,,BAL,W 24-16,*,16,96,6.00,1,3,2,19,9.50,0,66.7%,6.33,,1,6,0.0,0,0
33,2016,2016-09-11,1,23.327,CIN,@,NYJ,W 23-22,*,9,31,3.44,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
34,2016,2016-09-18,2,23.334,CIN,@,PIT,L 16-24,*,11,22,2.00,0,5,3,37,12.33,0,60.0%,7.40,,0,0,0.0,0,0
35,2016,2016-09-25,3,23.341,CIN,,DEN,L 17-29,*,17,97,5.71,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0
36,2016,2016-09-29,4,23.345,CIN,,MIA,W 22-7,*,21,71,3.38,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
37,2016,2016-10-09,5,23.355,CIN,@,DAL,L 14-28,,4,12,3.00,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
38,2016,2016-10-16,6,23.362,CIN,@,NWE,L 17-35,,13,38,2.92,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0
39,2016,2016-10-23,7,24.003,CIN,,CLE,W 31-17,*,9,168,18.67,1,2,2,24,12.00,0,100.0%,12.00,,1,6,0.0,0,0
40,2016,2016-10-30,8,24.010,CIN,,WAS,T 27-27,*,20,76,3.80,1,1,1,-3,-3.00,0,100.0%,-3.00,,1,6,0.0,0,0
41,2016,2016-11-14,9,24.025,CIN,@,NYG,L 20-21,*,15,46,3.07,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
42,2016,2016-11-20,10,24.031,CIN,,BUF,L 12-16,*,16,62,3.88,0,2,2,1,0.50,0,100.0%,0.50,,0,0,0.0,0,0
43,2016,2016-11-27,11,24.038,CIN,@,BAL,L 14-19,*,12,21,1.75,0,6,6,61,10.17,0,100.0%,10.17,,0,0,0.0,0,0
44,2016,2016-12-04,12,24.045,CIN,,PHI,W 32-14,*,23,33,1.43,1,3,2,12,6.00,0,66.7%,4.00,,1,6,0.0,0,0
45,2016,2016-12-11,13,24.052,CIN,@,CLE,W 23-10,*,25,111,4.44,1,4,3,31,10.33,0,75.0%,7.75,,1,6,0.0,0,0
46,2016,2016-12-18,14,24.059,CIN,,PIT,L 20-24,*,20,43,2.15,1,1,1,8,8.00,0,100.0%,8.00,,1,6,0.0,0,0
47,2016,2016-12-24,15,24.065,CIN,@,HOU,L 10-12,*,7,8,1.14,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2017,2017-09-10,1,24.325,CIN,,BAL,L 0-20,*,6,26,4.33,0,1,1,-2,-2.00,0,100.0%,-2.00,,0,0,0.0,0,0
49,2017,2017-09-14,2,24.329,CIN,,HOU,L 9-13,*,6,17,2.83,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
50,2017,2017-09-24,3,24.339,CIN,@,GNB,L 24-27,*,7,23,3.29,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
51,2017,2017-10-01,4,24.346,CIN,@,CLE,W 31-7,*,6,16,2.67,0,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0
52,2017,2017-10-08,5,24.353,CIN,,BUF,W 20-16,*,4,16,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
53,2017,2017-10-22,6,25.002,CIN,@,PIT,L 14-29,*,4,7,1.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
54,2017,2017-10-29,7,25.009,CIN,,IND,W 24-23,*,4,11,2.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2018,2018-09-09,1,25.324,NWE,,HOU,W 27-20,,4,25,6.25,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0.0,0,0
