ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-10,1,22.182,CIN,@,BAL,L 13-44,,,,,,,0.0%,,,,,,,,,,
2,2012,2012-09-16,2,22.188,CIN,,CLE,W 34-27,,,,,,,0.0%,,,,,,,,,,
3,2012,2012-09-30,4,22.202,CIN,@,JAX,W 27-10,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
4,2012,2012-10-14,6,22.216,CIN,@,CLE,L 24-34,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,0.0,0,0
5,2012,2012-10-21,7,22.223,CIN,,PIT,L 17-24,,,,,,,0.0%,,,,,,,,,,
6,2012,2012-11-25,11,22.258,CIN,,OAK,W 34-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
7,2012,2012-12-02,12,22.265,CIN,@,SDG,W 20-13,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,0,0
8,2012,2012-12-09,13,22.272,CIN,,DAL,L 19-20,*,4,3,45,15.00,0,75.0%,11.25,1,37,37.00,0,0,0,0.0,0,0
9,2012,2012-12-13,14,22.276,CIN,@,PHI,W 34-13,*,4,0,0,,0,0.0%,0.00,1,10,10.00,0,0,0,0.0,0,0
10,2012,2012-12-23,15,22.286,CIN,@,PIT,W 13-10,*,7,5,65,13.00,0,71.4%,9.29,1,0,0.00,0,0,0,0.0,0,0
11,2012,2012-12-30,16,22.293,CIN,,BAL,W 23-17,*,8,5,45,9.00,1,62.5%,5.63,0,0,,0,1,6,0.0,0,0
12,2013,2013-09-08,1,23.180,CIN,@,CHI,L 21-24,,2,1,7,7.00,0,50.0%,3.50,1,14,14.00,0,0,0,0.0,0,0
13,2013,2013-09-16,2,23.188,CIN,,PIT,W 20-10,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,0.0,0,0
14,2013,2013-09-22,3,23.194,CIN,,GNB,W 34-30,,4,3,38,12.67,1,75.0%,9.50,0,0,,0,1,6,0.0,0,0
15,2013,2013-09-29,4,23.201,CIN,@,CLE,L 6-17,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
16,2013,2013-10-06,5,23.208,CIN,,NWE,W 13-6,,2,2,39,19.50,0,100.0%,19.50,1,8,8.00,0,0,0,0.0,1,1
17,2013,2013-10-13,6,23.215,CIN,@,BUF,W 27-24,,5,3,71,23.67,1,60.0%,14.20,1,34,34.00,0,1,6,0.0,1,0
