ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
81,1998,1998-12-06,13,30.031,WAS,,SDG,W 24-20,,3,3,100.0,1,1,100.0,0,6,3,113,37.67,0
82,1998,1998-12-13,14,30.038,WAS,@,CAR,W 28-25,,4,4,100.0,,,,0,4,,,,
83,1998,1998-12-19,15,30.044,WAS,,TAM,W 20-16,,2,2,100.0,2,2,100.0,0,8,0,0,,0
84,1998,1998-12-27,16,30.052,WAS,@,DAL,L 7-23,,1,1,100.0,,,,0,1,,,,
85,1999,1999-10-24,7,30.353,NYG,,NOR,W 31-3,,4,4,100.0,1,1,100.0,0,7,0,0,,0
86,1999,1999-10-31,8,30.360,NYG,@,PHI,W 23-17,,2,2,100.0,1,2,50.0,0,5,0,0,,0
87,1999,1999-11-14,9,31.009,NYG,,IND,L 19-27,,1,1,100.0,2,2,100.0,0,7,0,0,,0
88,1999,1999-11-21,10,31.016,NYG,@,WAS,L 13-23,,1,1,100.0,2,2,100.0,0,7,0,0,,0
89,1999,1999-11-28,11,31.023,NYG,,ARI,L 24-34,,3,3,100.0,1,1,100.0,0,6,0,0,,0
90,1999,1999-12-05,12,31.030,NYG,,NYJ,W 41-28,,5,5,100.0,2,2,100.0,0,11,0,0,,0
91,1999,1999-12-12,13,31.037,NYG,@,BUF,W 19-17,,1,1,100.0,4,4,100.0,0,13,0,0,,0
92,1999,1999-12-19,14,31.044,NYG,@,STL,L 10-31,,1,1,100.0,1,2,50.0,0,4,0,0,,0
93,1999,1999-12-26,15,31.051,NYG,,MIN,L 17-34,,,,,3,4,75.0,0,9,0,0,,0
94,1999,2000-01-02,16,31.058,NYG,@,DAL,L 18-26,,1,1,100.0,1,1,100.0,0,4,0,0,,0
95,2000,2000-09-03,1,31.303,ARI,@,NYG,L 16-21,,1,1,100.0,1,1,100.0,0,4,0,0,,0
96,2000,2000-09-10,2,31.310,ARI,,DAL,W 32-31,,2,2,100.0,4,4,100.0,0,14,0,0,,0
97,2000,2000-09-24,3,31.324,ARI,,GNB,L 3-29,,,,,1,1,100.0,0,3,0,0,,0
98,2000,2000-10-01,4,31.331,ARI,@,SFO,L 20-27,,2,2,100.0,2,3,66.7,0,8,0,0,,0
99,2000,2000-10-08,5,31.338,ARI,,CLE,W 29-21,,2,2,100.0,3,3,100.0,0,11,0,0,,0
100,2000,2000-10-15,6,31.345,ARI,,PHI,L 14-33,,2,2,100.0,,,,0,2,,,,
101,2000,2000-10-22,7,31.352,ARI,@,DAL,L 7-48,,1,1,100.0,,,,0,1,,,,
102,2000,2000-10-29,8,31.359,ARI,,NOR,L 10-21,,1,1,100.0,1,3,33.3,0,4,0,0,,0
103,2000,2000-11-05,9,32.000,ARI,,WAS,W 16-15,,1,1,100.0,1,2,50.0,0,4,0,0,,0
104,2000,2000-11-12,10,32.007,ARI,@,MIN,L 14-31,,2,2,100.0,,,,0,2,,,,
105,2000,2000-11-19,11,32.014,ARI,@,PHI,L 9-34,,,,,1,1,100.0,0,3,0,0,,0
106,2000,2000-11-26,12,32.021,ARI,,NYG,L 7-31,,1,1,100.0,,,,0,1,,,,
107,2000,2000-12-03,13,32.028,ARI,@,CIN,L 13-24,,1,2,50.0,,1,0.0,0,1,0,0,,0
108,2000,2000-12-10,14,32.035,ARI,@,JAX,L 10-44,,1,1,100.0,1,2,50.0,0,4,0,0,,0
109,2000,2000-12-17,15,32.042,ARI,,BAL,L 7-13,,1,1,100.0,,1,0.0,0,1,0,0,,0
110,2000,2000-12-24,16,32.049,ARI,@,WAS,L 3-20,,,,,1,1,100.0,0,3,0,0,,0
