ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1985,1985-09-08,1,22.006,CHI,,TAM,W 38-28,0,0,,0,3,26,8.67,0,0,0,0
2,1985,1985-09-15,2,22.013,CHI,,NWE,W 20-7,0,0,,0,4,43,10.75,0,0,0,0
3,1985,1985-09-19,3,22.017,CHI,@,MIN,W 33-24,0,0,,0,1,21,21.00,0,0,0,0
4,1985,1985-09-29,4,22.027,CHI,,WAS,W 45-10,0,0,,0,1,10,10.00,0,1,0,0
5,1985,1985-10-06,5,22.034,CHI,@,TAM,W 27-19,0,0,,0,1,5,5.00,0,0,0,0
6,1985,1985-10-13,6,22.041,CHI,@,SFO,W 26-10,0,0,,0,6,38,6.33,0,0,0,0
7,1985,1985-10-21,7,22.049,CHI,,GNB,W 23-7,0,0,,0,4,11,2.75,0,0,0,0
8,1985,1985-10-27,8,22.055,CHI,,MIN,W 27-9,0,0,,0,2,25,12.50,0,1,10,0
9,1985,1985-11-03,9,22.062,CHI,@,GNB,W 16-10,1,18,18.00,0,1,11,11.00,0,0,0,0
10,1985,1985-11-10,10,22.069,CHI,,DET,W 24-3,0,0,,0,0,0,,0,,,
11,1985,1985-11-17,11,22.076,CHI,@,DAL,W 44-0,0,0,,0,1,9,9.00,0,1,18,0
12,1985,1985-11-24,12,22.083,CHI,,ATL,W 36-0,0,0,,0,1,-1,-1.00,0,0,0,0
13,1985,1985-12-02,13,22.091,CHI,@,MIA,L 24-38,0,0,,0,0,0,,0,,,
14,1985,1985-12-08,14,22.097,CHI,,IND,W 17-10,0,0,,0,0,0,,0,,,
15,1985,1985-12-14,15,22.103,CHI,@,NYJ,W 19-6,0,0,,0,0,0,,0,,,
16,1985,1985-12-22,16,22.111,CHI,@,DET,W 37-17,0,0,,0,0,0,,0,,,
17,1986,1986-09-21,3,23.019,SDG,,WAS,L 27-30,,,,,,,,,,,
18,1986,1986-09-28,4,23.026,SDG,@,RAI,L 13-17,,,,,,,,,,,
19,1986,1986-10-06,5,23.034,SDG,@,SEA,L 7-33,,,,,,,,,,,
20,1986,1986-10-12,6,23.040,SDG,,DEN,L 14-31,,,,,,,,,,,
21,1986,1986-10-19,7,23.047,SDG,@,KAN,L 41-42,,,,,,,,,,,
22,1986,1986-10-26,8,23.054,SDG,@,PHI,L 7-23,,,,,,,,,,,
23,1986,1986-11-02,9,23.061,SDG,,KAN,L 23-24,,,,,,,,,,,
24,1986,1986-11-09,10,23.068,SDG,@,DEN,W 9-3,,,,,,,,,,,
25,1986,1986-11-16,11,23.075,SDG,,DAL,L 21-24,,,,,,,,,,,
26,1986,1986-11-20,12,23.079,SDG,,RAI,L 31-37,0,0,,0,0,0,,0,1,0,0
27,1986,1986-11-30,13,23.089,SDG,@,IND,W 17-3,,,,,,,,,,,
28,1986,1986-12-07,14,23.096,SDG,,HOU,W 27-0,,,,,,,,,,,
29,1986,1986-12-14,15,23.103,SDG,,SEA,L 24-34,,,,,,,,,,,
30,1986,1986-12-21,16,23.110,SDG,@,CLE,L 17-47,,,,,,,,,,,
