ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-10-07,4,22.351,NOR,,CAR,L 13-16,,,,,,,,,,,
2,2007,2007-10-14,5,22.358,NOR,@,SEA,W 28-17,,,,,,,,,,,
3,2007,2007-11-04,8,23.014,NOR,,JAX,W 41-24,,,,,,,,,,,
4,2007,2007-11-11,9,23.021,NOR,,STL,L 29-37,,,,,,,,,,,
5,2007,2007-11-18,10,23.028,NOR,@,HOU,L 10-23,,,,,,,,,,,
6,2007,2007-11-25,11,23.035,NOR,@,CAR,W 31-6,,,,,,,,,,,
7,2007,2007-12-02,12,23.042,NOR,,TAM,L 23-27,,,,,,,,,,,
8,2007,2007-12-10,13,23.050,NOR,@,ATL,W 34-14,,,,,,,,,,,
9,2007,2007-12-16,14,23.056,NOR,,ARI,W 31-24,,,,,,,,,,,
10,2007,2007-12-30,16,23.070,NOR,@,CHI,L 25-33,,,,,,,,,,,
11,2008,2008-09-07,1,23.322,NOR,,TAM,W 24-20,,0,0,,0,0.0,0,0,0,0,0
12,2008,2008-09-14,2,23.329,NOR,@,WAS,L 24-29,,,,,,,,,,,
13,2008,2008-09-21,3,23.336,NOR,@,DEN,L 32-34,,0,0,,0,0.0,0,0,0,0,0
14,2008,2008-09-28,4,23.343,NOR,,SFO,W 31-17,,,,,,,,,,,
15,2008,2008-10-06,5,23.351,NOR,,MIN,L 27-30,,,,,,,,,,,
16,2008,2008-10-12,6,23.357,NOR,,OAK,W 34-3,,,,,,,,,,,
17,2008,2008-10-19,7,23.364,NOR,@,CAR,L 7-30,,,,,,,,,,,
18,2008,2008-10-26,8,24.005,NOR,,SDG,W 37-32,,,,,,,,,,,
19,2008,2008-11-09,9,24.019,NOR,@,ATL,L 20-34,,0,0,,0,0.0,0,1,0,0,0
20,2008,2008-11-16,10,24.026,NOR,@,KAN,W 30-20,,0,0,,0,0.0,0,1,0,0,0
21,2008,2008-11-24,11,24.034,NOR,,GNB,W 51-29,,,,,,,,,,,
22,2008,2008-12-07,13,24.047,NOR,,ATL,W 29-25,,0,0,,0,0.0,0,0,0,0,0
23,2008,2008-12-11,14,24.051,NOR,@,CHI,L 24-27,,,,,,,,,,,
24,2008,2008-12-21,15,24.061,NOR,@,DET,W 42-7,,0,0,,0,0.0,0,0,0,0,0
25,2008,2008-12-28,16,24.068,NOR,,CAR,L 31-33,,0,0,,0,0.0,0,0,0,0,0
26,2009,2009-09-13,1,24.327,NOR,,DET,W 45-27,*,0,0,,0,0.0,0,0,0,0,0
27,2009,2009-09-20,2,24.334,NOR,@,PHI,W 48-22,,,,,,,,,,,
28,2009,2009-09-27,3,24.341,NOR,@,BUF,W 27-7,,0,0,,0,0.0,2,3,0,0,0
29,2009,2009-10-04,4,24.348,NOR,,NYJ,W 24-10,,,,,,,,,,,
30,2009,2009-10-18,5,24.362,NOR,,NYG,W 48-27,,0,0,,0,0.0,2,0,0,0,0
31,2009,2009-10-25,6,25.004,NOR,@,MIA,W 46-34,,0,0,,0,0.0,0,0,0,0,0
32,2009,2009-11-02,7,25.012,NOR,,ATL,W 35-27,,0,0,,0,0.0,2,0,0,0,0
33,2009,2009-11-08,8,25.018,NOR,,CAR,W 30-20,,0,0,,0,0.0,2,0,0,0,0
34,2009,2009-11-15,9,25.025,NOR,@,STL,W 28-23,,0,0,,0,0.0,2,0,0,0,0
35,2009,2009-11-22,10,25.032,NOR,@,TAM,W 38-7,,,,,,,,,,,
36,2009,2009-11-30,11,25.040,NOR,,NWE,W 38-17,,,,,,,,,,,
37,2009,2009-12-19,14,25.059,NOR,,DAL,L 17-24,,0,0,,0,0.0,0,0,0,0,0
38,2009,2009-12-27,15,25.067,NOR,,TAM,L 17-20,,0,0,,0,0.0,1,1,0,0,0
39,2009,2010-01-03,16,25.074,NOR,@,CAR,L 10-23,*,0,0,,0,0.0,5,0,0,0,0
40,2010,2010-09-09,1,25.323,NOR,,MIN,W 14-9,,0,0,,0,0.0,3,1,0,0,0
41,2010,2010-09-20,2,25.334,NOR,@,SFO,W 25-22,,0,0,,0,0.0,0,0,0,0,0
42,2010,2010-09-26,3,25.340,NOR,,ATL,L 24-27,,0,0,,0,0.0,2,1,0,0,0
43,2010,2010-10-03,4,25.347,NOR,,CAR,W 16-14,,0,0,,0,0.0,1,0,0,0,0
44,2010,2010-10-10,5,25.354,NOR,@,ARI,L 20-30,,0,0,,0,0.0,2,0,0,0,0
45,2010,2010-10-17,6,25.361,NOR,@,TAM,W 31-6,,0,0,,0,0.0,4,1,0,0,0
46,2010,2010-10-24,7,26.003,NOR,,CLE,L 17-30,,0,0,,0,0.0,2,0,0,0,0
47,2010,2010-10-31,8,26.010,NOR,,PIT,W 20-10,,0,0,,0,0.0,2,0,0,0,0
48,2010,2010-11-07,9,26.017,NOR,@,CAR,W 34-3,,0,0,,0,0.0,0,2,0,0,0
49,2010,2010-11-21,10,26.031,NOR,,SEA,W 34-19,,,,,,,,,,,
50,2010,2010-11-25,11,26.035,NOR,@,DAL,W 30-27,,0,0,,0,0.0,2,0,0,0,0
51,2010,2010-12-05,12,26.045,NOR,@,CIN,W 34-30,,0,0,,0,0.0,0,1,0,0,0
52,2010,2010-12-12,13,26.052,NOR,,STL,W 31-13,,0,0,,0,0.0,2,0,0,0,0
53,2010,2010-12-19,14,26.059,NOR,@,BAL,L 24-30,,,,,,,,,,,
54,2010,2010-12-27,15,26.067,NOR,@,ATL,W 17-14,,0,0,,0,0.0,1,1,0,0,0
55,2010,2011-01-02,16,26.073,NOR,,TAM,L 13-23,,0,0,,0,0.0,0,1,0,0,0
56,2011,2011-09-12,1,26.326,MIA,,NWE,L 24-38,,,,,,,,,,,
57,2011,2011-09-18,2,26.332,MIA,,HOU,L 13-23,,0,0,,0,0.0,1,0,0,0,0
58,2011,2011-09-25,3,26.339,MIA,@,CLE,L 16-17,,,,,,,,,,,
59,2011,2011-10-02,4,26.346,MIA,@,SDG,L 16-26,,0,0,,0,1.0,3,0,0,0,0
60,2011,2011-10-17,5,26.361,MIA,@,NYJ,L 6-24,,0,0,,0,0.0,3,0,0,0,0
61,2011,2011-10-23,6,27.002,MIA,,DEN,L 15-18,,,,,,,,,,,
62,2011,2011-10-30,7,27.009,MIA,@,NYG,L 17-20,,0,0,,0,0.0,0,0,0,0,0
63,2011,2011-11-06,8,27.016,MIA,@,KAN,W 31-3,,0,0,,0,0.0,2,0,0,0,0
64,2011,2011-11-13,9,27.023,MIA,,WAS,W 20-9,,0,0,,0,0.0,0,0,0,0,0
65,2011,2011-11-20,10,27.030,MIA,,BUF,W 35-8,,0,0,,0,0.0,0,0,0,0,0
66,2011,2011-11-24,11,27.034,MIA,@,DAL,L 19-20,,0,0,,0,0.0,1,0,0,0,0
67,2011,2011-12-04,12,27.044,MIA,,OAK,W 34-14,,0,0,,0,0.0,1,1,0,0,0
68,2011,2011-12-11,13,27.051,MIA,,PHI,L 10-26,,,,,,,,,,,
69,2011,2011-12-18,14,27.058,MIA,@,BUF,W 30-23,,0,0,,0,0.0,0,1,0,0,0
70,2011,2011-12-24,15,27.064,MIA,@,NWE,L 24-27,,0,0,,0,0.0,1,1,0,0,0
71,2011,2012-01-01,16,27.072,MIA,,NYJ,W 19-17,,0,0,,0,0.0,3,2,1,55,0
72,2012,2012-09-23,3,27.338,MIN,,SFO,W 24-13,*,0,0,,0,0.0,1,0,0,0,0
73,2012,2012-09-30,4,27.345,MIN,@,DET,W 20-13,,0,0,,0,0.0,1,0,0,0,0
74,2012,2012-10-21,7,28.000,MIN,,ARI,W 21-14,,,,,,,,,,,
75,2012,2012-10-25,8,28.004,MIN,,TAM,L 17-36,,,,,,,,,,,
