ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2000,2000-11-12,10,22.319,MIN,,ARI,W 31-14,
2,2001,2001-10-14,5,23.289,MIN,,DET,W 31-26,
3,2001,2001-10-21,6,23.296,MIN,,GNB,W 35-13,
4,2001,2001-11-11,8,23.317,MIN,@,PHI,L 17-48,
5,2001,2001-11-25,10,23.331,MIN,,CHI,L 6-13,
6,2001,2001-12-02,11,23.338,MIN,@,PIT,L 16-21,
7,2001,2001-12-09,12,23.345,MIN,,TEN,W 42-24,
8,2001,2001-12-16,13,23.352,MIN,@,DET,L 24-27,
9,2001,2001-12-23,14,23.359,MIN,,JAX,L 3-33,
10,2001,2001-12-30,15,24.001,MIN,@,GNB,L 13-24,
11,2001,2002-01-07,16,24.009,MIN,@,BAL,L 3-19,
12,2002,2002-09-08,1,24.253,MIN,@,CHI,L 23-27,
13,2002,2002-09-29,4,24.274,MIN,@,SEA,L 23-48,
14,2002,2002-10-13,5,24.288,MIN,,DET,W 31-24,*
15,2002,2002-12-21,15,24.357,MIN,,MIA,W 20-17,
16,2002,2002-12-29,16,25.000,MIN,@,DET,W 38-36,
