ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1999,1999-09-12,1,24.282,OAK,@,GNB,L 24-28,,
2,1999,1999-10-24,7,24.324,OAK,,NYJ,W 24-23,,
3,1999,1999-11-14,9,24.345,OAK,,SDG,W 28-9,*,
4,1999,1999-11-22,10,24.353,OAK,@,DEN,L 21-27,*,
5,1999,1999-11-28,11,24.359,OAK,,KAN,L 34-37,*,1.0
6,1999,1999-12-05,12,25.001,OAK,,SEA,W 30-21,*,
7,1999,1999-12-09,13,25.005,OAK,@,TEN,L 14-21,*,
8,1999,1999-12-19,14,25.015,OAK,,TAM,W 45-0,,
9,1999,1999-12-26,15,25.022,OAK,@,SDG,L 20-23,,
10,1999,2000-01-02,16,25.029,OAK,@,KAN,W 41-38,,
11,2000,2000-12-11,14,26.007,IND,,BUF,W 44-20,,
12,2000,2000-12-17,15,26.013,IND,@,MIA,W 20-13,,
13,2000,2000-12-24,16,26.020,IND,,MIN,W 31-10,,
14,2001,2001-09-09,1,26.279,IND,@,NYJ,W 45-24,,
15,2001,2001-09-23,2,26.293,IND,,BUF,W 42-26,,
16,2001,2001-09-30,3,26.300,IND,@,NWE,L 13-44,,
17,2001,2001-10-14,4,26.314,IND,,OAK,L 18-23,,
18,2001,2001-10-21,5,26.321,IND,,NWE,L 17-38,,
19,2001,2001-10-25,6,26.325,IND,@,KAN,W 35-28,,
20,2001,2001-11-04,7,26.335,IND,@,BUF,W 30-14,,
21,2001,2001-11-11,8,26.342,IND,,MIA,L 24-27,,
22,2001,2001-11-18,9,26.349,IND,@,NOR,L 20-34,,
23,2001,2001-11-25,10,26.356,IND,,SFO,L 21-40,,
24,2001,2001-12-02,11,26.363,IND,@,BAL,L 27-39,,
25,2001,2001-12-10,12,27.006,IND,@,MIA,L 6-41,,
26,2001,2001-12-16,13,27.012,IND,,ATL,W 41-27,*,
27,2001,2001-12-23,14,27.019,IND,,NYJ,L 28-29,,
28,2001,2001-12-30,15,27.026,IND,@,STL,L 17-42,,
29,2001,2002-01-06,16,27.033,IND,,DEN,W 29-10,*,1.0
30,2002,2002-09-08,1,27.278,IND,@,JAX,W 28-25,,
31,2002,2002-09-15,2,27.285,IND,,MIA,L 13-21,,
32,2002,2002-09-22,3,27.292,IND,@,HOU,W 23-3,,
33,2002,2002-10-06,4,27.306,IND,,CIN,W 28-21,,
34,2002,2002-10-13,5,27.313,IND,,BAL,W 22-20,,
35,2002,2002-10-21,6,27.321,IND,@,PIT,L 10-28,,
36,2002,2002-10-27,7,27.327,IND,@,WAS,L 21-26,,
37,2002,2002-11-03,8,27.334,IND,,TEN,L 15-23,,
38,2002,2002-11-10,9,27.341,IND,@,PHI,W 35-13,,
39,2002,2002-11-17,10,27.348,IND,,DAL,W 20-3,,
40,2002,2002-11-24,11,27.355,IND,@,DEN,W 23-20,,
41,2002,2002-12-01,12,27.362,IND,,HOU,W 19-3,,
42,2002,2002-12-08,13,28.004,IND,@,TEN,L 17-27,,
43,2002,2002-12-15,14,28.011,IND,@,CLE,W 28-23,,
44,2002,2002-12-22,15,28.018,IND,,NYG,L 27-44,,
45,2002,2002-12-29,16,28.025,IND,,JAX,W 20-13,*,
