ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
27,2014,2014-11-23,11,25.353,CHI,,TAM,W 21-13,*,,0,0,,0,0.0%,,0.0,1,0
28,2014,2014-11-27,12,25.357,CHI,@,DET,L 17-34,*,,,,,,0.0%,,,,
29,2014,2014-12-04,13,25.364,CHI,,DAL,L 28-41,*,0,0,0,,0,0.0%,,0.0,1,0
30,2014,2014-12-15,14,26.010,CHI,,NOR,L 15-31,*,,,,,,0.0%,,,,
31,2014,2014-12-28,16,26.023,CHI,@,MIN,L 9-13,*,,,,,,0.0%,,,,
32,2015,2015-09-13,1,26.282,CHI,,GNB,L 23-31,*,0,0,0,,0,0.0%,,0.0,0,0
33,2015,2015-09-20,2,26.289,CHI,,ARI,L 23-48,*,0,0,0,,0,0.0%,,0.0,0,0
34,2015,2015-09-27,3,26.296,CHI,@,SEA,L 0-26,*,0,0,0,,0,0.0%,,0.0,0,0
35,2015,2015-10-04,4,26.303,CHI,,OAK,W 22-20,*,0,0,0,,0,0.0%,,0.0,0,0
36,2015,2015-10-11,5,26.310,CHI,@,KAN,W 18-17,*,0,0,0,,0,0.0%,,0.0,0,0
37,2015,2015-10-18,6,26.317,CHI,@,DET,L 34-37,*,0,0,0,,0,0.0%,,0.0,0,0
38,2015,2015-11-01,7,26.331,CHI,,MIN,L 20-23,*,0,0,0,,0,0.0%,,0.0,0,0
39,2015,2015-11-09,8,26.339,CHI,@,SDG,W 22-19,*,0,0,0,,0,0.0%,,0.0,0,0
40,2015,2015-11-15,9,26.345,CHI,@,STL,W 37-13,*,0,0,0,,0,0.0%,,0.0,0,0
41,2015,2015-11-22,10,26.352,CHI,,DEN,L 15-17,*,0,0,0,,0,0.0%,,0.0,0,0
42,2015,2015-11-26,11,26.356,CHI,@,GNB,W 17-13,*,0,0,0,,0,0.0%,,0.0,0,0
43,2015,2015-12-06,12,27.001,CHI,,SFO,L 20-26,*,0,0,0,,0,0.0%,,0.0,0,0
44,2015,2015-12-13,13,27.008,CHI,,WAS,L 21-24,*,0,0,0,,0,0.0%,,0.0,0,0
45,2015,2015-12-20,14,27.015,CHI,@,MIN,L 17-38,*,0,0,0,,0,0.0%,,0.0,0,0
46,2015,2015-12-27,15,27.022,CHI,@,TAM,W 26-21,*,0,0,0,,0,0.0%,,0.0,0,0
47,2015,2016-01-03,16,27.029,CHI,,DET,L 20-24,*,0,0,0,,0,0.0%,,0.0,0,0
48,2016,2016-09-11,1,27.281,CHI,@,HOU,L 14-23,*,0,0,0,,0,0.0%,,0.0,0,0
49,2016,2016-09-19,2,27.289,CHI,,PHI,L 14-29,*,0,0,0,,0,0.0%,,0.0,0,0
50,2016,2016-09-25,3,27.295,CHI,@,DAL,L 17-31,*,0,0,0,,0,0.0%,,0.0,0,0
51,2016,2016-10-02,4,27.302,CHI,,DET,W 17-14,*,0,0,0,,0,0.0%,,0.0,0,0
52,2016,2016-10-09,5,27.309,CHI,@,IND,L 23-29,*,0,0,0,,0,0.0%,,0.0,0,0
53,2016,2016-10-16,6,27.316,CHI,,JAX,L 16-17,*,0,0,0,,0,0.0%,,0.0,0,0
54,2016,2016-10-20,7,27.320,CHI,@,GNB,L 10-26,*,0,0,0,,0,0.0%,,0.0,0,0
55,2016,2016-11-13,9,27.344,CHI,@,TAM,L 10-36,*,0,0,0,,0,0.0%,,0.0,0,0
56,2017,2017-09-24,3,28.293,CHI,,PIT,W 23-17,*,0,0,0,,0,0.0%,,0.0,0,0
57,2017,2017-09-28,4,28.297,CHI,@,GNB,L 14-35,*,0,0,0,,0,0.0%,,0.0,0,0
58,2017,2017-10-09,5,28.308,CHI,,MIN,L 17-20,*,0,0,0,,0,0.0%,,0.0,0,0
59,2017,2017-10-15,6,28.314,CHI,@,BAL,W 27-24,*,0,0,0,,0,0.0%,,0.0,0,0
60,2017,2017-10-22,7,28.321,CHI,,CAR,W 17-3,*,0,0,0,,0,0.0%,,0.0,0,0
61,2017,2017-10-29,8,28.328,CHI,@,NOR,L 12-20,*,0,0,0,,0,0.0%,,0.0,0,0
62,2017,2017-11-12,9,28.342,CHI,,GNB,L 16-23,,0,0,0,,0,0.0%,,0.0,0,0
63,2017,2017-11-19,10,28.349,CHI,,DET,L 24-27,*,0,0,0,,0,0.0%,,0.0,0,0
64,2017,2017-11-26,11,28.356,CHI,@,PHI,L 3-31,*,0,0,0,,0,0.0%,,0.0,0,0
65,2017,2017-12-03,12,28.363,CHI,,SFO,L 14-15,*,0,0,0,,0,0.0%,,0.0,0,0
66,2018,2018-09-09,1,29.278,CHI,@,GNB,L 23-24,*,0,0,0,,0,0.0%,,0.0,0,0
67,2018,2018-09-17,2,29.286,CHI,,SEA,W 24-17,*,0,0,0,,0,0.0%,,0.0,0,0
68,2018,2018-09-23,3,29.292,CHI,@,ARI,W 16-14,*,0,0,0,,0,0.0%,,0.0,0,0
