ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,24.277,CHI,,CIN,W 24-21,*,,,,,,0.0%,,,,
2,2013,2013-09-15,2,24.284,CHI,,MIN,W 31-30,*,,,,,,0.0%,,,,
3,2013,2013-09-22,3,24.291,CHI,@,PIT,W 40-23,*,,,,,,0.0%,,,,
4,2013,2013-09-29,4,24.298,CHI,@,DET,L 32-40,*,0,,,,,0.0%,,,,
5,2013,2013-10-06,5,24.305,CHI,,NOR,L 18-26,*,0,,,,,0.0%,,,,
6,2013,2013-10-10,6,24.309,CHI,,NYG,W 27-21,*,,,,,,0.0%,,,,
7,2013,2013-10-20,7,24.319,CHI,@,WAS,L 41-45,*,,,,,,0.0%,,,,
8,2013,2013-11-04,8,24.334,CHI,@,GNB,W 27-20,*,,,,,,0.0%,,,,
9,2013,2013-11-10,9,24.340,CHI,,DET,L 19-21,*,,,,,,0.0%,,,,
10,2013,2013-11-17,10,24.347,CHI,,BAL,W 23-20,*,,,,,,0.0%,,,,
11,2013,2013-11-24,11,24.354,CHI,@,STL,L 21-42,*,0,,,,,0.0%,,,,
12,2013,2013-12-01,12,24.361,CHI,@,MIN,L 20-23,*,1,1,-1,-1.00,0,100.0%,-1.00,0.0,0,0
13,2013,2013-12-09,13,25.004,CHI,,DAL,W 45-28,*,,,,,,0.0%,,,,
14,2013,2013-12-15,14,25.010,CHI,@,CLE,W 38-31,*,,,,,,0.0%,,,,
15,2013,2013-12-22,15,25.017,CHI,@,PHI,L 11-54,*,,,,,,0.0%,,,,
16,2013,2013-12-29,16,25.024,CHI,,GNB,L 28-33,*,,,,,,0.0%,,,,
17,2014,2014-09-07,1,25.276,CHI,,BUF,L 20-23,*,,,,,,0.0%,,,,
18,2014,2014-09-14,2,25.283,CHI,@,SFO,W 28-20,*,,,,,,0.0%,,,,
19,2014,2014-09-22,3,25.291,CHI,@,NYJ,W 27-19,*,,,,,,0.0%,,,,
20,2014,2014-09-28,4,25.297,CHI,,GNB,L 17-38,*,0,,,,,0.0%,,,,
21,2014,2014-10-05,5,25.304,CHI,@,CAR,L 24-31,*,0,0,0,,0,0.0%,,0.0,1,0
22,2014,2014-10-12,6,25.311,CHI,@,ATL,W 27-13,*,,,,,,0.0%,,,,
23,2014,2014-10-19,7,25.318,CHI,,MIA,L 14-27,*,,0,0,,0,0.0%,,0.0,1,0
24,2014,2014-10-26,8,25.325,CHI,@,NWE,L 23-51,*,0,,,,,0.0%,,,,
25,2014,2014-11-09,9,25.339,CHI,@,GNB,L 14-55,*,0,,,,,0.0%,,,,
26,2014,2014-11-16,10,25.346,CHI,,MIN,W 21-13,*,0,,,,,0.0%,,,,
