ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-12-10,13,24.236,SDG,,DEN,W 48-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
2,2006,2006-12-17,14,24.243,SDG,,KAN,W 20-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
3,2006,2006-12-24,15,24.250,SDG,@,SEA,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
4,2006,2006-12-31,16,24.257,SDG,,ARI,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
5,2007,2007-09-09,1,25.144,MIA,@,WAS,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,2007,2007-09-16,2,25.151,MIA,,DAL,L 20-37,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,2007,2007-09-23,3,25.158,MIA,@,NYJ,L 28-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
8,2007,2007-09-30,4,25.165,MIA,,OAK,L 17-35,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
9,2007,2007-10-07,5,25.172,MIA,@,HOU,L 19-22,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
10,2007,2007-10-21,7,25.186,MIA,,NWE,L 28-49,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2007,2007-10-28,8,25.193,MIA,,NYG,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2007,2007-11-11,9,25.207,MIA,,BUF,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,2007,2007-11-18,10,25.214,MIA,@,PHI,L 7-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
14,2007,2007-11-26,11,25.222,MIA,@,PIT,L 0-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
15,2007,2007-12-02,12,25.228,MIA,,NYJ,L 13-40,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
16,2007,2007-12-09,13,25.235,MIA,@,BUF,L 17-38,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
17,2007,2007-12-16,14,25.242,MIA,,BAL,W 22-16,,3,3,109,36.33,1,100.0%,36.33,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
18,2007,2007-12-23,15,25.249,MIA,@,NWE,L 7-28,,3,2,26,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
19,2007,2007-12-30,16,25.256,MIA,,CIN,L 25-38,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,3,,0,0,,,0,0,0,0.0,,
20,2008,2008-09-07,1,26.142,MIA,,NYJ,L 14-20,*,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2008,2008-09-14,2,26.149,MIA,@,ARI,L 10-31,*,8,4,49,12.25,0,50.0%,6.13,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2008,2008-09-21,3,26.156,MIA,@,NWE,W 38-13,*,5,4,60,15.00,0,80.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2008,2008-10-05,4,26.170,MIA,,SDG,W 17-10,*,8,6,68,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
24,2008,2008-10-12,5,26.177,MIA,@,HOU,L 28-29,*,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
25,2008,2008-10-19,6,26.184,MIA,,BAL,L 13-27,*,11,6,74,12.33,0,54.5%,6.73,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2008,2008-10-26,7,26.191,MIA,,BUF,W 25-16,*,8,5,35,7.00,0,62.5%,4.38,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2008,2008-11-02,8,26.198,MIA,@,DEN,W 26-17,*,15,11,111,10.09,0,73.3%,7.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2008,2008-11-09,9,26.205,MIA,,SEA,W 21-19,*,7,4,21,5.25,0,57.1%,3.00,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2008,2008-11-16,10,26.212,MIA,,OAK,W 17-15,*,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2008,2008-11-23,11,26.219,MIA,,NWE,L 28-48,*,7,6,75,12.50,1,85.7%,10.71,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
31,2009,2009-09-13,1,27.148,MIA,@,ATL,L 7-19,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
32,2009,2009-09-21,2,27.156,MIA,,IND,L 23-27,*,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2009,2009-09-27,3,27.162,MIA,@,SDG,L 13-23,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2009,2009-10-04,4,27.169,MIA,,BUF,W 38-10,*,5,4,42,10.50,0,80.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2009,2009-10-12,5,27.177,MIA,,NYJ,W 31-27,*,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2009,2009-10-25,6,27.190,MIA,,NOR,L 34-46,*,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2009,2009-11-01,7,27.197,MIA,@,NYJ,W 30-25,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2009,2009-11-08,8,27.204,MIA,@,NWE,L 17-27,*,7,5,71,14.20,0,71.4%,10.14,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2009,2009-11-15,9,27.211,MIA,,TAM,W 25-23,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2009,2009-11-19,10,27.215,MIA,@,CAR,W 24-17,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2009,2009-11-29,11,27.225,MIA,@,BUF,L 14-31,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
42,2009,2009-12-06,12,27.232,MIA,,NWE,W 22-21,*,10,4,61,15.25,0,40.0%,6.10,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2009,2009-12-13,13,27.239,MIA,@,JAX,W 14-10,*,8,7,110,15.71,0,87.5%,13.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
44,2009,2009-12-20,14,27.246,MIA,@,TEN,L 24-27,*,10,5,46,9.20,0,50.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
45,2009,2009-12-27,15,27.253,MIA,,HOU,L 20-27,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2009,2010-01-03,16,27.260,MIA,,PIT,L 24-30,*,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2010,2010-09-09,1,28.144,MIN,@,NOR,L 9-14,,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2010,2010-09-19,2,28.154,MIN,,MIA,L 10-14,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,2,14,7.00,0,0,0,0.0,0,0
49,2010,2010-09-26,3,28.161,MIN,,DET,W 24-10,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,5,29,5.80,0,0,0,0.0,0,0
50,2010,2010-10-11,4,28.176,MIN,@,NYJ,L 20-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,22,22.00,0,0,0,0.0,0,0
51,2010,2010-10-17,5,28.182,MIN,,DAL,W 24-21,,2,2,15,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,4,24,6.00,0,1,6,0.0,0,0
52,2010,2010-10-24,6,28.189,MIN,@,GNB,L 24-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,13,13.00,0,0,0,0.0,1,0
53,2010,2010-10-31,7,28.196,MIN,@,NWE,L 18-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
54,2010,2010-11-07,8,28.203,MIN,,ARI,W 27-24,,5,4,66,16.50,0,80.0%,13.20,0,0,,0,0,0,,0,7,86,12.29,0,0,0,0.0,1,0
55,2010,2010-11-14,9,28.210,MIN,@,CHI,L 13-27,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2010,2010-11-21,10,28.217,MIN,,GNB,L 3-31,,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,1,5,5.00,0,0,0,0.0,1,0
57,2010,2010-11-28,11,28.224,MIN,@,WAS,W 17-13,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,3,21,7.00,0,0,0,0.0,0,0
58,2010,2010-12-05,12,28.231,MIN,,BUF,W 38-14,*,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,,0,3,25,8.33,0,0,0,0.0,0,0
59,2010,2010-12-13,13,28.239,MIN,,NYG,L 3-21,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,5,90,18.00,0,0,0,0.0,0,0
60,2010,2010-12-20,14,28.246,MIN,,CHI,L 14-40,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0
