ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
39,1960,1960-11-27,9,24.308,WAS,@,PIT,L 10-22,10,31,3.10,0,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
40,1960,1960-12-04,10,24.315,WAS,@,CLE,L 16-27,9,27,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
41,1960,1960-12-11,11,24.322,WAS,,NYG,L 3-17,14,73,5.21,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
42,1960,1960-12-18,12,24.329,WAS,,PHI,L 28-38,15,86,5.73,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0
43,1961,1961-09-17,1,25.236,WAS,@,SFO,L 3-35,8,12,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
44,1961,1961-09-24,2,25.243,WAS,@,PHI,L 7-14,11,29,2.64,0,4,22,5.50,0,0,0,,0,0,0,,0,0,,,0,0
45,1961,1961-10-01,3,25.250,WAS,,NYG,L 21-24,8,42,5.25,0,3,2,0.67,1,0,0,,0,0,0,,0,0,,,1,6
46,1961,1961-10-08,4,25.257,WAS,@,CLE,L 7-31,6,16,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
47,1961,1961-10-15,5,25.264,WAS,@,PIT,L 0-20,2,8,4.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
48,1961,1961-10-29,7,25.278,WAS,,PHI,L 24-27,11,39,3.55,1,3,30,10.00,0,0,0,,0,0,0,,0,0,,,1,6
49,1961,1961-11-05,8,25.285,WAS,@,NYG,L 0-53,8,20,2.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0
50,1961,1961-11-12,9,25.292,WAS,,CLE,L 6-17,8,21,2.63,1,3,18,6.00,0,0,0,,0,0,0,,0,0,,,1,6
51,1961,1961-11-19,10,25.299,WAS,@,DAL,T 28-28,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
52,1961,1961-11-26,11,25.306,WAS,,BAL,L 6-27,3,-3,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
53,1961,1961-12-03,12,25.313,WAS,@,STL,L 24-38,6,11,1.83,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0
54,1961,1961-12-10,13,25.320,WAS,,PIT,L 14-30,4,22,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
55,1962,1962-09-16,1,26.235,WAS,@,DAL,T 35-35,4,10,2.50,0,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
56,1962,1962-09-23,2,26.242,WAS,@,CLE,W 17-16,12,59,4.92,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0
57,1962,1962-09-30,3,26.249,WAS,,STL,W 24-14,5,11,2.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
58,1962,1962-10-07,4,26.256,WAS,,RAM,W 20-14,7,43,6.14,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0
59,1962,1962-10-14,5,26.263,WAS,@,STL,T 17-17,4,13,3.25,0,4,59,14.75,0,0,0,,0,0,0,,0,0,,,0,0
60,1962,1962-10-21,6,26.270,WAS,@,PHI,W 27-21,5,12,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
61,1962,1962-10-28,7,26.277,WAS,@,NYG,L 34-49,3,19,6.33,0,3,32,10.67,0,0,0,,0,0,0,,0,0,,,0,0
62,1962,1962-11-04,8,26.284,WAS,,DAL,L 10-38,6,17,2.83,0,4,61,15.25,0,0,0,,0,0,0,,0,0,,,0,0
63,1962,1962-11-11,9,26.291,WAS,,CLE,W 17-9,12,33,2.75,2,5,37,7.40,0,0,0,,0,0,0,,0,0,,,2,12
64,1962,1962-11-18,10,26.298,WAS,@,PIT,L 21-23,10,27,2.70,0,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
65,1962,1962-11-25,11,26.305,WAS,,NYG,L 24-42,7,22,3.14,0,3,10,3.33,0,0,0,,0,0,0,,0,0,,,0,0
66,1962,1962-12-02,12,26.312,WAS,,PHI,L 14-37,5,20,4.00,0,3,22,7.33,0,0,0,,0,0,0,,0,0,,,0,0
67,1962,1962-12-08,13,26.318,WAS,@,BAL,L 21-34,7,43,6.14,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0
68,1962,1962-12-16,14,26.326,WAS,,PIT,L 24-27,6,7,1.17,0,4,20,5.00,0,0,0,,0,0,0,,0,0,,,0,0
69,1963,1963-09-15,1,27.234,WAS,@,CLE,L 14-37,6,25,4.17,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0
70,1963,1963-09-21,2,27.240,WAS,@,RAM,W 37-14,9,40,4.44,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0
71,1963,1963-09-29,3,27.248,WAS,,DAL,W 21-17,9,51,5.67,0,2,45,22.50,0,0,0,,0,0,0,,0,0,,,0,0
72,1963,1963-10-06,4,27.255,WAS,,NYG,L 14-24,9,35,3.89,1,1,24,24.00,0,0,0,,0,0,0,,0,0,,,1,6
73,1963,1963-10-13,5,27.262,WAS,,PHI,L 24-37,6,21,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
74,1963,1963-10-20,6,27.269,WAS,@,PIT,L 27-38,3,11,3.67,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
75,1963,1963-10-27,7,27.276,WAS,,STL,L 7-21,3,14,4.67,0,2,1,0.50,0,0,0,,0,0,0,,0,0,,,0,0
76,1963,1963-11-03,8,27.283,WAS,@,DAL,L 20-35,11,34,3.09,0,1,23,23.00,0,0,0,,0,0,0,,0,0,,,0,0
77,1963,1963-11-10,9,27.290,WAS,@,STL,L 20-24,6,11,1.83,0,5,36,7.20,0,0,0,,0,0,0,,0,0,,,0,0
78,1963,1963-11-17,10,27.297,WAS,,PIT,L 28-34,3,13,4.33,0,3,35,11.67,0,0,0,,0,0,0,,0,0,,,0,0
79,1963,1963-11-24,11,27.304,WAS,@,PHI,W 13-10,6,19,3.17,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0
80,1963,1963-12-01,12,27.311,WAS,,BAL,L 20-36,5,5,1.00,1,2,77,38.50,0,0,0,,0,0,0,,0,0,,,1,6
81,1963,1963-12-08,13,27.318,WAS,@,NYG,L 14-44,3,11,3.67,0,3,8,2.67,0,0,0,,0,0,0,,0,0,,,0,0
82,1964,1964-09-13,1,28.233,WAS,,CLE,L 13-27,3,14,4.67,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0
83,1964,1964-10-11,5,28.261,WAS,,PHI,W 35-20,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
84,1964,1964-10-18,6,28.268,WAS,@,STL,L 24-38,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
85,1964,1964-10-25,7,28.275,WAS,,CHI,W 27-20,6,3,0.50,0,4,50,12.50,0,0,0,,0,0,0,,0,0,,,0,0
86,1964,1964-11-01,8,28.282,WAS,@,PHI,W 21-10,8,17,2.13,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
