ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-15,2,22.118,TEN,@,HOU,L 24-30,,,,,,,0.0%,,,,,,
2,2013,2013-09-22,3,22.125,TEN,,SDG,W 20-17,,2,1,34,34.00,1,50.0%,17.00,1,6,0.0,0,0
3,2013,2013-09-29,4,22.132,TEN,,NYJ,W 38-13,,1,1,16,16.00,1,100.0%,16.00,1,6,0.0,0,0
4,2013,2013-10-06,5,22.139,TEN,,KAN,L 17-26,,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
5,2013,2013-10-13,6,22.146,TEN,@,SEA,L 13-20,,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
6,2013,2013-10-20,7,22.153,TEN,,SFO,L 17-31,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
7,2013,2013-11-03,8,22.167,TEN,@,STL,W 28-21,,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,0,0
8,2013,2013-11-10,9,22.174,TEN,,JAX,L 27-29,,7,2,51,25.50,0,28.6%,7.29,0,0,0.0,0,0
9,2013,2013-11-14,10,22.178,TEN,,IND,L 27-30,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
10,2013,2013-11-24,11,22.188,TEN,@,OAK,W 23-19,,6,6,109,18.17,1,100.0%,18.17,1,6,0.0,0,0
11,2013,2013-12-01,12,22.195,TEN,@,IND,L 14-22,,5,1,9,9.00,0,20.0%,1.80,0,0,0.0,0,0
12,2013,2013-12-08,13,22.202,TEN,@,DEN,L 28-51,,8,4,114,28.50,1,50.0%,14.25,1,6,0.0,0,0
13,2013,2013-12-22,15,22.216,TEN,@,JAX,W 20-16,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
14,2013,2013-12-29,16,22.223,TEN,,HOU,W 16-10,,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
15,2014,2014-09-07,1,23.110,TEN,@,KAN,W 26-10,,8,3,63,21.00,0,37.5%,7.88,0,0,0.0,0,0
16,2014,2014-09-14,2,23.117,TEN,,DAL,L 10-26,,6,2,26,13.00,0,33.3%,4.33,0,0,0.0,0,0
17,2014,2014-09-21,3,23.124,TEN,@,CIN,L 7-33,,7,3,37,12.33,0,42.9%,5.29,0,0,0.0,0,0
18,2014,2014-09-28,4,23.131,TEN,@,IND,L 17-41,,5,1,12,12.00,0,20.0%,2.40,0,0,0.0,1,0
19,2014,2014-10-05,5,23.138,TEN,,CLE,L 28-29,*,5,3,99,33.00,1,60.0%,19.80,1,6,0.0,0,0
20,2014,2014-10-12,6,23.145,TEN,,JAX,W 16-14,*,5,3,77,25.67,0,60.0%,15.40,0,0,0.0,0,0
21,2014,2014-10-19,7,23.152,TEN,@,WAS,L 17-19,*,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
22,2014,2014-10-26,8,23.159,TEN,,HOU,L 16-30,*,10,4,31,7.75,1,40.0%,3.10,1,6,0.0,0,0
23,2014,2014-11-09,9,23.173,TEN,@,BAL,L 7-21,*,2,1,17,17.00,0,50.0%,8.50,0,0,0.0,0,0
24,2014,2014-11-17,10,23.181,TEN,,PIT,L 24-27,*,4,2,48,24.00,0,50.0%,12.00,0,0,0.0,0,0
25,2014,2014-11-23,11,23.187,TEN,@,PHI,L 24-43,*,10,4,64,16.00,1,40.0%,6.40,1,6,0.0,1,0
26,2014,2014-11-30,12,23.194,TEN,@,HOU,L 21-45,*,3,1,18,18.00,0,33.3%,6.00,0,0,0.0,0,0
27,2015,2015-09-13,1,24.116,TEN,@,TAM,W 42-14,,2,1,11,11.00,0,50.0%,5.50,0,0,0.0,0,0
