ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2000,2000-09-03,1,23.297,CAR,@,WAS,L 17-20,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2000,2000-09-10,2,23.304,CAR,@,SFO,W 38-22,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
3,2000,2000-09-17,3,23.311,CAR,,ATL,L 10-15,,,,,,0,,,,,0.0%,,,,,,,,,,
4,2000,2000-10-01,4,23.325,CAR,,DAL,L 13-16,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
5,2000,2000-10-08,5,23.332,CAR,,SEA,W 26-3,,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2000,2000-10-15,6,23.339,CAR,@,NOR,L 6-24,,,,,,,,,,,0.0%,,,,,,,,,,
7,2000,2000-10-22,7,23.346,CAR,,SFO,W 34-16,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
8,2000,2000-10-29,8,23.353,CAR,@,ATL,L 12-13,,,,,,,,,,,0.0%,,,,,,,,,,
9,2000,2000-11-05,9,23.360,CAR,@,STL,W 27-24,,,,,,0,,,,,0.0%,,,,,,,,,,
10,2000,2000-11-12,10,24.001,CAR,,NOR,L 10-20,,,,,,,,,,,0.0%,,,,,,,,,,
11,2000,2000-11-19,11,24.008,CAR,@,MIN,L 17-31,,18,59,3.28,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,0.0,,
12,2000,2000-11-27,12,24.016,CAR,,GNB,W 31-14,*,24,117,4.88,1,3,3,41,13.67,0,100.0%,13.67,0,0,,0,1,6,0.0,,
13,2000,2000-12-03,13,24.022,CAR,,STL,W 16-3,,22,63,2.86,0,4,3,7,2.33,0,75.0%,1.75,0,0,,0,0,0,0.0,,
14,2000,2000-12-10,14,24.029,CAR,@,KAN,L 14-15,*,10,13,1.30,0,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,0.0,,
15,2000,2000-12-17,15,24.036,CAR,,SDG,W 30-22,,4,3,0.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
16,2000,2000-12-24,16,24.043,CAR,@,OAK,L 9-52,,1,2,2.00,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
17,2001,2001-09-09,1,24.302,CAR,@,MIN,W 24-13,,,,,,0,,,,,0.0%,,,,,,,,,,
18,2001,2001-09-23,2,24.316,CAR,@,ATL,L 16-24,,,,,,0,,,,,0.0%,,,,,,,,,,
19,2001,2001-09-30,3,24.323,CAR,,GNB,L 7-28,,,,,,,,,,,0.0%,,,,,,,,,,
20,2001,2001-10-07,4,24.330,CAR,@,SFO,L 14-24,,2,12,6.00,0,7,4,25,6.25,0,57.1%,3.57,0,0,,0,0,0,0.0,,
21,2001,2001-10-14,5,24.337,CAR,,NOR,L 25-27,,0,0,,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,,
22,2001,2001-10-21,6,24.344,CAR,@,WAS,L 14-17,,3,12,4.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
23,2001,2001-10-28,7,24.351,CAR,,NYJ,L 12-13,*,5,33,6.60,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
24,2001,2001-11-04,8,24.358,CAR,@,MIA,L 6-23,,3,8,2.67,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,,
25,2001,2001-11-11,9,25.000,CAR,@,STL,L 14-48,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
26,2001,2001-11-18,10,25.007,CAR,,SFO,L 22-25,*,1,2,2.00,0,11,5,22,4.40,0,45.5%,2.00,1,8,8.00,0,0,0,0.0,,
27,2001,2001-11-25,11,25.014,CAR,,ATL,L 7-10,*,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
28,2001,2001-12-02,12,25.021,CAR,@,NOR,L 23-27,*,,,,,,,,,,0.0%,,,,,,,,,,
29,2001,2001-12-09,13,25.028,CAR,@,BUF,L 24-25,*,,,,,1,,,,,0.0%,,,,,,,,,,
30,2001,2001-12-23,14,25.042,CAR,,STL,L 32-38,*,0,0,,0,6,3,38,12.67,0,50.0%,6.33,0,0,,0,0,0,0.0,,
31,2001,2001-12-30,15,25.049,CAR,,ARI,L 7-30,*,1,3,3.00,0,8,5,29,5.80,0,62.5%,3.63,0,0,,0,0,0,0.0,,
32,2001,2002-01-06,16,25.056,CAR,,NWE,L 6-38,,0,0,,0,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,0.0,,
33,2002,2002-09-08,1,25.301,CAR,,BAL,W 10-7,,5,29,5.80,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,,
34,2002,2002-09-15,2,25.308,CAR,,DET,W 31-7,,3,16,5.33,0,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,,
35,2002,2002-09-22,3,25.315,CAR,@,MIN,W 21-14,*,0,0,,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,0.0,,
36,2002,2002-09-29,4,25.322,CAR,@,GNB,L 14-17,,3,22,7.33,0,3,1,31,31.00,0,33.3%,10.33,0,0,,0,0,0,0.0,,
37,2002,2002-10-06,5,25.329,CAR,,ARI,L 13-16,*,1,1,1.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,,
38,2002,2002-10-13,6,25.336,CAR,@,DAL,L 13-14,*,1,7,7.00,0,2,1,25,25.00,1,50.0%,12.50,0,0,,0,1,6,0.0,,
39,2002,2002-10-20,7,25.343,CAR,@,ATL,L 0-30,*,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
40,2002,2002-10-27,8,25.350,CAR,,TAM,L 9-12,*,2,7,3.50,0,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,0.0,,
41,2002,2002-11-10,9,25.364,CAR,,NOR,L 24-34,,1,0,0.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,,
42,2002,2002-11-17,10,26.006,CAR,@,TAM,L 10-23,,,,,,0,,,,,0.0%,,,,,,,,,,
