ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1995,1995-09-03,1,23.322,ARI,@,WAS,L 7-27
2,1995,1995-09-10,2,23.329,ARI,,PHI,L 19-31
3,1995,1995-09-17,3,23.336,ARI,@,DET,W 20-17
4,1995,1995-09-24,4,23.343,ARI,@,DAL,L 20-34
5,1995,1995-10-01,5,23.350,ARI,,KAN,L 3-24
6,1995,1995-10-08,6,23.357,ARI,@,NYG,L 21-27
7,1995,1995-10-15,7,23.364,ARI,,WAS,W 24-20
8,1995,1995-10-29,8,24.013,ARI,,SEA,W 20-14
9,1995,1995-11-05,9,24.020,ARI,@,DEN,L 6-38
10,1995,1995-11-12,10,24.027,ARI,,MIN,L 24-30
11,1995,1995-11-19,11,24.034,ARI,@,CAR,L 7-27
12,1995,1995-11-26,12,24.041,ARI,,ATL,W 40-37
13,1995,1995-11-30,13,24.045,ARI,,NYG,L 6-10
14,1995,1995-12-09,14,24.054,ARI,@,SDG,L 25-28
15,1995,1995-12-17,15,24.062,ARI,@,PHI,L 20-21
