ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1997,1997-08-31,1,23.027,BAL,,JAX,L 27-28,
2,1997,1997-09-07,2,23.034,BAL,,CIN,W 23-10,
3,1997,1997-09-14,3,23.041,BAL,@,NYG,W 24-23,
4,1997,1997-09-28,5,23.055,BAL,@,SDG,L 17-21,
5,1998,1998-09-06,1,24.033,BAL,,PIT,L 13-20,
6,1998,1998-09-13,2,24.040,BAL,@,NYJ,W 24-10,
7,1998,1998-09-20,3,24.047,BAL,@,JAX,L 10-24,
8,1998,1998-09-27,4,24.054,BAL,,CIN,W 31-24,
9,1998,1998-10-11,5,24.068,BAL,,TEN,L 8-12,
10,1998,1998-10-18,6,24.075,BAL,@,PIT,L 6-16,
11,1998,1998-11-15,10,24.103,BAL,@,SDG,L 13-14,
12,1998,1998-12-06,13,24.124,BAL,@,TEN,L 14-16,
13,1998,1998-12-13,14,24.131,BAL,,MIN,L 28-38,
14,1998,1998-12-27,16,24.145,BAL,,DET,W 19-10,
15,1999,1999-09-12,1,25.039,BAL,@,STL,L 10-27,
16,1999,1999-09-19,2,25.046,BAL,,PIT,L 20-23,
17,1999,1999-10-21,6,25.078,BAL,,KAN,L 8-35,
18,1999,1999-10-31,7,25.088,BAL,,BUF,L 10-13,
19,1999,1999-11-07,8,25.095,BAL,@,CLE,W 41-9,
20,1999,1999-11-14,9,25.102,BAL,@,JAX,L 3-6,
21,1999,1999-11-21,10,25.109,BAL,@,CIN,W 34-31,
22,1999,1999-11-28,11,25.116,BAL,,JAX,L 23-30,
23,1999,1999-12-05,12,25.123,BAL,,TEN,W 41-14,
24,1999,1999-12-12,13,25.130,BAL,@,PIT,W 31-24,
25,1999,1999-12-19,14,25.137,BAL,,NOR,W 31-8,
26,1999,1999-12-26,15,25.144,BAL,,CIN,W 22-0,
27,1999,2000-01-02,16,25.151,BAL,@,NWE,L 3-20,
