ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,25.083,NOR,@,ATL,L 34-37,,,,,,,,,,,0.0%,,,,,,
2,2014,2014-09-14,2,25.090,NOR,@,CLE,L 24-26,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2014,2014-09-21,3,25.097,NOR,,MIN,W 20-9,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
4,2014,2014-09-28,4,25.104,NOR,@,DAL,L 17-38,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2014,2014-10-05,5,25.111,NOR,,TAM,W 37-31,*,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
6,2014,2014-10-19,6,25.125,NOR,@,DET,L 23-24,,1,5,5.00,0,1,1,13,13.00,1,100.0%,13.00,1,6,0.0,1,0
7,2014,2014-10-26,7,25.132,NOR,,GNB,W 44-23,,2,1,0.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
8,2015,2015-09-13,1,26.089,NOR,@,ARI,L 19-31,,1,4,4.00,0,3,2,5,2.50,0,66.7%,1.67,0,0,0.0,0,0
9,2015,2015-09-20,2,26.096,NOR,,TAM,L 19-26,,1,1,1.00,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
10,2015,2015-09-27,3,26.103,NOR,@,CAR,L 22-27,*,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2015,2015-10-04,4,26.110,NOR,,DAL,W 26-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2015,2015-10-15,6,26.121,NOR,,ATL,W 31-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
13,2015,2015-11-01,8,26.138,NOR,,NYG,W 52-49,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
14,2015,2015-12-13,13,26.180,NOR,@,TAM,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2015,2015-12-21,14,26.188,NOR,,DET,L 27-35,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
16,2015,2015-12-27,15,26.194,NOR,,JAX,W 38-27,,0,0,,0,3,2,19,9.50,0,66.7%,6.33,0,0,0.0,0,0
17,2015,2016-01-03,16,26.201,NOR,@,ATL,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2016,2017-01-01,16,27.199,TAM,,CAR,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
