ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,23.133,CIN,@,CLE,L 14-27,,,,,,,,,
2,1993,1993-09-12,2,23.140,CIN,,IND,L 6-9,,,,,,,,,
3,1993,1993-09-19,3,23.147,CIN,@,PIT,L 7-34,,,,,,,,,
4,1993,1993-09-26,4,23.154,CIN,,SEA,L 10-19,,,,,,,,,
5,1993,1993-10-10,5,23.168,CIN,@,KAN,L 15-17,,,,,,,,,
6,1993,1993-10-17,6,23.175,CIN,,CLE,L 17-28,,,,,,,,,
7,1993,1993-10-24,7,23.182,CIN,@,HOU,L 12-28,,,,,,,,,
8,1993,1993-11-07,8,23.196,CIN,,PIT,L 16-24,,,,,,,,,
9,1993,1993-11-14,9,23.203,CIN,,HOU,L 3-38,,0,0,,0,0.0,1,0,0
10,1993,1993-11-21,10,23.210,CIN,@,NYJ,L 12-17,,,,,,,,,
11,1993,1993-11-28,11,23.217,CIN,,RAI,W 16-10,,,,,,,,,
12,1993,1993-12-05,12,23.224,CIN,@,SFO,L 8-21,,,,,,,,,
13,1993,1993-12-12,13,23.231,CIN,@,NWE,L 2-7,,,,,,,,,
14,1993,1993-12-19,14,23.238,CIN,,RAM,W 15-3,,,,,,,,,
15,1993,1993-12-26,15,23.245,CIN,,ATL,W 21-17,,,,,,,,,
16,1993,1994-01-02,16,23.252,CIN,@,NOR,L 13-20,,,,,,,,,
17,1994,1994-09-04,1,24.132,CIN,,CLE,L 20-28,,0,0,,0,,,,
18,1994,1994-09-11,2,24.139,CIN,@,SDG,L 10-27,,0,0,,0,,,,
19,1994,1994-09-18,3,24.146,CIN,,NWE,L 28-31,,0,0,,0,,,,
20,1994,1994-09-25,4,24.153,CIN,@,HOU,L 13-20,,0,0,,0,,,,
21,1994,1994-10-02,5,24.160,CIN,,MIA,L 7-23,,0,0,,0,,,,
22,1994,1994-10-16,6,24.174,CIN,@,PIT,L 10-14,,0,0,,0,1.0,0,0,0
23,1994,1994-10-23,7,24.181,CIN,@,CLE,L 13-37,,0,0,,0,1.0,0,0,0
24,1994,1994-10-30,8,24.188,CIN,,DAL,L 20-23,,0,0,,0,,,,
25,1994,1994-11-06,9,24.195,CIN,@,SEA,W 20-17,,0,0,,0,,,,
26,1994,1994-11-13,10,24.202,CIN,,HOU,W 34-31,,0,0,,0,,,,
27,1994,1994-11-20,11,24.209,CIN,,IND,L 13-17,,0,0,,0,,,,
28,1994,1994-11-27,12,24.216,CIN,@,DEN,L 13-15,,0,0,,0,,,,
29,1994,1994-12-04,13,24.223,CIN,,PIT,L 15-38,,0,0,,0,,,,
30,1994,1994-12-11,14,24.230,CIN,@,NYG,L 20-27,,1,8,8.00,0,0.0,1,14,0
31,1994,1994-12-18,15,24.237,CIN,@,ARI,L 7-28,,0,0,,0,,,,
32,1994,1994-12-24,16,24.243,CIN,,PHI,W 33-30,,0,0,,0,1.0,0,0,0
33,1995,1995-09-03,1,25.131,CIN,@,IND,W 24-21,,,,,,,,,
34,1995,1995-09-10,2,25.138,CIN,,JAX,W 24-17,,0,0,,0,1.0,0,0,0
35,1995,1995-09-17,3,25.145,CIN,@,SEA,L 21-24,,,,,,,,,
36,1995,1995-09-24,4,25.152,CIN,,HOU,L 28-38,,,,,,,,,
37,1995,1995-10-01,5,25.159,CIN,,MIA,L 23-26,,,,,,,,,
38,1995,1995-10-08,6,25.166,CIN,@,TAM,L 16-19,,,,,,,,,
39,1995,1995-10-19,7,25.177,CIN,@,PIT,W 27-9,,,,,,,,,
40,1995,1995-10-29,8,25.187,CIN,,CLE,L 26-29,,0,0,,0,0.0,1,13,0
41,1995,1995-11-12,10,25.201,CIN,@,HOU,W 32-25,,,,,,,,,
42,1995,1995-11-19,11,25.208,CIN,,PIT,L 31-49,,,,,,,,,
43,1995,1995-11-26,12,25.215,CIN,@,JAX,W 17-13,,,,,,,,,
44,1995,1995-12-03,13,25.222,CIN,@,GNB,L 10-24,,,,,,,,,
45,1995,1995-12-10,14,25.229,CIN,,CHI,W 16-10,,,,,,,,,
46,1995,1995-12-17,15,25.236,CIN,@,CLE,L 10-26,,,,,,,,,
47,1996,1996-09-01,1,26.129,CIN,@,STL,L 16-26,,,,,,,,,
48,1996,1996-09-08,2,26.136,CIN,@,SDG,L 14-27,,,,,,,,,
49,1996,1996-09-15,3,26.143,CIN,,NOR,W 30-15,,0,0,,0,0.0,1,13,0
50,1996,1996-09-29,4,26.157,CIN,,DEN,L 10-14,,,,,,,,,
51,1996,1996-10-06,5,26.164,CIN,,HOU,L 27-30,,,,,,,,,
52,1996,1996-10-13,6,26.171,CIN,@,PIT,L 10-20,,,,,,,,,
53,1996,1996-10-20,7,26.178,CIN,@,SFO,L 21-28,,0,0,,0,1.0,1,0,0
54,1996,1996-10-27,8,26.185,CIN,,JAX,W 28-21,,,,,,,,,
55,1996,1996-11-03,9,26.192,SDG,@,IND,W 26-19,,,,,,,,,
56,1996,1996-11-10,10,26.199,CIN,,PIT,W 34-24,,,,,,,,,
