ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1961,1961-09-17,1,23.314,SFO,,WAS,W 35-3,3,43,14.33,0,0,0,,0,0,0
2,1961,1961-11-12,9,24.005,SFO,@,RAM,L 7-17,1,1,1.00,0,0,0,,0,0,0
3,1961,1961-11-19,10,24.012,SFO,,CHI,W 41-31,3,131,43.67,2,0,0,,0,2,12
4,1961,1961-11-26,11,24.019,SFO,,MIN,W 38-28,2,31,15.50,0,0,0,,0,0,0
5,1961,1961-12-03,12,24.026,SFO,@,BAL,L 17-20,3,27,9.00,0,0,0,,0,0,0
6,1961,1961-12-10,13,24.033,SFO,,GNB,W 22-21,1,36,36.00,0,0,0,,0,0,0
7,1961,1961-12-16,14,24.039,SFO,,BAL,L 24-27,2,32,16.00,0,1,-15,-15.00,0,0,0
8,1962,1962-09-16,1,24.313,SFO,,CHI,L 14-30,0,0,,0,1,-9,-9.00,0,0,0
9,1962,1962-10-07,4,24.334,NYG,@,STL,W 31-14,1,18,18.00,0,0,0,,0,0,0
10,1962,1962-11-11,9,25.004,NYG,@,DAL,W 41-10,3,62,20.67,0,0,0,,0,0,0
11,1963,1963-09-22,2,25.319,NYG,@,PIT,L 0-31,1,15,15.00,0,0,0,,0,0,0
12,1963,1963-10-20,6,25.347,NYG,,DAL,W 37-21,2,48,24.00,0,0,0,,0,0,0
13,1963,1963-10-27,7,25.354,NYG,@,CLE,W 33-6,3,32,10.67,0,0,0,,0,0,0
14,1963,1963-11-03,8,25.361,NYG,@,STL,W 38-21,4,99,24.75,2,0,0,,0,2,12
15,1963,1963-11-10,9,26.003,NYG,,PHI,W 42-14,2,51,25.50,0,0,0,,0,0,0
16,1963,1963-11-17,10,26.010,NYG,,SFO,W 48-14,1,37,37.00,0,0,0,,0,0,0
17,1963,1963-11-24,11,26.017,NYG,,STL,L 17-24,3,55,18.33,1,0,0,,0,1,6
18,1963,1963-12-01,12,26.024,NYG,@,DAL,W 34-27,2,66,33.00,0,0,0,,0,0,0
19,1963,1963-12-08,13,26.031,NYG,,WAS,W 44-14,1,2,2.00,0,0,0,,0,0,0
20,1963,1963-12-15,14,26.038,NYG,,PIT,W 33-17,3,64,21.33,0,0,0,,0,0,0
21,1964,1964-09-13,1,26.311,NYG,@,PHI,L 7-38,4,51,12.75,1,0,0,,0,1,6
22,1964,1964-09-20,2,26.318,NYG,@,PIT,L 24-27,1,13,13.00,0,0,0,,0,0,0
23,1964,1964-09-25,3,26.323,NYG,,WAS,W 13-10,1,-8,-8.00,0,0,0,,0,0,0
24,1964,1964-10-04,4,26.332,NYG,@,DET,L 3-26,2,34,17.00,0,0,0,,0,0,0
25,1964,1964-10-11,5,26.339,NYG,@,DAL,T 13-13,1,12,12.00,0,0,0,,0,0,0
26,1964,1964-10-25,7,26.353,NYG,@,CLE,L 20-42,4,83,20.75,0,0,0,,0,0,0
27,1964,1964-11-01,8,26.360,NYG,,STL,W 34-17,5,59,11.80,0,0,0,,0,0,0
28,1964,1964-11-08,9,27.001,NYG,,DAL,L 21-31,4,75,18.75,0,0,0,,0,0,0
29,1964,1964-11-15,10,27.008,NYG,@,STL,T 10-10,4,55,13.75,1,0,0,,0,1,6
