ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1965,1965-09-19,1,21.314,PIT,,GNB,L 9-41,1,22,22.00,0,0,0,,0,0,0,,0,2,4,2.00,0,0,0
2,1965,1965-09-26,2,21.321,PIT,@,SFO,L 17-27,1,43,43.00,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0
3,1965,1965-10-03,3,21.328,PIT,,NYG,L 13-23,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
4,1965,1965-10-09,4,21.334,PIT,@,CLE,L 19-24,0,0,,0,0,0,,0,0,0,,0,2,72,36.00,0,0,0
5,1965,1965-10-17,5,21.342,PIT,,STL,L 7-20,0,0,,0,0,0,,0,0,0,,0,3,5,1.67,0,0,0
6,1965,1965-10-31,7,21.356,PIT,,DAL,W 22-13,3,37,12.33,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
7,1965,1965-11-07,8,21.363,PIT,@,STL,L 17-21,4,77,19.25,1,0,0,,0,0,0,,0,2,5,2.50,0,1,6
8,1965,1965-11-14,9,22.005,PIT,@,DAL,L 17-24,4,108,27.00,0,0,0,,0,0,0,,0,1,-4,-4.00,0,0,0
9,1965,1965-11-21,10,22.012,PIT,,WAS,L 3-31,0,0,,0,0,0,,0,0,0,,0,1,11,11.00,0,0,0
10,1966,1966-09-11,1,22.306,PIT,,NYG,T 34-34,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1966,1966-09-18,2,22.313,PIT,,DET,W 17-3,2,93,46.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
12,1966,1966-09-25,3,22.320,PIT,,WAS,L 27-33,2,62,31.00,0,0,0,,0,0,0,,0,1,1,1.00,0,0,0
13,1966,1966-10-02,4,22.327,PIT,@,WAS,L 10-24,2,34,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1966,1966-10-08,5,22.333,PIT,@,CLE,L 10-41,2,42,21.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
15,1966,1966-10-16,6,22.341,PIT,,PHI,L 14-31,1,11,11.00,0,0,0,,0,0,0,,0,3,2,0.67,0,0,0
16,1966,1966-10-30,7,22.355,PIT,@,DAL,L 21-52,4,74,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1966,1966-11-06,8,22.362,PIT,,CLE,W 16-6,1,15,15.00,0,0,0,,0,0,0,,0,2,7,3.50,0,0,0
18,1966,1966-11-13,9,23.004,PIT,,STL,W 30-9,4,105,26.25,1,0,0,,0,0,0,,0,2,0,0.00,0,1,6
19,1966,1966-11-20,10,23.011,PIT,,DAL,L 7-20,2,24,12.00,0,1,24,24.00,0,0,,,0,0,1,,0,0,0
20,1966,1966-11-27,11,23.018,PIT,@,STL,L 3-6,2,30,15.00,0,0,0,,0,0,0,,0,1,3,3.00,0,0,0
21,1966,1966-12-04,12,23.025,PIT,@,PHI,L 23-27,1,43,43.00,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
22,1966,1966-12-11,13,23.032,PIT,@,NYG,W 47-28,3,83,27.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
23,1966,1966-12-18,14,23.039,PIT,@,ATL,W 57-33,5,142,28.40,1,1,12,12.00,0,0,0,,0,2,13,6.50,0,1,6
24,1967,1967-09-17,1,23.312,PIT,,CHI,W 41-13,2,21,10.50,0,2,32,16.00,0,0,0,,0,0,0,,0,0,0
25,1967,1967-09-24,2,23.319,PIT,,STL,L 14-28,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1967,1967-10-15,5,23.340,PIT,,NYG,L 24-27,1,31,31.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
27,1967,1967-10-29,7,23.354,PIT,@,NOR,W 14-10,2,12,6.00,0,1,-11,-11.00,0,0,0,,0,0,0,,0,0,0
28,1967,1967-11-05,8,23.361,PIT,,CLE,L 14-34,2,31,15.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
29,1967,1967-11-12,9,24.003,PIT,@,STL,T 14-14,6,73,12.17,1,0,0,,0,0,0,,0,0,0,,0,1,6
30,1967,1967-11-19,10,24.010,PIT,@,NYG,L 20-28,5,129,25.80,1,0,0,,0,0,0,,0,0,0,,0,1,6
31,1967,1967-11-26,11,24.017,PIT,,MIN,L 27-41,2,27,13.50,1,1,-25,-25.00,0,0,0,,0,0,0,,0,1,6
32,1967,1967-12-03,12,24.024,PIT,@,DET,W 24-14,4,60,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
33,1967,1967-12-10,13,24.031,PIT,,WAS,L 10-15,2,42,21.00,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,0
34,1967,1967-12-17,14,24.038,PIT,@,GNB,W 24-17,1,6,6.00,0,0,0,,0,0,0,,0,1,10,10.00,0,0,0
35,1968,1968-09-15,1,24.311,PIT,,NYG,L 20-34,5,113,22.60,0,1,12,12.00,0,0,0,,0,0,0,,0,0,0
36,1968,1968-09-22,2,24.318,PIT,@,RAM,L 10-45,4,63,15.75,0,0,0,,0,0,0,,0,1,16,16.00,0,0,0
37,1968,1968-09-29,3,24.325,PIT,,BAL,L 7-41,2,25,12.50,0,0,0,,0,0,0,,0,3,22,7.33,0,0,0
38,1968,1968-10-05,4,24.331,PIT,@,CLE,L 24-31,5,78,15.60,2,0,0,,0,0,0,,0,1,0,0.00,0,2,12
39,1968,1968-10-13,5,24.339,PIT,@,WAS,L 13-16,2,52,26.00,1,1,8,8.00,0,0,0,,0,3,50,16.67,0,1,6
40,1968,1968-10-27,7,24.353,PIT,,PHI,W 6-3,3,89,29.67,0,2,4,2.00,0,0,0,,0,2,13,6.50,0,0,0
41,1968,1968-11-03,8,24.360,PIT,@,ATL,W 41-21,11,199,18.09,4,0,0,,0,0,0,,0,3,23,7.67,0,4,24
42,1968,1968-11-10,9,25.001,PIT,@,STL,T 28-28,2,62,31.00,1,0,0,,0,0,0,,0,4,94,23.50,1,2,12
43,1968,1968-11-17,10,25.008,PIT,,CLE,L 24-45,3,39,13.00,0,1,22,22.00,0,0,0,,0,1,4,4.00,0,0,0
44,1968,1968-11-24,11,25.015,PIT,,SFO,L 28-45,8,132,16.50,2,0,0,,0,0,0,,0,1,11,11.00,0,2,12
45,1968,1968-12-01,12,25.022,PIT,,STL,L 10-20,4,50,12.50,0,0,0,,0,0,0,,0,5,24,4.80,0,0,0
46,1968,1968-12-08,13,25.029,PIT,@,DAL,L 7-28,3,33,11.00,0,0,0,,0,0,0,,0,2,1,0.50,0,0,0
47,1968,1968-12-15,14,25.036,PIT,@,NOR,L 14-24,6,139,23.17,1,1,11,11.00,0,0,0,,0,2,16,8.00,0,1,6
48,1969,1969-09-21,1,25.316,PIT,,DET,W 16-13,4,47,11.75,0,1,12,12.00,0,4,80,20.00,0,0,0,,0,0,0
49,1969,1969-09-28,2,25.323,PIT,@,PHI,L 27-41,7,123,17.57,1,0,0,,0,0,0,,0,0,0,,0,1,6
50,1969,1969-10-05,3,25.330,PIT,,STL,L 14-27,9,115,12.78,2,0,0,,0,0,0,,0,0,0,,0,2,12
51,1969,1969-10-12,4,25.337,PIT,@,NYG,L 7-10,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
52,1969,1969-10-18,5,25.343,PIT,@,CLE,L 31-42,7,110,15.71,2,0,0,,0,0,0,,0,0,0,,0,2,12
53,1969,1969-10-26,6,25.351,PIT,,WAS,L 7-14,0,0,,0,0,0,,0,0,0,,0,1,8,8.00,0,0,0
54,1969,1969-11-02,7,25.358,PIT,,GNB,L 34-38,7,164,23.43,2,1,18,18.00,0,0,0,,0,2,15,7.50,0,2,12
55,1969,1969-11-09,8,26.000,PIT,@,CHI,L 7-38,4,54,13.50,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
56,1969,1969-11-16,9,26.007,PIT,,CLE,L 3-24,4,58,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
57,1969,1969-11-23,10,26.014,PIT,@,MIN,L 14-52,7,72,10.29,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0
