ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1995,1995-09-03,1,23.121,PHI,,TAM,L 6-21,,,,,
2,1995,1995-09-10,2,23.128,PHI,@,ARI,W 31-19,,,,,
3,1995,1995-09-17,3,23.135,PHI,,SDG,L 21-27,,,,,
4,1995,1995-09-24,4,23.142,PHI,@,OAK,L 17-48,,,,,
5,1995,1995-10-01,5,23.149,PHI,@,NOR,W 15-10,,,,,
6,1995,1995-10-08,6,23.156,PHI,,WAS,W 37-34,,,,,
7,1995,1995-10-15,7,23.163,PHI,@,NYG,W 17-14,,,,,
8,1995,1995-10-29,8,23.177,PHI,,STL,W 20-9,,,,,
9,1995,1995-11-06,9,23.185,PHI,@,DAL,L 12-34,,,,,
10,1995,1995-11-12,10,23.191,PHI,,DEN,W 31-13,,,,,
11,1995,1995-11-19,11,23.198,PHI,,NYG,W 28-19,,,,,
12,1995,1995-11-26,12,23.205,PHI,@,WAS,W 14-7,,,,,
13,1995,1995-12-03,13,23.212,PHI,@,SEA,L 14-26,,,,,
14,1995,1995-12-10,14,23.219,PHI,,DAL,W 20-17,,,,,
15,1995,1995-12-17,15,23.226,PHI,,ARI,W 21-20,,,,,
16,1995,1995-12-24,16,23.233,PHI,@,CHI,L 14-20,,,,,
17,1996,1996-09-01,1,24.119,PHI,@,WAS,W 17-14,,0,0,,0
18,1996,1996-09-09,2,24.127,PHI,@,GNB,L 13-39,,0,0,,0
19,1996,1996-09-15,3,24.133,PHI,,DET,W 24-17,,0,0,,0
20,1996,1996-09-22,4,24.140,PHI,@,ATL,W 33-18,,0,0,,0
21,1996,1996-09-30,5,24.148,PHI,,DAL,L 19-23,,0,0,,0
22,1996,1996-10-13,6,24.161,PHI,@,NYG,W 19-10,,0,0,,0
23,1996,1996-10-20,7,24.168,PHI,,MIA,W 35-28,,0,0,,0
24,1996,1996-10-27,8,24.175,PHI,,CAR,W 20-9,,0,0,,0
25,1996,1996-11-03,9,24.182,PHI,@,DAL,W 31-21,,0,0,,0
26,1996,1996-11-10,10,24.189,PHI,,BUF,L 17-24,,0,0,,0
27,1996,1996-11-17,11,24.196,PHI,,WAS,L 21-26,,0,0,,0
28,1996,1996-11-24,12,24.203,PHI,@,ARI,L 30-36,,0,0,,0
29,1996,1996-12-01,13,24.210,PHI,,NYG,W 24-0,,0,0,,0
30,1996,1996-12-05,14,24.214,PHI,@,IND,L 10-37,,0,0,,0
31,1996,1996-12-14,15,24.223,PHI,@,NYJ,W 21-20,,0,0,,0
32,1996,1996-12-22,16,24.231,PHI,,ARI,W 29-19,,1,0,0.00,0
33,1997,1997-08-31,1,25.118,PHI,@,NYG,L 17-31,,,,,
34,1997,1997-09-07,2,25.125,PHI,,GNB,W 10-9,,,,,
35,1997,1997-09-15,3,25.133,PHI,@,DAL,L 20-21,,,,,
36,1997,1997-09-28,4,25.146,PHI,@,MIN,L 19-28,,,,,
37,1997,1997-10-05,5,25.153,PHI,,WAS,W 24-10,,,,,
38,1997,1997-10-12,6,25.160,PHI,@,JAX,L 21-38,,,,,
39,1997,1997-10-19,7,25.167,PHI,,ARI,W 13-10,,,,,
40,1997,1997-10-26,8,25.174,PHI,,DAL,W 13-12,,,,,
41,1997,1997-11-02,9,25.181,PHI,@,ARI,L 21-31,,,,,
42,1997,1997-11-10,10,25.189,PHI,,SFO,L 12-24,,,,,
43,1997,1997-11-16,11,25.195,GNB,@,IND,L 38-41,,,,,
44,1997,1997-11-23,12,25.202,PHI,,PIT,W 23-20,,,,,
45,1997,1997-11-30,13,25.209,PHI,,CIN,W 44-42,,,,,
46,1997,1997-12-07,14,25.216,PHI,,NYG,L 21-31,,,,,
47,1997,1997-12-14,15,25.223,PHI,@,ATL,L 17-20,,,,,
48,1997,1997-12-21,16,25.230,PHI,@,WAS,L 32-35,,,,,
49,1998,1998-09-06,1,26.124,PHI,,SEA,L 0-38,,,,,
50,1998,1998-09-13,2,26.131,PHI,@,ATL,L 12-17,,,,,
51,1998,1998-09-20,3,26.138,PHI,@,ARI,L 3-17,,,,,
52,1998,1998-09-27,4,26.145,PHI,,KAN,L 21-24,,,,,
53,1998,1998-10-04,5,26.152,PHI,@,DEN,L 16-41,,,,,
54,1998,1998-10-11,6,26.159,PHI,,WAS,W 17-12,,,,,
55,1998,1998-10-18,7,26.166,PHI,@,SDG,L 10-13,,,,,
56,1998,1998-11-02,8,26.181,PHI,,DAL,L 0-34,,,,,
57,1998,1998-11-08,9,26.187,PHI,,DET,W 10-9,,,,,
58,1998,1998-11-15,10,26.194,PHI,@,WAS,L 3-28,,,,,
59,1998,1998-11-22,11,26.201,PHI,@,NYG,L 0-20,,1,7,7.00,0
60,1998,1998-11-29,12,26.208,PHI,@,GNB,L 16-24,,,,,
61,1998,1998-12-03,13,26.212,PHI,,STL,W 17-14,,,,,
62,1998,1998-12-13,14,26.222,PHI,,ARI,L 17-20,,,,,
63,1998,1998-12-20,15,26.229,PHI,@,DAL,L 9-13,,,,,
64,1998,1998-12-27,16,26.236,PHI,,NYG,L 10-20,,,,,
65,1999,1999-09-12,1,27.130,DET,@,SEA,W 28-20,,,,,
66,1999,1999-09-19,2,27.137,DET,,GNB,W 23-15,,,,,
67,1999,1999-09-26,3,27.144,DET,@,KAN,L 21-31,,,,,
68,1999,1999-10-10,4,27.158,DET,,SDG,L 10-20,,,,,
69,1999,1999-10-17,5,27.165,DET,,MIN,W 25-23,*,,,,
70,1999,1999-10-24,6,27.172,DET,@,CAR,W 24-9,*,,,,
71,1999,1999-10-31,7,27.179,DET,,TAM,W 20-3,*,,,,
72,1999,1999-11-07,8,27.186,DET,,STL,W 31-27,*,,,,
73,1999,1999-11-14,9,27.193,DET,@,ARI,L 19-23,*,,,,
74,1999,1999-11-21,10,27.200,DET,@,GNB,L 17-26,*,,,,
75,1999,1999-11-25,11,27.204,DET,,CHI,W 21-17,*,,,,
76,1999,1999-12-05,12,27.214,DET,,WAS,W 33-17,*,,,,
77,1999,1999-12-12,13,27.221,DET,@,TAM,L 16-23,*,,,,
78,1999,1999-12-19,14,27.228,DET,@,CHI,L 10-28,*,,,,
79,1999,1999-12-25,15,27.234,DET,,DEN,L 7-17,*,,,,
80,1999,2000-01-02,16,27.242,DET,@,MIN,L 17-24,*,,,,
81,2000,2000-09-03,1,28.121,DET,@,NOR,W 14-10,,,,,
82,2000,2000-09-10,2,28.128,DET,,WAS,W 15-10,,,,,
83,2000,2000-09-17,3,28.135,DET,,TAM,L 10-31,,,,,
84,2000,2000-09-24,4,28.142,DET,@,CHI,W 21-14,,,,,
85,2000,2000-10-01,5,28.149,DET,,MIN,L 24-31,,,,,
86,2000,2000-10-08,6,28.156,DET,,GNB,W 31-24,,,,,
87,2000,2000-10-19,7,28.167,DET,@,TAM,W 28-14,,,,,
88,2000,2000-10-29,8,28.177,DET,@,IND,L 18-30,,,,,
89,2000,2000-11-12,10,28.191,DET,,ATL,W 13-10,,,,,
90,2000,2000-11-19,11,28.198,DET,@,NYG,W 31-21,,,,,
91,2000,2000-11-23,12,28.202,DET,,NWE,W 34-9,*,,,,
92,2000,2000-11-30,13,28.209,DET,@,MIN,L 17-24,*,,,,
93,2000,2000-12-10,14,28.219,DET,@,GNB,L 13-26,*,,,,
94,2000,2000-12-17,15,28.226,DET,@,NYJ,W 10-7,,,,,
95,2000,2000-12-24,16,28.233,DET,,CHI,L 20-23,,,,,
96,2002,2002-12-01,12,30.210,GNB,,CHI,W 30-20,,,,,
97,2002,2002-12-08,13,30.217,GNB,,MIN,W 26-22,,,,,
98,2004,2004-09-19,2,32.137,PIT,@,BAL,L 13-30,,,,,
99,2004,2004-09-26,3,32.144,PIT,@,MIA,W 13-3,,,,,
100,2004,2004-10-03,4,32.151,PIT,,CIN,W 28-17,,,,,
101,2004,2004-10-10,5,32.158,PIT,,CLE,W 34-23,,,,,
102,2004,2004-10-17,6,32.165,PIT,@,DAL,W 24-20,,,,,
103,2005,2005-09-11,1,33.129,PIT,,TEN,W 34-7,,,,,
104,2005,2005-09-18,2,33.136,PIT,@,HOU,W 27-7,,,,,
105,2005,2005-09-25,3,33.143,PIT,,NWE,L 20-23,,,,,
106,2005,2005-10-10,4,33.158,PIT,@,SDG,W 24-22,,,,,
107,2005,2005-10-16,5,33.164,PIT,,JAX,L 17-23,,,,,
108,2005,2005-10-23,6,33.171,PIT,@,CIN,W 27-13,,,,,
109,2005,2005-10-31,7,33.179,PIT,,BAL,W 20-19,,,,,
110,2005,2005-11-06,8,33.185,PIT,@,GNB,W 20-10,,,,,
111,2005,2005-11-13,9,33.192,PIT,,CLE,W 34-21,,,,,
112,2005,2005-11-20,10,33.199,PIT,@,BAL,L 13-16,,,,,
113,2005,2005-11-28,11,33.207,PIT,@,IND,L 7-26,,,,,
114,2005,2005-12-04,12,33.213,PIT,,CIN,L 31-38,,,,,
115,2005,2005-12-11,13,33.220,PIT,,CHI,W 21-9,,,,,
116,2005,2005-12-18,14,33.227,PIT,@,MIN,W 18-3,,,,,
117,2005,2005-12-24,15,33.233,PIT,@,CLE,W 41-0,,,,,
118,2005,2006-01-01,16,33.241,PIT,,DET,W 35-21,,,,,
