ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-03,1,23.055,SFO,,PHI,L 17-22,14,42,3.00,0,,3,24,8.00,0,,,0,0,,0,0,0
2,1983,1983-09-08,2,23.060,SFO,@,MIN,W 48-17,15,36,2.40,1,,0,0,,0,,,0,0,,0,1,6
3,1983,1983-09-18,3,23.070,SFO,@,STL,W 42-27,2,6,3.00,0,,0,0,,0,,,0,0,,0,0,0
4,1983,1983-09-25,4,23.077,SFO,,ATL,W 24-20,7,44,6.29,0,,1,12,12.00,0,,,0,0,,0,0,0
5,1983,1983-10-02,5,23.084,SFO,@,NWE,W 33-13,18,54,3.00,0,,2,18,9.00,0,,,0,0,,0,0,0
6,1983,1983-10-09,6,23.091,SFO,,RAM,L 7-10,14,52,3.71,1,,3,27,9.00,0,,,0,0,,0,1,6
7,1983,1983-10-16,7,23.098,SFO,@,NOR,W 32-13,8,87,10.88,0,,1,0,0.00,0,,,0,0,,0,0,0
8,1983,1983-10-23,8,23.105,SFO,@,RAM,W 45-35,11,55,5.00,1,,2,28,14.00,0,,,0,0,,0,1,6
9,1983,1983-10-30,9,23.112,SFO,,NYJ,L 13-27,8,27,3.38,0,,7,67,9.57,1,,,0,0,,0,1,6
10,1983,1983-11-06,10,23.119,SFO,,MIA,L 17-20,18,85,4.72,1,,5,44,8.80,0,,,0,0,,0,1,6
11,1983,1983-11-13,11,23.126,SFO,,NOR,W 27-0,3,7,2.33,0,,1,10,10.00,0,,,0,0,,0,0,0
12,1983,1983-11-20,12,23.133,SFO,@,ATL,L 24-28,8,38,4.75,1,,5,49,9.80,0,,,0,0,,0,1,6
13,1983,1983-11-27,13,23.140,SFO,@,CHI,L 3-13,10,21,2.10,0,,7,57,8.14,0,,,0,0,,0,0,0
