ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
49,2016,2016-10-03,4,28.353,NYG,@,MIN,L 10-24,,4,22,5.50,0,9,7,43,6.14,0,77.8%,4.78,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2016,2016-10-09,5,28.359,NYG,@,GNB,L 16-23,,5,22,4.40,0,6,6,52,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,,,1,37,37.00,0,0,0,,0,0,0,0.0,0,0
51,2016,2016-10-16,6,29.000,NYG,,BAL,W 27-23,,6,13,2.17,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2016,2016-10-23,7,29.007,NYG,@,LAR,W 17-10,,1,1,1.00,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2016,2016-11-06,8,29.021,NYG,,PHI,W 28-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2016,2016-11-14,9,29.029,NYG,,CIN,W 21-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,16,16.00,0,3,32,10.67,0,0,0,0.0,0,0
55,2016,2016-11-20,10,29.035,NYG,,CHI,W 22-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2016,2016-11-27,11,29.042,NYG,@,CLE,W 27-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,51,25.50,0,3,7,2.33,0,0,0,0.0,0,0
57,2016,2016-12-04,12,29.049,NYG,@,PIT,L 14-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,38,38.00,0,0,0,,0,0,0,0.0,0,0
58,2016,2016-12-11,13,29.056,NYG,,DAL,W 10-7,,1,5,5.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0,,0,0,0,0.0,0,0
59,2016,2016-12-18,14,29.063,NYG,,DET,W 17-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2016,2016-12-22,15,29.067,NYG,@,PHI,L 19-24,,0,0,,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0,0.0,1,0
61,2016,2017-01-01,16,29.077,NYG,@,WAS,W 19-10,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2017,2017-10-15,6,29.364,BAL,,CHI,L 24-27,,0,0,,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,5,191,38.20,1,0,0,,0,1,6,0.0,0,0
63,2017,2017-10-22,7,30.006,BAL,@,MIN,L 16-24,,0,0,,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,4,99,24.75,0,0,0,,0,0,0,0.0,0,0
64,2017,2017-10-26,8,30.010,BAL,,MIA,W 40-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,0,0,0.0,0,0
65,2017,2017-11-05,9,30.020,BAL,@,TEN,L 20-23,,1,2,2.00,0,3,1,-1,-1.00,0,33.3%,-0.33,0,0,,0,0,0,,0,0,,,1,22,22.00,0,2,22,11.00,0,0,0,0.0,0,0
