ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-24,2,23.020,GNB,,WAS,W 35-21,6,13,2.17,0,0,0,,0,0,0,,0,0,,,,,,
2,1950,1950-10-01,3,23.027,GNB,,CHI,W 31-21,11,49,4.45,0,1,5,5.00,1,0,0,,0,0,,,,,,
3,1950,1950-10-08,4,23.034,GNB,,NYY,L 31-44,10,39,3.90,0,1,7,7.00,0,0,0,,0,0,,,,,,
4,1950,1950-10-15,5,23.041,GNB,@,CHI,L 14-28,18,51,2.83,1,0,0,,0,0,0,,0,0,,,,,,
5,1950,1950-10-19,6,23.045,GNB,@,NYY,L 17-35,8,92,11.50,0,2,32,16.00,0,0,0,,0,0,,,,,,
6,1950,1950-11-05,7,23.062,GNB,@,BAL,L 21-41,13,64,4.92,0,1,4,4.00,0,0,0,,0,0,,,,,,
7,1950,1950-11-12,8,23.069,GNB,,RAM,L 14-45,7,-2,-0.29,0,1,7,7.00,0,0,0,,0,0,,,,,,
8,1950,1950-11-19,9,23.076,GNB,@,DET,L 21-24,1,12,12.00,0,2,17,8.50,0,0,0,,0,0,,,,,,
9,1950,1950-11-26,10,23.083,GNB,,SFO,W 25-21,6,13,2.17,0,1,44,44.00,1,0,0,,0,0,,,,,,
10,1950,1950-12-03,11,23.090,GNB,@,RAM,L 14-51,7,63,9.00,0,1,2,2.00,0,0,0,,0,0,,,,,,
11,1950,1950-12-10,12,23.097,GNB,@,SFO,L 14-30,0,0,,0,1,2,2.00,0,0,0,,0,0,,,,,,
12,1951,1951-09-30,1,24.026,GNB,,CHI,L 20-31,2,-1,-0.50,0,1,26,26.00,0,0,0,,0,0,,,,,,
13,1951,1951-10-07,2,24.033,GNB,,PIT,W 35-33,6,17,2.83,0,2,37,18.50,0,0,0,,0,0,,,,,,
14,1951,1951-10-14,3,24.040,GNB,,PHI,W 37-24,3,-3,-1.00,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-10-21,4,24.047,GNB,,RAM,L 0-28,0,0,,0,2,19,9.50,0,0,0,,0,0,,,,,,
16,1951,1951-10-28,5,24.054,GNB,@,NYY,W 29-27,1,3,3.00,0,1,3,3.00,0,0,0,,0,0,,,,,,
17,1951,1951-11-04,6,24.061,GNB,,DET,L 17-24,2,6,3.00,0,1,8,8.00,0,0,0,,0,0,,,,,,
18,1951,1951-11-11,7,24.068,GNB,@,PIT,L 7-28,2,2,1.00,0,1,9,9.00,0,0,0,,0,0,,,,,,
19,1951,1951-11-18,8,24.075,GNB,@,CHI,L 13-24,2,7,3.50,0,0,0,,0,0,0,,0,0,,,,,,
20,1951,1951-11-22,9,24.079,GNB,@,DET,L 35-52,2,3,1.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
21,1951,1951-12-02,10,24.089,GNB,,NYY,L 28-31,1,33,33.00,0,0,0,,0,0,0,,0,0,,,,,,
22,1951,1951-12-16,12,24.103,GNB,@,RAM,L 14-42,2,6,3.00,0,1,13,13.00,0,0,0,,0,0,,,,,,
23,1952,1952-09-28,1,25.024,GNB,,CHI,L 14-24,7,15,2.14,0,0,0,,0,0,0,,0,0,,,,,,
24,1952,1952-10-05,2,25.031,GNB,,WAS,W 35-20,3,4,1.33,1,0,0,,0,0,0,,0,0,,,,,,
25,1952,1952-10-26,5,25.052,GNB,,DET,L 17-52,1,-8,-8.00,0,3,19,6.33,0,0,0,,0,0,,,,,,
26,1952,1952-11-02,6,25.059,GNB,,PHI,W 12-10,15,80,5.33,0,1,21,21.00,1,0,0,,0,0,,,,,,
27,1952,1952-11-09,7,25.066,GNB,@,CHI,W 41-28,7,30,4.29,0,2,25,12.50,0,0,0,,0,0,,,,,,
28,1952,1952-11-16,8,25.073,GNB,@,NYG,W 17-3,11,12,1.09,0,0,0,,0,0,0,,0,0,,,,,,
29,1952,1952-11-23,9,25.080,GNB,,DTX,W 42-14,4,-1,-0.25,0,1,81,81.00,1,0,0,,0,0,,,,,,
30,1952,1952-11-27,10,25.084,GNB,@,DET,L 24-48,3,3,1.00,0,1,22,22.00,0,0,0,,0,0,,,,,,
