ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
35,1995,1995-09-17,3,25.321,HOU,,CLE,L 7-14,,,,,,,0.0%,,,,,
36,1995,1995-09-24,4,25.328,HOU,@,CIN,W 38-28,,,,,,,0.0%,,,,,
37,1995,1995-10-01,5,25.335,HOU,,JAX,L 16-17,,,,,,,0.0%,,,,,
38,1995,1995-10-08,6,25.342,HOU,@,MIN,L 17-23,,,,,,,0.0%,,,,,
39,1995,1995-10-22,7,25.356,HOU,@,CHI,L 32-35,,,,,,,0.0%,,,,,
40,1995,1995-10-29,8,25.363,HOU,,TAM,W 19-7,,,,,,,0.0%,,,,,
41,1995,1995-11-05,9,26.005,HOU,@,CLE,W 37-10,,,,,,,0.0%,,,,,
42,1995,1995-11-12,10,26.012,HOU,,CIN,L 25-32,,,,,,,0.0%,,,,,
43,1995,1995-11-19,11,26.019,HOU,@,KAN,L 13-20,,,,,,,0.0%,,,,,
44,1995,1995-11-26,12,26.026,HOU,,DEN,W 42-33,,,,,,,0.0%,,,,,
45,1995,1995-12-03,13,26.033,HOU,@,PIT,L 7-21,,,,,,,0.0%,,,,,
46,1995,1995-12-10,14,26.040,HOU,,DET,L 17-24,,,,,,,0.0%,,,,,
47,1995,1995-12-17,15,26.047,HOU,,NYJ,W 23-6,,,,,,,0.0%,,,,,
48,1995,1995-12-24,16,26.054,HOU,@,BUF,W 28-17,,,,,,,0.0%,,,,,
49,1996,1996-09-01,1,26.306,HOU,,KAN,L 19-20,,,,,,,0.0%,,,,,
50,1996,1996-09-08,2,26.313,HOU,@,JAX,W 34-27,,,,,,,0.0%,,,,,
51,1996,1996-09-15,3,26.320,DAL,,IND,L 24-25,,,,,,,0.0%,,,,,
52,1996,1996-09-29,4,26.334,HOU,@,PIT,L 16-30,,,,,,,0.0%,,,,,
53,1996,1996-10-06,5,26.341,HOU,@,CIN,W 30-27,,,,,,,0.0%,,,,,
54,1996,1996-10-13,6,26.348,HOU,@,ATL,W 23-13,,,,,,,0.0%,,,,,
55,1996,1996-10-20,7,26.355,HOU,,PIT,W 23-13,,,,,,,0.0%,,,,,
56,1996,1996-10-27,8,26.362,HOU,,SFO,L 9-10,,,,,,,0.0%,,,,,
57,1996,1996-11-03,9,27.003,HOU,@,SEA,L 16-23,,,,,,,0.0%,,,,,
58,1996,1996-11-10,10,27.010,HOU,@,NOR,W 31-14,,,,,,,0.0%,,,,,
59,1996,1996-11-17,11,27.017,HOU,,MIA,L 20-23,,,,,,,0.0%,,,,,
60,1996,1996-11-24,12,27.024,HOU,,CAR,L 6-31,,,,,,,0.0%,,,,,
61,1996,1996-12-01,13,27.031,HOU,@,NYJ,W 35-10,,,,,,,0.0%,,,,,
62,1996,1996-12-08,14,27.038,HOU,,JAX,L 17-23,,,,,,,0.0%,,,,,
63,1996,1996-12-15,15,27.045,HOU,,CIN,L 13-21,,,,,,,0.0%,,,,,
64,1996,1996-12-22,16,27.052,CIN,,IND,W 31-24,,,,,,,0.0%,,,,,
65,1997,1997-08-31,1,27.304,OAK,@,TEN,L 21-24,,,,,,,0.0%,,,,,
66,1997,1997-09-08,2,27.312,OAK,,KAN,L 27-28,,,,,,,0.0%,,,,,
67,1997,1997-09-14,3,27.318,OAK,@,ATL,W 36-31,,,,,,,0.0%,,,,,
68,1997,1997-09-21,4,27.325,OAK,@,NYJ,L 22-23,,,,,,,0.0%,,,,,
69,1997,1997-09-28,5,27.332,OAK,,STL,W 35-17,,,,,,,0.0%,,,,,
70,1997,1997-10-05,6,27.339,OAK,,SDG,L 10-25,,,,,,,0.0%,,,,,
71,1997,1997-10-19,7,27.353,OAK,,DEN,W 28-25,,,,,,,0.0%,,,,,
72,1997,1997-10-26,8,27.360,OAK,@,SEA,L 34-45,,,,,,,0.0%,,,,,
73,1997,1997-11-02,9,28.002,OAK,@,CAR,L 14-38,,,,,,,0.0%,,,,,
74,1997,1997-11-09,10,28.009,OAK,,NOR,L 10-13,,,,,,,0.0%,,,,,
75,1997,1997-11-16,11,28.016,OAK,@,SDG,W 38-13,,,,,,,0.0%,,,,,
76,1997,1997-11-24,12,28.024,OAK,@,DEN,L 3-31,,,,,,,0.0%,,,,,
77,1997,1997-11-30,13,28.030,OAK,,MIA,L 16-34,,,,,,,0.0%,,,,,
78,1997,1997-12-07,14,28.037,OAK,@,KAN,L 0-30,,,,,,,0.0%,,,,,
79,1997,1997-12-14,15,28.044,OAK,,SEA,L 21-22,,,,,,,0.0%,,,,,
80,1997,1997-12-21,16,28.051,OAK,,JAX,L 9-20,,,,,,,0.0%,,,,,
81,1998,1998-09-06,1,28.310,OAK,@,KAN,L 8-28,,,,,,,0.0%,,,,,
82,1998,1998-09-13,2,28.317,OAK,,NYG,W 20-17,,,,,,,0.0%,,,,,
83,1998,1998-09-27,4,28.331,OAK,@,DAL,W 13-12,,,,,,,0.0%,,,,,
84,1998,1998-10-11,6,28.345,OAK,,SDG,W 7-6,,,,,,,0.0%,,,,,
85,1998,1998-10-25,7,28.359,OAK,,CIN,W 27-10,,,,,,,0.0%,,,,,
86,1999,1999-09-12,1,29.316,MIN,@,ATL,W 17-14,,0,,,,,0.0%,,,,,
87,1999,1999-09-19,2,29.323,MIN,,OAK,L 17-22,,0,,,,,0.0%,,,,,
88,1999,1999-10-03,4,29.337,MIN,,TAM,W 21-14,,,,,,,0.0%,,,,,
89,1999,1999-10-10,5,29.344,MIN,,CHI,L 22-24,,0,,,,,0.0%,,,,,
90,1999,1999-10-17,6,29.351,MIN,@,DET,L 23-25,,1,1,14,14.00,0,100.0%,14.00,0,0,,0
91,1999,1999-10-24,7,29.358,MIN,,SFO,W 40-16,,,,,,,0.0%,,,,,
92,1999,1999-10-31,8,30.000,MIN,@,DEN,W 23-20,,,,,,,0.0%,,,,,
93,1999,1999-11-08,9,30.008,MIN,,DAL,W 27-17,,0,,,,,0.0%,,,,,
94,1999,1999-11-14,10,30.014,MIN,@,CHI,W 27-24,,2,2,16,8.00,0,100.0%,8.00,0,0,,0
95,1999,1999-11-28,11,30.028,MIN,,SDG,W 35-27,,0,,,,,0.0%,,,,,
96,1999,1999-12-06,12,30.036,MIN,@,TAM,L 17-24,,0,,,,,0.0%,,,,,
97,1999,1999-12-12,13,30.042,MIN,@,KAN,L 28-31,,,,,,,0.0%,,,,,
98,1999,1999-12-20,14,30.050,MIN,,GNB,W 24-20,,0,,,,,0.0%,,,,,
99,1999,1999-12-26,15,30.056,MIN,@,NYG,W 34-17,,0,,,,,0.0%,,,,,
100,1999,2000-01-02,16,30.063,MIN,,DET,W 24-17,,,,,,,0.0%,,,,,
