ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1984,1984-09-02,1,22.142,NYG,,PHI,W 28-27,0,0,,0,0,0,,0,0,0,,0,0,
2,1984,1984-09-09,2,22.149,NYG,,DAL,W 28-7,1,16,16.00,1,1,11,11.00,0,0,0,,0,1,6
3,1984,1984-09-16,3,22.156,NYG,@,WAS,L 14-30,0,0,,0,1,-1,-1.00,0,0,0,,0,0,0
4,1984,1984-09-23,4,22.163,NYG,,TAM,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,
5,1984,1984-09-30,5,22.170,NYG,@,RAM,L 12-33,0,0,,0,0,0,,0,0,0,,0,0,
6,1984,1984-10-08,6,22.178,NYG,,SFO,L 10-31,5,78,15.60,0,0,0,,0,0,0,,0,0,0
7,1984,1984-10-14,7,22.184,NYG,@,ATL,W 19-7,4,120,30.00,0,0,0,,0,0,0,,0,0,0
8,1984,1984-10-21,8,22.191,NYG,@,PHI,L 10-24,2,54,27.00,0,1,-8,-8.00,0,0,0,,0,0,0
9,1984,1984-10-28,9,22.198,NYG,,WAS,W 37-13,3,45,15.00,0,0,0,,0,0,0,,0,0,0
10,1984,1984-11-04,10,22.205,NYG,@,DAL,W 19-7,5,102,20.40,1,0,0,,0,0,0,,0,1,6
11,1984,1984-11-11,11,22.212,NYG,@,TAM,L 17-20,2,16,8.00,0,0,0,,0,0,0,,0,0,0
12,1984,1984-11-18,12,22.219,NYG,,STL,W 16-10,3,80,26.67,1,0,0,,0,0,0,,0,1,6
13,1984,1984-11-25,13,22.226,NYG,,KAN,W 28-27,0,0,,0,0,0,,0,3,47,15.67,0,0,0
14,1984,1984-12-02,14,22.233,NYG,@,NYJ,W 20-10,3,45,15.00,0,0,0,,0,1,0,0.00,0,0,0
15,1984,1984-12-09,15,22.240,NYG,@,STL,L 21-31,3,37,12.33,1,0,0,,0,1,-2,-2.00,0,1,6
16,1984,1984-12-15,16,22.246,NYG,,NOR,L 3-10,2,26,13.00,0,0,0,,0,3,17,5.67,0,0,0
17,1985,1985-09-08,1,23.148,NYG,,PHI,W 21-0,4,92,23.00,1,0,0,,0,0,0,,0,1,6
