ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
18,1985,1985-09-15,2,23.155,NYG,@,GNB,L 20-23,5,105,21.00,1,0,0,,0,0,0,,0,1,6
19,1985,1985-09-22,3,23.162,NYG,,STL,W 27-17,0,0,,0,,,,,,,,,,
20,1985,1985-09-29,4,23.169,NYG,@,PHI,W 16-10,5,98,19.60,0,0,0,,0,0,0,,0,0,0
21,1985,1985-10-06,5,23.176,NYG,,DAL,L 29-30,6,129,21.50,2,0,0,,0,0,0,,0,2,12
22,1985,1985-10-13,6,23.183,NYG,@,CIN,L 30-35,8,111,13.88,0,0,0,,0,0,0,,0,0,0
23,1985,1985-10-20,7,23.190,NYG,,WAS,W 17-3,3,55,18.33,0,0,0,,0,0,0,,0,0,0
24,1985,1985-10-27,8,23.197,NYG,@,NOR,W 21-13,3,38,12.67,0,0,0,,0,0,0,,0,0,0
25,1985,1985-11-03,9,23.204,NYG,,TAM,W 22-20,4,50,12.50,0,0,0,,0,0,0,,0,0,0
26,1985,1985-11-10,10,23.211,NYG,,RAM,W 24-19,5,75,15.00,0,0,0,,0,0,0,,0,0,0
27,1985,1985-11-18,11,23.219,NYG,@,WAS,L 21-23,2,46,23.00,0,0,0,,0,0,0,,0,0,0
28,1985,1985-11-24,12,23.225,NYG,@,STL,W 34-3,4,60,15.00,1,0,0,,0,0,0,,0,1,6
29,1986,1986-09-08,1,24.148,NYG,@,DAL,L 28-31,2,29,14.50,0,0,0,,0,1,12,12.00,0,0,0
30,1986,1986-09-14,2,24.154,NYG,,SDG,W 20-7,3,71,23.67,1,1,25,25.00,0,1,8,8.00,0,1,6
31,1986,1986-09-21,3,24.161,NYG,@,RAI,W 14-9,6,81,13.50,2,0,0,,0,1,2,2.00,0,2,12
32,1986,1986-09-28,4,24.168,NYG,,NOR,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,
33,1987,1987-09-14,1,25.154,NYG,@,CHI,L 19-34,3,41,13.67,0,0,0,,0,0,0,,0,0,0
34,1987,1987-09-20,2,25.160,NYG,,DAL,L 14-16,2,24,12.00,0,0,0,,0,0,0,,0,0,0
35,1987,1987-10-25,6,25.195,NYG,,STL,W 30-7,2,54,27.00,2,0,0,,0,0,0,,0,2,12
36,1987,1987-11-02,7,25.203,NYG,@,DAL,L 24-33,7,151,21.57,2,0,0,,0,0,0,,0,2,12
37,1987,1987-11-08,8,25.209,NYG,,NWE,W 17-10,2,22,11.00,0,0,0,,0,0,0,,0,0,0
38,1987,1987-11-15,9,25.216,NYG,@,PHI,W 20-17,4,105,26.25,1,0,0,,0,0,0,,0,1,6
39,1987,1987-11-22,10,25.223,NYG,@,NOR,L 14-23,3,36,12.00,0,0,0,,0,0,0,,0,0,0
40,1987,1987-11-29,11,25.230,NYG,@,WAS,L 19-23,1,35,35.00,0,0,0,,0,0,0,,0,0,0
41,1987,1987-12-06,12,25.237,NYG,,PHI,W 23-20,0,0,,0,0,0,,0,,,,,0,
42,1987,1987-12-13,13,25.244,NYG,@,STL,L 24-27,2,27,13.50,1,0,0,,0,0,0,,0,1,6
43,1987,1987-12-19,14,25.250,NYG,,GNB,W 20-10,4,50,12.50,0,1,-10,-10.00,0,0,0,,0,0,0
44,1987,1987-12-27,15,25.258,NYG,,NYJ,W 20-7,0,0,,0,0,0,,0,,,,,0,
45,1988,1988-09-05,1,26.145,NYG,,WAS,W 27-20,4,54,13.50,0,1,12,12.00,0,0,0,,0,0,0
46,1988,1988-09-11,2,26.151,NYG,,SFO,L 17-20,6,80,13.33,2,0,0,,0,0,0,,0,2,12
47,1988,1988-09-18,3,26.158,NYG,@,DAL,W 12-10,9,142,15.78,1,1,7,7.00,0,0,0,,0,1,6
48,1988,1988-09-25,4,26.165,NYG,,RAM,L 31-45,6,89,14.83,0,0,0,,0,0,0,,0,0,0
49,1988,1988-10-02,5,26.172,NYG,@,WAS,W 24-23,3,32,10.67,0,0,0,,0,0,0,,0,0,0
50,1988,1988-10-10,6,26.180,NYG,@,PHI,L 13-24,7,98,14.00,0,0,0,,0,0,0,,0,0,0
51,1988,1988-10-16,7,26.186,NYG,,DET,W 30-10,3,71,23.67,0,0,0,,0,0,0,,0,0,0
52,1988,1988-10-23,8,26.193,NYG,@,ATL,W 23-16,3,54,18.00,0,0,0,,0,0,0,,0,0,0
53,1988,1988-10-30,9,26.200,NYG,@,DET,W 13-10,3,48,16.00,0,0,0,,0,0,0,,0,0,0
54,1988,1988-11-06,10,26.207,NYG,,DAL,W 29-21,5,106,21.20,0,1,14,14.00,0,0,0,,0,0,0
55,1988,1988-11-13,11,26.214,NYG,@,PHO,L 17-24,3,35,11.67,0,1,-6,-6.00,0,0,0,,0,0,0
56,1988,1988-11-20,12,26.221,NYG,,PHI,L 17-23,4,83,20.75,0,0,0,,0,0,0,,0,0,0
57,1988,1988-11-27,13,26.228,NYG,@,NOR,W 13-12,1,8,8.00,0,0,0,,0,0,0,,0,0,0
58,1988,1988-12-04,14,26.235,NYG,,PHO,W 44-7,2,19,9.50,0,0,0,,0,0,0,,0,0,0
59,1988,1988-12-11,15,26.242,NYG,,KAN,W 28-12,2,36,18.00,0,0,0,,0,0,0,,0,0,0
60,1988,1988-12-18,16,26.249,NYG,@,NYJ,L 21-27,4,74,18.50,1,0,0,,0,0,0,,0,1,6
61,1989,1989-09-11,1,27.151,NYG,@,WAS,W 27-24,0,0,,0,,,,,,,,,,
62,1989,1989-09-17,2,27.157,NYG,,DET,W 24-14,2,29,14.50,0,0,0,,0,0,0,,0,0,0
63,1989,1989-09-24,3,27.164,NYG,,PHO,W 35-7,3,69,23.00,0,0,0,,0,0,0,,0,0,0
64,1989,1989-10-01,4,27.171,NYG,@,DAL,W 30-13,2,24,12.00,0,0,0,,0,0,0,,0,0,0
65,1989,1989-10-08,5,27.178,NYG,@,PHI,L 19-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0
66,1989,1989-10-15,6,27.185,NYG,,WAS,W 20-17,2,39,19.50,0,0,0,,0,0,0,,0,0,0
67,1989,1989-10-22,7,27.192,NYG,@,SDG,W 20-13,4,36,9.00,0,0,0,,0,0,0,,0,0,0
68,1989,1989-10-30,8,27.200,NYG,,MIN,W 24-14,4,47,11.75,1,0,0,,0,0,0,,0,1,6
69,1989,1989-11-05,9,27.206,NYG,@,PHO,W 20-13,2,36,18.00,0,0,0,,0,0,0,,0,0,0
70,1989,1989-11-12,10,27.213,NYG,@,RAM,L 10-31,2,21,10.50,0,0,0,,0,0,0,,0,0,0
71,1989,1989-11-19,11,27.220,NYG,,SEA,W 15-3,1,18,18.00,0,0,0,,0,0,0,,0,0,0
72,1989,1989-11-27,12,27.228,NYG,@,SFO,L 24-34,4,62,15.50,0,0,0,,0,0,0,,0,0,0
73,1989,1989-12-03,13,27.234,NYG,,PHI,L 17-24,4,126,31.50,0,0,0,,0,0,0,,0,0,0
74,1989,1989-12-10,14,27.241,NYG,@,DEN,W 14-7,0,0,,0,,,,,,,,,,
75,1989,1989-12-16,15,27.247,NYG,,DAL,W 15-0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
76,1989,1989-12-24,16,27.255,NYG,,RAI,W 34-17,1,11,11.00,0,0,0,,0,0,0,,0,0,0
77,1990,1990-09-09,1,28.149,NYG,,PHI,W 27-20,1,19,19.00,0,0,0,,0,0,0,,0,0,0
78,1990,1990-09-16,2,28.156,NYG,@,DAL,W 28-7,0,0,,0,,,,,,,,,,
79,1990,1990-09-23,3,28.163,NYG,,MIA,W 20-3,1,19,19.00,0,0,0,,0,0,0,,0,0,0
80,1990,1990-09-30,4,28.170,NYG,,DAL,W 31-17,0,0,,0,,,,,,,,,,
81,1990,1990-10-14,5,28.184,NYG,@,WAS,W 24-20,0,0,,0,,,,,,,,,,
82,1990,1990-10-21,6,28.191,NYG,,PHO,W 20-19,1,18,18.00,0,0,0,,0,0,0,,0,0,0
83,1990,1990-10-28,7,28.198,NYG,,WAS,W 21-10,2,29,14.50,0,0,0,,0,0,0,,0,0,0
84,1990,1990-11-05,8,28.206,NYG,@,IND,W 24-7,0,0,,0,,,,,,,,,,
85,1990,1990-11-11,9,28.212,NYG,@,RAM,W 31-7,0,0,,0,,,,,,,,,,
86,1990,1990-11-18,10,28.219,NYG,,DET,W 20-0,2,25,12.50,0,0,0,,0,0,0,,0,0,0
87,1990,1990-11-25,11,28.226,NYG,@,PHI,L 13-31,1,18,18.00,0,0,0,,0,0,0,,0,0,0
88,1990,1990-12-03,12,28.234,NYG,@,SFO,L 3-7,2,26,13.00,0,0,0,,0,0,0,,0,0,0
89,1990,1990-12-09,13,28.240,NYG,,MIN,W 23-15,0,0,,0,,,,,,,,,,
90,1990,1990-12-15,14,28.246,NYG,,BUF,L 13-17,1,15,15.00,0,0,0,,0,0,0,,0,0,0
