ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1972,1972-09-17,1,23.270,HOU,@,DEN,L 17-30,,,,,,
2,1972,1972-09-24,2,23.277,HOU,@,MIA,L 13-34,,,,,,
3,1972,1972-10-01,3,23.284,HOU,,NYJ,W 26-20,1,20,20.00,0,0,0
4,1972,1972-10-09,4,23.292,HOU,,OAK,L 0-34,,,,,,
5,1972,1972-10-15,5,23.298,HOU,@,PIT,L 7-24,,,,,,
6,1972,1972-10-22,6,23.305,HOU,,CLE,L 17-23,,,,,,
7,1972,1972-10-29,7,23.312,HOU,@,CIN,L 7-30,,,,,,
8,1972,1972-11-05,8,23.319,HOU,@,CLE,L 0-20,,,,,,
9,1972,1972-11-12,9,23.326,HOU,,PHI,L 17-18,,,,,,
10,1972,1972-11-19,10,23.333,HOU,,GNB,L 10-23,1,13,13.00,0,0,0
11,1972,1972-11-26,11,23.340,HOU,@,SDG,L 20-34,2,15,7.50,1,1,6
12,1972,1972-12-03,12,23.347,HOU,@,ATL,L 10-20,,,,,,
13,1972,1972-12-10,13,23.354,HOU,,PIT,L 3-9,1,15,15.00,0,0,0
14,1972,1972-12-17,14,23.361,HOU,,CIN,L 17-61,1,15,15.00,0,0,0
15,1973,1973-11-19,10,24.332,MIN,@,ATL,L 14-20,2,24,12.00,0,0,0
16,1973,1973-11-25,11,24.338,MIN,,CHI,W 31-13,,,,,,
