ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.097,DEN,,SDG,L 34-37,,,,,
2,1994,1994-09-11,2,22.104,DEN,@,NYJ,L 22-25,,,,,
3,1994,1994-09-18,3,22.111,DEN,,RAI,L 16-48,,,,,
4,1994,1994-09-26,4,22.119,DEN,@,BUF,L 20-27,,,,,
5,1994,1994-10-09,5,22.132,DEN,@,SEA,W 16-9,,,,,
6,1994,1994-10-17,6,22.140,DEN,,KAN,L 28-31,,,,,
7,1994,1994-10-23,7,22.146,DEN,@,SDG,W 20-15,,,,,
8,1994,1994-10-30,8,22.153,DEN,,CLE,W 26-14,,,,,
9,1994,1994-11-06,9,22.160,DEN,@,RAM,L 21-27,,,,,
10,1994,1994-11-13,10,22.167,DEN,,SEA,W 17-10,,,,,
11,1994,1994-11-20,11,22.174,DEN,,ATL,W 32-28,,,,,
12,1994,1994-11-27,12,22.181,DEN,,CIN,W 15-13,,,,,
13,1994,1994-12-04,13,22.188,DEN,@,KAN,W 20-17,,,,,
14,1994,1994-12-11,14,22.195,DEN,@,RAI,L 13-23,,,,,
15,1994,1994-12-17,15,22.201,DEN,@,SFO,L 19-42,,,,,
16,1994,1994-12-24,16,22.208,DEN,,NOR,L 28-30,,,,,
17,1995,1995-09-03,1,23.096,DEN,,BUF,W 22-7,,,,,
18,1995,1995-09-10,2,23.103,DEN,@,DAL,L 21-31,,,,,
19,1995,1995-09-17,3,23.110,DEN,,WAS,W 38-31,,,,,
20,1995,1995-09-24,4,23.117,DEN,@,SDG,L 6-17,,,,,
21,1995,1995-10-01,5,23.124,DEN,@,SEA,L 10-27,,1.0,0,0,0
22,1995,1995-10-08,6,23.131,DEN,@,NWE,W 37-3,,,,,
23,1995,1995-10-16,7,23.139,DEN,,OAK,W 27-0,,0.5,0,0,0
24,1995,1995-10-22,8,23.145,DEN,,KAN,L 7-21,,,,,
25,1995,1995-11-05,9,23.159,DEN,,ARI,W 38-6,,,,,
26,1995,1995-11-12,10,23.166,DEN,@,PHI,L 13-31,,,,,
27,1995,1995-11-19,11,23.173,DEN,,SDG,W 30-27,,,,,
28,1995,1995-11-26,12,23.180,DEN,@,HOU,L 33-42,,,,,
29,1995,1995-12-03,13,23.187,DEN,,JAX,W 31-23,,,,,
30,1995,1995-12-10,14,23.194,DEN,,SEA,L 27-31,,,,,
31,1995,1995-12-17,15,23.201,DEN,@,KAN,L 17-20,,,,,
32,1995,1995-12-24,16,23.208,DEN,@,OAK,W 31-28,,,,,
33,1996,1996-09-01,1,24.094,DEN,,NYJ,W 31-6,,,,,
34,1996,1996-09-08,2,24.101,DEN,@,SEA,W 30-20,,,,,
35,1996,1996-09-15,3,24.108,DEN,,TAM,W 27-23,,,,,
36,1996,1996-09-22,4,24.115,DEN,@,KAN,L 14-17,,,,,
37,1996,1996-09-29,5,24.122,DEN,@,CIN,W 14-10,,,,,
38,1996,1996-10-06,6,24.129,DEN,,SDG,W 28-17,,,,,
39,1996,1996-10-20,7,24.143,NWE,@,IND,W 27-9,,,,,
40,1996,1996-10-27,8,24.150,DEN,,KAN,W 34-7,,,,,
41,1996,1996-11-04,9,24.158,DEN,@,OAK,W 22-21,,,,,
