ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1998,1998-09-06,1,22.110,SFO,,NYJ,W 36-30,,3,4,75.0,1,2,50.0,0,6,0,0,,0
2,1998,1998-09-14,2,22.118,SFO,@,WAS,W 45-10,,6,6,100.0,1,1,100.0,0,9,0,0,,0
3,1998,1998-09-27,3,22.131,SFO,,ATL,W 31-20,,4,4,100.0,1,2,50.0,0,7,0,0,,0
4,1998,1998-10-04,4,22.138,SFO,@,BUF,L 21-26,,1,1,100.0,,1,0.0,0,1,0,0,,0
5,1998,1998-10-11,5,22.145,SFO,@,NOR,W 31-0,,2,2,100.0,3,4,75.0,0,11,0,0,,0
6,1998,1998-10-18,6,22.152,SFO,,IND,W 34-31,,2,2,100.0,2,3,66.7,0,8,0,0,,0
7,1998,1998-10-25,7,22.159,SFO,@,STL,W 28-10,,4,4,100.0,,,,0,4,,,,
8,1998,1998-11-01,8,22.166,SFO,@,GNB,L 22-36,,1,2,50.0,1,2,50.0,0,4,0,0,,0
9,1998,1998-11-08,9,22.173,SFO,,CAR,W 25-23,,2,2,100.0,1,1,100.0,0,5,0,0,,0
10,1998,1998-11-15,10,22.180,SFO,@,ATL,L 19-31,,1,1,100.0,2,2,100.0,0,7,0,0,,0
11,1998,1998-11-22,11,22.187,SFO,,NOR,W 31-20,,4,4,100.0,1,1,100.0,0,7,0,0,,0
12,1998,1998-11-30,12,22.195,SFO,,NYG,W 31-7,,4,4,100.0,1,3,33.3,0,7,0,0,,0
13,1998,1998-12-06,13,22.201,SFO,@,CAR,W 31-28,,4,4,100.0,1,1,100.0,0,7,0,0,,0
14,1998,1998-12-14,14,22.209,SFO,,DET,W 35-13,,5,5,100.0,,,,0,5,,,,
15,1998,1998-12-20,15,22.215,SFO,@,NWE,L 21-24,,3,3,100.0,,1,0.0,0,3,0,0,,0
16,1998,1998-12-27,16,22.222,SFO,,STL,W 38-19,,3,3,100.0,3,3,100.0,0,12,0,0,,0
17,1999,1999-09-12,1,23.116,SFO,@,JAX,L 3-41,,,,,1,1,100.0,0,3,0,0,,0
18,1999,1999-09-19,2,23.123,SFO,,NOR,W 28-21,,4,4,100.0,,,,0,4,,,,
19,1999,1999-09-27,3,23.131,SFO,@,ARI,W 24-10,,3,3,100.0,1,1,100.0,0,6,0,0,,0
20,1999,1999-10-03,4,23.137,SFO,,TEN,W 24-22,,3,3,100.0,1,1,100.0,0,6,0,0,,0
21,1999,1999-10-10,5,23.144,SFO,@,STL,L 20-42,,2,2,100.0,2,2,100.0,0,8,0,0,,0
22,1999,1999-10-17,6,23.151,SFO,,CAR,L 29-31,,2,2,100.0,3,3,100.0,0,11,0,0,,0
23,1999,1999-10-24,7,23.158,SFO,@,MIN,L 16-40,,1,1,100.0,3,3,100.0,0,10,0,0,,0
24,1999,1999-11-07,8,23.172,SFO,,PIT,L 6-27,,,,,2,3,66.7,0,6,0,0,,0
25,1999,1999-11-14,9,23.179,SFO,@,NOR,L 6-24,,,,,2,2,100.0,0,6,0,0,,0
26,1999,1999-11-21,10,23.186,SFO,,STL,L 7-23,,1,1,100.0,,,,0,1,,,,
27,1999,1999-11-29,11,23.194,SFO,,GNB,L 3-20,,,,,1,1,100.0,0,3,0,0,,0
