ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.210,PIT,,SDG,W 26-20,0,0,,0,,0,0,,0,,,0,0,,0,0,
2,1991,1991-10-06,5,22.245,PIT,@,IND,W 21-3,2,12,6.00,0,,1,6,6.00,0,,,0,0,,0,0,0
3,1991,1991-10-14,6,22.253,PIT,,NYG,L 20-23,0,0,,0,,1,9,9.00,0,,,1,8,8.00,0,0,0
4,1991,1991-10-20,7,22.259,PIT,,SEA,L 7-27,1,14,14.00,0,,2,8,4.00,0,,,0,0,,0,0,0
5,1991,1991-10-27,8,22.266,PIT,@,CLE,L 14-17,0,0,,0,,0,0,,0,,,0,0,,0,0,
6,1991,1991-11-03,9,22.273,PIT,@,DEN,L 13-20,3,3,1.00,0,,0,0,,0,,,0,0,,0,0,0
7,1991,1991-11-10,10,22.280,PIT,@,CIN,W 33-27,0,0,,0,,2,19,9.50,0,,,0,0,,0,0,0
8,1991,1991-11-17,11,22.287,PIT,,WAS,L 14-41,1,4,4.00,0,,2,9,4.50,0,,,0,0,,0,0,0
9,1991,1991-11-24,12,22.294,PIT,,HOU,W 26-14,1,-1,-1.00,0,,0,0,,0,,,0,0,,0,0,0
10,1991,1991-11-28,13,22.298,PIT,@,DAL,L 10-20,0,0,,0,,0,0,,0,,,0,0,,0,0,
11,1991,1991-12-08,14,22.308,PIT,@,HOU,L 6-31,10,23,2.30,0,,6,67,11.17,0,,,0,0,,0,0,0
12,1991,1991-12-15,15,22.315,PIT,,CIN,W 17-10,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0
13,1991,1991-12-22,16,22.322,PIT,,CLE,W 17-10,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0
14,1992,1992-09-13,2,23.223,PIT,,NYJ,W 27-10,1,1,1.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
15,1992,1992-09-20,3,23.230,PIT,@,SDG,W 23-6,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
16,1992,1992-09-27,4,23.237,PIT,@,GNB,L 3-17,1,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
17,1992,1992-10-11,5,23.251,PIT,@,CLE,L 9-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
18,1992,1992-10-19,6,23.259,PIT,,CIN,W 20-0,8,33,4.13,0,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0
19,1992,1992-10-25,7,23.265,PIT,@,KAN,W 27-3,6,32,5.33,0,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0
20,1992,1992-11-01,8,23.272,PIT,,HOU,W 21-20,1,-4,-4.00,0,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0
21,1992,1992-11-08,9,23.279,PIT,@,BUF,L 20-28,2,8,4.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
22,1992,1992-11-15,10,23.286,PIT,,DET,W 17-14,1,13,13.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
