ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1997,1997-09-01,1,26.235,GNB,,CHI,W 38-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,53,26.50,0,5,107,21.40,0,0,0
2,1997,1997-09-07,2,26.241,GNB,@,PHI,L 9-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,2,70,35.00,0,3,29,9.67,0,0,0
3,1997,1997-09-14,3,26.248,GNB,,MIA,W 23-18,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,2,37,18.50,0,3,18,6.00,0,0,0
4,1997,1997-09-21,4,26.255,GNB,,MIN,W 38-32,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,36,18.00,0,3,65,21.67,0,0,0
5,1997,1997-09-28,5,26.262,GNB,@,DET,L 15-26,,1,1,7,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,1,33,33.00,0,3,1,0.33,0,1,6
6,1997,1997-10-05,6,26.269,GNB,,TAM,W 21-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,28,28.00,0,4,41,10.25,0,0,0
7,1997,1997-10-12,7,26.276,GNB,@,CHI,W 24-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,2,53,26.50,0,2,23,11.50,0,0,0
8,1997,1997-10-27,8,26.291,GNB,@,NWE,W 28-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,63,21.00,0,1,13,13.00,0,0,0
9,1997,1997-11-02,9,26.297,GNB,,DET,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,24,12.00,0,3,22,7.33,0,0,0
10,1997,1997-11-09,10,26.304,GNB,,STL,W 17-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,24,24.00,0,6,23,3.83,0,0,0
11,1997,1997-11-16,11,26.311,GNB,@,IND,L 38-41,,0,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
12,1997,1997-11-23,12,26.318,GNB,,DAL,W 45-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,4,84,21.00,0,0,0,,0,0,0
13,1997,1997-12-01,13,26.326,GNB,@,MIN,W 27-11,,0,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
14,1997,1997-12-14,15,26.339,GNB,@,CAR,W 31-10,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
15,1997,1997-12-20,16,26.345,GNB,,BUF,W 31-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,2,57,28.50,0,0,0,,0,0,0
16,1998,1998-09-06,1,27.240,GNB,,DET,W 38-19,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
