ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.313,SEA,@,WAS,W 28-7,,,,,
2,1994,1994-09-11,2,22.320,SEA,@,RAI,W 38-9,,,,,
3,1994,1994-09-18,3,22.327,SEA,,SDG,L 10-24,,,,,
4,1994,1994-09-25,4,22.334,SEA,,PIT,W 30-13,1,6,1,35,1
5,1994,1994-10-02,5,22.341,SEA,@,IND,L 15-17,,,,,
6,1994,1994-10-09,6,22.348,SEA,,DEN,L 9-16,,,,,
7,1994,1994-10-23,7,22.362,SEA,@,KAN,L 23-38,,,,,
8,1994,1994-10-30,8,23.004,SEA,@,SDG,L 15-35,,,,,
9,1994,1994-11-06,9,23.011,SEA,,CIN,L 17-20,,,,,
10,1994,1994-11-13,10,23.018,SEA,@,DEN,L 10-17,0,0,1,4,0
11,1994,1994-11-20,11,23.025,SEA,,TAM,W 22-21,,,,,
12,1994,1994-11-27,12,23.032,SEA,,KAN,W 10-9,,,,,
13,1994,1994-12-04,13,23.039,SEA,,IND,L 19-31,,,,,
14,1994,1994-12-11,14,23.046,SEA,@,HOU,W 16-14,0,0,1,0,0
15,1994,1994-12-18,15,23.053,SEA,,RAI,L 16-17,,,,,
16,1994,1994-12-24,16,23.059,SEA,@,CLE,L 9-35,,,,,
