ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-11-14,9,22.297,BUF,@,NWE,L 6-29,,,,,,,0.0%,,,,,,
2,2004,2004-11-21,10,22.304,BUF,,STL,W 37-17,,0,,,,,0.0%,,,,,,
3,2004,2004-11-28,11,22.311,BUF,@,SEA,W 38-9,,0,,,,,0.0%,,,,,,
4,2004,2004-12-12,13,22.325,BUF,,CLE,W 37-7,,1,,,,,0.0%,,,,,,
5,2004,2004-12-19,14,22.332,BUF,@,CIN,W 33-17,*,0,,,,,0.0%,,,,,,
6,2005,2005-09-11,1,23.232,BUF,,HOU,W 22-7,,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,,
7,2005,2005-09-18,2,23.239,BUF,@,TAM,L 3-19,,,,,,,0.0%,,,,,,
8,2005,2005-09-25,3,23.246,BUF,,ATL,L 16-24,,1,,,,,0.0%,,,,,,
9,2005,2005-10-02,4,23.253,BUF,@,NOR,L 7-19,,,,,,,0.0%,,,,,,
10,2005,2005-10-09,5,23.260,BUF,,MIA,W 20-14,,,,,,,0.0%,,,,,,
11,2005,2005-10-16,6,23.267,BUF,,NYJ,W 27-17,*,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,,
12,2005,2005-10-23,7,23.274,BUF,@,OAK,L 17-38,,1,,,,,0.0%,,,,,,
13,2005,2005-10-30,8,23.281,BUF,@,NWE,L 16-21,*,,,,,,0.0%,,,,,,
14,2005,2005-11-13,9,23.295,BUF,,KAN,W 14-3,*,0,,,,,0.0%,,,,,,
15,2005,2005-11-20,10,23.302,BUF,@,SDG,L 10-48,*,0,,,,,0.0%,,,,,,
16,2005,2005-11-27,11,23.309,BUF,,CAR,L 9-13,*,,,,,,0.0%,,,,,,
17,2005,2005-12-04,12,23.316,BUF,@,MIA,L 23-24,*,,,,,,0.0%,,,,,,
18,2005,2005-12-11,13,23.323,BUF,,NWE,L 7-35,*,,,,,,0.0%,,,,,,
19,2005,2005-12-17,14,23.329,BUF,,DEN,L 17-28,*,,,,,,0.0%,,,,,,
20,2005,2005-12-24,15,23.336,BUF,@,CIN,W 37-27,*,,,,,,0.0%,,,,,,
21,2005,2006-01-01,16,23.344,BUF,@,NYJ,L 26-30,*,,,,,,0.0%,,,,,,
22,2006,2006-09-10,1,24.231,BUF,@,NWE,L 17-19,*,,,,,,0.0%,,,,,,
23,2006,2006-09-17,2,24.238,BUF,@,MIA,W 16-6,*,,,,,,0.0%,,,,,,
