ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-10-22,8,23.093,WAS,,DET,W 36-30,,,,,,,,,,,
2,1995,1995-10-29,9,23.100,WAS,,NYG,L 15-24,,,,,,,,,,,
3,1995,1995-11-05,10,23.107,WAS,@,KAN,L 3-24,,,,,,,,,,,
4,1995,1995-11-19,11,23.121,WAS,,SEA,L 20-27,,,,,,,,,,,
5,1995,1995-11-26,12,23.128,WAS,,PHI,L 7-14,,0,0,,0,0,0,0.0,1,26,0
6,1995,1995-12-03,13,23.135,WAS,@,DAL,W 24-17,,,,,,,,,,,
7,1995,1995-12-10,14,23.142,WAS,@,NYG,L 13-20,,,,,,,,,,,
8,1995,1995-12-17,15,23.149,WAS,@,STL,W 35-23,,,,,,,,,,,
9,1995,1995-12-24,16,23.156,WAS,,CAR,W 20-17,,,,,,,,,,,
10,1996,1996-09-01,1,24.042,WAS,,PHI,L 14-17,,,,,,,,,,,
11,1996,1996-09-08,2,24.049,WAS,,CHI,W 10-3,,,,,,,,,,,
12,1996,1996-09-15,3,24.056,WAS,@,NYG,W 31-10,,,,,,,,,,,
13,1996,1996-09-22,4,24.063,WAS,@,STL,W 17-10,,,,,,,,,,,
14,1996,1996-09-29,5,24.070,WAS,,NYJ,W 31-16,,,,,,,,,,,
15,1996,1996-10-13,6,24.084,WAS,@,NWE,W 27-22,,,,,,,,,,,
16,1996,1996-10-27,8,24.098,WAS,,IND,W 31-16,,,,,,,,,,,
17,1996,1996-11-03,9,24.105,WAS,@,BUF,L 13-38,,,,,,,,,,,
18,1996,1996-11-10,10,24.112,WAS,,ARI,L 34-37,,0,0,,0,0,0,0.0,2,11,0
19,1996,1996-11-17,11,24.119,WAS,@,PHI,W 26-21,,,,,,,,,,,
20,1996,1996-11-24,12,24.126,WAS,,SFO,L 16-19,,,,,,,,,,,
21,1996,1996-12-22,16,24.154,WAS,,DAL,W 37-10,,,,,,,,,,,
22,1997,1997-08-31,1,25.041,WAS,@,CAR,W 24-10,,0,0,,0,0,0,0.0,1,0,0
23,1997,1997-09-07,2,25.048,WAS,@,PIT,L 13-14,,,,,,,,,,,
24,1997,1997-09-14,3,25.055,WAS,,ARI,W 19-13,,,,,,,,,,,
25,1997,1997-09-28,4,25.069,WAS,,JAX,W 24-12,,,,,,,,,,,
26,1997,1997-10-05,5,25.076,WAS,@,PHI,L 10-24,,,,,,,,,,,
27,1997,1997-10-13,6,25.084,WAS,,DAL,W 21-16,,,,,,,,,,,
28,1997,1997-10-19,7,25.090,WAS,@,TEN,L 14-28,,,,,,,,,,,
29,1997,1997-10-26,8,25.097,SDG,,IND,W 35-19,,,,,,,,,,,
30,1997,1997-11-02,9,25.104,WAS,@,CHI,W 31-8,,0,0,,0,0,0,1.0,0,0,0
31,1997,1997-11-09,10,25.111,WAS,,DET,W 30-7,,0,0,,0,1,6,0.0,2,31,1
32,1997,1997-11-16,11,25.118,WAS,@,DAL,L 14-17,,,,,,,,,,,
33,1997,1997-11-23,12,25.125,WAS,,NYG,T 7-7,,,,,,,,,0,11,0
34,1997,1997-11-30,13,25.132,WAS,,STL,L 20-23,,,,,,,,,,,
35,1997,1997-12-07,14,25.139,WAS,@,ARI,W 38-28,,,,,,,,,,,
36,1997,1997-12-13,15,25.145,WAS,@,NYG,L 10-30,,,,,,,,,,,
37,1997,1997-12-21,16,25.153,WAS,,PHI,W 35-32,,0,0,,0,0,0,1.0,0,0,0
38,1998,1998-09-06,1,26.047,WAS,@,NYG,L 24-31,,,,,,,,,,,
39,1998,1998-09-14,2,26.055,WAS,,SFO,L 10-45,,,,,,,,,,,
40,1998,1998-09-20,3,26.061,WAS,@,SEA,L 14-24,,0,0,,0,0,0,0.5,0,0,0
41,1998,1998-09-27,4,26.068,WAS,,DEN,L 16-38,,,,,,,,,,,
42,1998,1998-10-04,5,26.075,WAS,,DAL,L 10-31,,,,,,,,,,,
43,1998,1998-10-11,6,26.082,WAS,@,PHI,L 12-17,,,,,,,,,,,
44,1998,1998-10-18,7,26.089,WAS,@,MIN,L 7-41,,,,,,,,,,,
45,1998,1998-11-01,8,26.103,WAS,,NYG,W 21-14,,,,,,,,,,,
46,1998,1998-11-08,9,26.110,WAS,@,ARI,L 27-29,,,,,,,,,,,
47,1998,1998-11-15,10,26.117,WAS,,PHI,W 28-3,,,,,,,,,,,
48,1998,1998-11-22,11,26.124,WAS,,ARI,L 42-45,,,,,,,,,,,
49,1998,1998-11-29,12,26.131,WAS,@,OAK,W 29-19,,,,,,,,,,,
50,1998,1998-12-06,13,26.138,WAS,,SDG,W 24-20,,,,,,,,,,,
51,1998,1998-12-13,14,26.145,WAS,@,CAR,W 28-25,,,,,,,,,,,
52,1998,1998-12-19,15,26.151,WAS,,TAM,W 20-16,,,,,,,,,,,
53,1998,1998-12-27,16,26.159,WAS,@,DAL,L 7-23,,,,,,,,,,,
54,1999,1999-09-12,1,27.053,WAS,,DAL,L 35-41,,0,0,,0,0,0,0.0,1,0,0
55,1999,1999-09-19,2,27.060,WAS,@,NYG,W 50-21,,0,0,,0,0,0,1.0,0,0,0
56,1999,1999-09-26,3,27.067,WAS,@,NYJ,W 27-20,,,,,,,,,,,
57,1999,1999-10-03,4,27.074,WAS,,CAR,W 38-36,,0,0,,0,0,0,0.0,1,12,0
58,1999,1999-10-17,5,27.088,WAS,@,ARI,W 24-10,,1,0,0.00,0,0,0,0.0,0,0,0
59,1999,1999-10-24,6,27.095,WAS,@,DAL,L 20-38,,,,,,,,,,,
60,1999,1999-10-31,7,27.102,WAS,,CHI,W 48-22,,,,,,,,,,,
61,1999,1999-11-07,8,27.109,WAS,,BUF,L 17-34,,,,,,,,,,,
62,1999,1999-11-14,9,27.116,WAS,@,PHI,L 28-35,,,,,,,,,,,
63,1999,1999-11-21,10,27.123,WAS,,NYG,W 23-13,,,,,,,,,,,
64,1999,1999-11-28,11,27.130,WAS,,PHI,W 20-17,,,,,,,,,,,
65,1999,1999-12-05,12,27.137,WAS,@,DET,L 17-33,,,,,,,,,,,
66,1999,1999-12-12,13,27.144,WAS,,ARI,W 28-3,,,,,,,,,,,
67,1999,1999-12-19,14,27.151,WAS,@,IND,L 21-24,,,,,,,,,,,
68,1999,1999-12-26,15,27.158,WAS,@,SFO,W 26-20,,,,,,,,,,,
69,1999,2000-01-02,16,27.165,WAS,,MIA,W 21-10,,0,0,,0,0,0,0.0,1,25,0
70,2000,2000-09-04,1,28.045,DEN,@,STL,L 36-41,,,,,,,,,,,
71,2000,2000-09-10,2,28.051,DEN,,ATL,W 42-14,,,,,,,,,,,
72,2000,2000-09-17,3,28.058,DEN,@,OAK,W 33-24,,,,,,,,,,,
73,2000,2000-09-24,4,28.065,DEN,,KAN,L 22-23,,,,,,,,,,,
74,2000,2000-10-01,5,28.072,DEN,,NWE,L 19-28,,,,,,,,,,,
75,2000,2000-10-08,6,28.079,DEN,@,SDG,W 21-7,,,,,,,,,,,
76,2000,2000-10-15,7,28.086,DEN,,CLE,W 44-10,,,,,,,,,,,
77,2000,2000-11-05,9,28.107,DEN,@,NYJ,W 30-23,,,,,,,,,,,
78,2000,2000-11-13,10,28.115,DEN,,OAK,W 27-24,,,,,,,,,,,
