ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-27,3,25.318,NYJ,,TEN,W 24-17,,,,,,,,,,,,,
2,2009,2009-10-04,4,25.325,NYJ,@,NOR,L 10-24,,,,,,,,,,,,,
3,2009,2009-10-12,5,25.333,NYJ,@,MIA,L 27-31,,,,,,,,,,,,,
4,2009,2009-10-25,7,25.346,NYJ,@,OAK,W 38-0,,0,0,,0,0,0,0.0,0,0,0,0,0
5,2009,2009-11-15,9,26.002,NYJ,,JAX,L 22-24,,0,0,,0,0,0,0.0,0,0,0,0,0
6,2009,2009-11-22,10,26.009,NYJ,@,NWE,L 14-31,,0,0,,0,0,0,0.0,1,0,0,0,0
7,2009,2009-11-29,11,26.016,NYJ,,CAR,W 17-6,,,,,,,,,,,,,
8,2009,2009-12-03,12,26.020,NYJ,@,BUF,W 19-13,,0,0,,0,0,0,0.0,0,1,0,0,0
9,2009,2009-12-13,13,26.030,NYJ,@,TAM,W 26-3,,,,,,,,,,,,,
10,2009,2009-12-27,15,26.044,NYJ,@,IND,W 29-15,,,,,,,,,,,,,
11,2009,2010-01-03,16,26.051,NYJ,,CIN,W 37-0,,,,,,,,,,,,,
12,2010,2010-09-13,1,26.304,NYJ,,BAL,L 9-10,,0,0,,0,0,0,0.0,0,1,0,0,0
13,2010,2010-09-19,2,26.310,NYJ,,NWE,W 28-14,,0,0,,0,0,0,0.0,0,0,0,0,0
14,2010,2010-09-26,3,26.317,NYJ,@,MIA,W 31-23,,0,0,,0,0,0,0.0,0,0,0,0,0
15,2010,2010-10-03,4,26.324,NYJ,@,BUF,W 38-14,,0,0,,0,0,0,0.0,0,0,0,0,0
16,2010,2010-10-11,5,26.332,NYJ,,MIN,W 29-20,,0,0,,0,0,0,0.0,1,1,0,0,0
17,2010,2010-10-17,6,26.338,NYJ,@,DEN,W 24-20,,,,,,,,,,,,,
18,2010,2010-10-31,7,26.352,NYJ,,GNB,L 0-9,,0,0,,0,0,0,0.0,2,0,0,0,0
19,2010,2010-11-07,8,26.359,NYJ,@,DET,W 23-20,,0,0,,0,0,0,0.0,0,0,0,0,0
20,2010,2010-12-06,12,27.023,NYJ,@,NWE,L 3-45,,,,,,,,,,,,,
21,2010,2010-12-19,14,27.036,NYJ,@,PIT,W 22-17,,0,0,,0,0,0,0.0,2,0,0,0,0
22,2010,2010-12-26,15,27.043,NYJ,@,CHI,L 34-38,,1,-5,-5.00,0,0,0,0.0,1,0,0,0,0
23,2010,2011-01-02,16,27.050,NYJ,,BUF,W 38-7,*,0,0,,0,1,6,0.0,5,0,2,49,1
24,2011,2011-09-11,1,27.302,NYJ,,DAL,W 27-24,,0,0,,0,0,0,0.0,0,0,0,0,0
25,2011,2011-09-18,2,27.309,NYJ,,JAX,W 32-3,,0,0,,0,0,0,0.0,0,0,0,0,0
26,2011,2011-09-25,3,27.316,NYJ,@,OAK,L 24-34,,,,,,,,,,,,,
27,2011,2011-10-02,4,27.323,NYJ,@,BAL,L 17-34,,,,,,,,,,,,,
28,2011,2011-10-09,5,27.330,NYJ,@,NWE,L 21-30,,0,0,,0,0,0,0.0,1,0,0,0,0
29,2011,2011-10-17,6,27.338,NYJ,,MIA,W 24-6,,0,0,,0,0,0,0.0,1,1,0,0,0
30,2011,2011-10-23,7,27.344,NYJ,,SDG,W 27-21,,0,0,,0,0,0,0.0,0,1,0,0,0
31,2011,2011-11-06,8,27.358,NYJ,@,BUF,W 27-11,,0,0,,0,0,0,0.0,0,1,0,0,0
32,2011,2011-11-13,9,28.000,NYJ,,NWE,L 16-37,,0,0,,0,0,0,0.0,0,1,0,0,0
33,2011,2011-11-17,10,28.004,NYJ,@,DEN,L 13-17,,,,,,,,,,,,,
34,2011,2011-11-27,11,28.014,NYJ,,BUF,W 28-24,,0,0,,0,0,0,0.0,0,0,0,0,0
35,2011,2011-12-04,12,28.021,NYJ,@,WAS,W 34-19,,,,,,,,,,,,,
36,2011,2011-12-11,13,28.028,NYJ,,KAN,W 37-10,,0,0,,0,0,0,0.0,0,0,0,0,0
37,2011,2012-01-01,16,28.049,NYJ,@,MIA,L 17-19,,,,,,,,,,,,,
38,2012,2012-09-09,1,28.301,NWE,@,TEN,W 34-13,,,,,,,,,,,,,
39,2012,2012-09-16,2,28.308,NWE,,ARI,L 18-20,,,,,,,,,,,,,
40,2012,2012-09-23,3,28.315,NWE,@,BAL,L 30-31,,0,0,,0,0,0,0.0,0,0,0,0,0
41,2012,2012-09-30,4,28.322,NWE,@,BUF,W 52-28,,,,,,,,,,,,,
42,2012,2012-10-07,5,28.329,NWE,,DEN,W 31-21,,,,,,,,,,,,,
43,2012,2012-10-14,6,28.336,NWE,@,SEA,L 23-24,,,,,,,,,,,,,
44,2012,2012-10-21,7,28.343,NWE,,NYJ,W 29-26,,,,,,,,,,,,,
45,2012,2012-10-28,8,28.350,NWE,@,STL,W 45-7,,0,0,,0,0,0,0.0,1,0,0,0,0
46,2012,2012-11-11,9,28.364,NWE,,BUF,W 37-31,,0,0,,0,0,0,0.0,0,1,0,0,0
47,2012,2012-11-18,10,29.005,NWE,,IND,W 59-24,,0,0,,0,0,0,0.0,3,0,0,0,0
48,2012,2012-12-02,12,29.019,NWE,@,MIA,W 23-16,,,,,,,,,,,,,
49,2012,2012-12-10,13,29.027,NWE,,HOU,W 42-14,,0,0,,0,0,0,0.0,1,1,0,0,0
50,2012,2012-12-16,14,29.033,NWE,,SFO,L 34-41,,0,0,,0,0,0,0.0,0,0,0,0,0
51,2012,2012-12-23,15,29.040,NWE,@,JAX,W 23-16,*,0,0,,0,0,0,0.0,5,0,1,0,0
52,2013,2013-09-08,1,29.299,NWE,@,BUF,W 23-21,,,,,,,,,,,,,
53,2013,2013-09-12,2,29.303,NWE,,NYJ,W 13-10,,,,,,,,,,,,,
54,2013,2013-09-22,3,29.313,NWE,,TAM,W 23-3,,,,,,,,,,,,,
55,2013,2013-10-13,6,29.334,NWE,,NOR,W 30-27,,0,0,,0,0,0,0.0,0,2,0,0,0
56,2013,2013-10-20,7,29.341,NWE,@,NYJ,L 27-30,,0,0,,0,0,0,0.0,2,1,0,0,0
57,2013,2013-10-27,8,29.348,NWE,,MIA,W 27-17,,0,0,,0,0,0,0.0,1,0,1,0,0
58,2013,2013-11-03,9,29.355,NWE,,PIT,W 55-31,,0,0,,0,0,0,0.0,3,1,0,0,0
59,2013,2013-11-18,10,30.005,NWE,@,CAR,L 20-24,,0,0,,0,0,0,0.0,2,0,0,0,0
60,2013,2013-11-24,11,30.011,NWE,,DEN,W 34-31,,0,0,,0,0,0,0.0,1,0,0,0,0
61,2013,2013-12-01,12,30.018,NWE,@,HOU,W 34-31,,0,0,,0,0,0,0.0,0,0,0,0,0
62,2013,2013-12-08,13,30.025,NWE,,CLE,W 27-26,,,,,,,,,,,,,
63,2013,2013-12-15,14,30.032,NWE,@,MIA,L 20-24,,0,0,,0,0,0,0.0,0,1,0,0,0
64,2013,2013-12-22,15,30.039,NWE,@,BAL,W 41-7,,0,0,,0,0,0,0.0,1,0,0,0,0
