ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1994,1994-09-18,3,26.005,MIN,@,CHI,W 42-14,,3,3,100.00,16,0,0,88.9,0,0,5.33,5.33,0,0,,0,0,0,0,,0,0.0%,,0,0
2,1994,1994-10-10,6,26.027,MIN,@,NYG,W 27-10,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
3,1994,1994-10-30,8,26.047,MIN,@,TAM,W 36-13,,5,5,100.00,30,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0,0,,0,0.0%,,0,0
4,1994,1994-12-17,15,26.095,MIN,@,DET,L 19-41,,14,29,48.28,104,0,0,57.3,1,5,3.59,3.59,0,0,,0,0,0,0,,0,0.0%,,0,0
5,1995,1995-09-24,4,27.011,MIN,@,PIT,W 44-24,,1,1,100.00,36,0,0,118.7,0,0,36.00,36.00,3,-4,-1.33,0,0,0,0,,0,0.0%,,0,0
6,1995,1995-10-22,7,27.039,MIN,@,GNB,L 21-38,,10,17,58.82,94,0,1,49.6,0,0,5.53,2.88,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
7,1995,1995-11-19,11,27.067,MIN,,NOR,W 43-24,,5,7,71.43,70,0,0,103.3,0,0,10.00,10.00,4,-7,-1.75,0,0,0,0,,0,0.0%,,0,0
8,1995,1995-12-03,13,27.081,MIN,,TAM,W 31-17,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
9,1995,1995-12-09,14,27.087,MIN,,CLE,W 27-11,,9,11,81.82,72,0,1,56.1,1,8,6.55,2.45,0,0,,0,0,0,0,,0,0.0%,,0,0
10,1996,1996-09-01,1,27.354,MIN,,DET,W 17-13,,16,23,69.57,157,1,0,103.0,1,7,6.83,7.70,3,14,4.67,0,0,0,0,,0,0.0%,,0,0
11,1996,1996-09-08,2,27.361,MIN,@,ATL,W 23-17,*,15,26,57.69,275,2,1,103.8,1,9,10.58,10.38,0,0,,0,0,0,0,,0,0.0%,,0,0
12,1996,1996-09-22,4,28.009,MIN,,GNB,W 30-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0
13,1996,1996-10-28,8,28.045,MIN,,CHI,L 13-15,,10,15,66.67,79,0,0,79.6,1,0,5.27,5.27,0,0,,0,0,0,0,,0,0.0%,,0,0
14,1996,1996-11-03,9,28.051,MIN,,KAN,L 6-21,*,22,42,52.38,218,1,2,55.5,1,8,5.19,3.52,3,12,4.00,0,0,0,0,,0,0.0%,,0,0
15,1996,1996-11-10,10,28.058,MIN,@,SEA,L 23-42,,8,12,66.67,123,1,0,128.1,0,0,10.25,11.92,2,3,1.50,1,0,0,0,,0,0.0%,,1,6
16,1996,1996-11-17,11,28.065,MIN,@,OAK,W 16-13,*,20,33,60.61,275,1,2,72.2,1,12,8.33,6.21,7,18,2.57,0,0,0,0,,0,0.0%,,0,0
17,1996,1996-11-24,12,28.072,MIN,,DEN,L 17-21,*,24,35,68.57,266,2,2,86.1,2,20,7.60,6.17,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
18,1996,1996-12-01,13,28.079,MIN,,ARI,W 41-17,*,19,26,73.08,238,4,0,140.7,1,6,9.15,12.23,4,7,1.75,0,0,0,0,,0,0.0%,,0,0
19,1996,1996-12-08,14,28.086,MIN,@,DET,W 24-22,*,19,29,65.52,195,3,0,119.2,2,22,6.72,8.79,7,18,2.57,0,0,0,0,,0,0.0%,,0,0
20,1996,1996-12-15,15,28.093,MIN,,TAM,W 21-10,*,25,35,71.43,221,1,2,73.6,3,27,6.31,4.31,3,14,4.67,0,0,0,0,,0,0.0%,,0,0
21,1996,1996-12-22,16,28.100,MIN,@,GNB,L 10-38,*,17,34,50.00,211,1,1,67.2,2,8,6.21,5.47,1,1,1.00,0,0,0,0,,0,0.0%,,0,0
22,1997,1997-08-31,1,28.352,MIN,@,BUF,W 34-13,*,17,30,56.67,218,2,1,87.9,3,18,7.27,7.10,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
23,1997,1997-09-07,2,28.359,MIN,@,CHI,W 27-24,*,33,44,75.00,285,2,1,97.3,3,24,6.48,6.36,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
24,1997,1997-09-14,3,29.001,MIN,,TAM,L 14-28,*,29,44,65.91,334,1,0,96.2,3,24,7.59,8.05,2,16,8.00,0,0,0,0,,0,0.0%,,0,0
25,1997,1997-09-21,4,29.008,MIN,@,GNB,L 32-38,*,19,34,55.88,217,3,2,80.1,3,9,6.38,5.50,3,33,11.00,0,0,0,0,,0,0.0%,,0,0
26,1997,1997-09-28,5,29.015,MIN,,PHI,W 28-19,*,17,32,53.13,221,3,1,93.4,0,0,6.91,7.38,6,13,2.17,0,0,0,0,,0,0.0%,,0,0
27,1997,1997-10-05,6,29.022,MIN,@,ARI,W 20-19,*,25,39,64.10,292,2,2,82.4,2,20,7.49,6.21,2,11,5.50,0,0,0,0,,0,0.0%,,0,0
28,1997,1997-10-12,7,29.029,MIN,,CAR,W 21-14,*,17,34,50.00,203,2,1,76.0,0,0,5.97,5.82,4,28,7.00,0,1,1,3,3.00,1,100.0%,3.00,1,6
29,1997,1997-10-26,8,29.043,MIN,@,TAM,W 10-6,*,20,29,68.97,230,0,0,92.6,2,16,7.93,7.93,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
30,1997,1997-11-02,9,29.050,MIN,,NWE,W 23-18,*,18,31,58.06,227,1,0,91.7,1,5,7.32,7.97,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
31,1997,1997-11-09,10,29.057,MIN,,CHI,W 29-22,*,22,33,66.67,203,1,2,68.1,2,10,6.15,4.03,3,9,3.00,0,0,0,0,,0,0.0%,,0,0
32,1997,1997-11-16,11,29.064,MIN,@,DET,L 15-38,*,19,37,51.35,177,0,1,53.5,1,3,4.78,3.57,3,21,7.00,0,0,0,0,,0,0.0%,,0,0
33,1997,1997-11-23,12,29.071,MIN,@,NYJ,L 21-23,*,24,35,68.57,312,3,0,124.9,0,0,8.91,10.63,4,7,1.75,0,0,0,0,,0,0.0%,,0,0
34,1997,1997-12-01,13,29.079,MIN,,GNB,L 11-27,*,15,30,50.00,117,0,1,46.1,6,35,3.90,2.40,0,0,,0,0,0,0,,0,0.0%,,0,0
35,1998,1998-09-06,1,29.358,MIN,,TAM,W 31-7,*,15,25,60.00,189,4,1,106.5,1,8,7.56,8.96,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
36,1998,1998-09-13,2,30.000,MIN,@,STL,W 38-31,*,18,31,58.06,208,1,2,62.3,1,13,6.71,4.45,4,8,2.00,0,0,0,0,,0,0.0%,,0,0
37,1998,1998-11-08,9,30.056,MIN,,NOR,W 31-24,,28,38,73.68,316,1,2,85.0,1,8,8.32,6.47,4,1,0.25,0,0,0,0,,0,0.0%,,0,0
38,1998,1998-12-20,15,30.098,MIN,,JAX,W 50-10,,4,7,57.14,34,1,0,109.5,0,0,4.86,7.71,2,8,4.00,0,0,0,0,,0,0.0%,,0,0
39,1999,1999-09-12,1,30.364,WAS,,DAL,L 35-41,*,20,33,60.61,382,2,0,121.0,2,13,11.58,12.79,0,0,,0,0,0,0,,0,0.0%,,0,0
40,1999,1999-09-19,2,31.006,WAS,@,NYG,W 50-21,*,20,28,71.43,231,3,0,131.7,0,0,8.25,10.39,2,11,5.50,0,0,0,0,,0,0.0%,,0,0
41,1999,1999-09-26,3,31.013,WAS,@,NYJ,W 27-20,*,17,28,60.71,241,0,0,88.5,1,4,8.61,8.61,3,1,0.33,0,0,0,0,,0,0.0%,,0,0
42,1999,1999-10-03,4,31.020,WAS,,CAR,W 38-36,*,20,33,60.61,337,4,0,134.7,3,29,10.21,12.64,4,11,2.75,0,0,0,0,,0,0.0%,,0,0
43,1999,1999-10-17,5,31.034,WAS,@,ARI,W 24-10,*,24,40,60.00,248,1,2,65.4,1,5,6.20,4.45,2,2,1.00,0,0,0,0,,0,0.0%,,0,0
44,1999,1999-10-24,6,31.041,WAS,@,DAL,L 20-38,*,23,35,65.71,218,2,0,101.8,1,7,6.23,7.37,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
45,1999,1999-10-31,7,31.048,WAS,,CHI,W 48-22,*,15,25,60.00,204,2,0,112.7,0,0,8.16,9.76,1,1,1.00,1,0,0,0,,0,0.0%,,1,6
46,1999,1999-11-07,8,31.055,WAS,,BUF,L 17-34,*,19,37,51.35,232,1,1,68.8,2,10,6.27,5.59,0,0,,0,0,0,0,,0,0.0%,,0,0
47,1999,1999-11-14,9,31.062,WAS,@,PHI,L 28-35,*,18,33,54.55,313,2,3,69.4,4,19,9.48,6.61,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
48,1999,1999-11-21,10,31.069,WAS,,NYG,W 23-13,*,17,29,58.62,158,0,1,59.3,1,1,5.45,3.90,2,9,4.50,0,0,0,0,,0,0.0%,,0,0
49,1999,1999-11-28,11,31.076,WAS,,PHI,W 20-17,*,25,36,69.44,218,1,1,82.9,0,0,6.06,5.36,3,1,0.33,0,0,0,0,,0,0.0%,,0,0
