ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1981,1981-10-25,8,22.145,NOR,,CIN,W 17-7,,0,0,,0,,,,
2,1981,1981-11-01,9,22.152,NOR,,ATL,L 10-41,,3,52,17.33,0,,,0,0
3,1981,1981-11-08,10,22.159,NOR,@,RAM,W 21-13,,1,28,28.00,0,,,0,0
4,1981,1981-11-15,11,22.166,NOR,@,MIN,L 10-20,,0,0,,0,,,,
5,1981,1981-11-22,12,22.173,NOR,@,HOU,W 27-24,,0,0,,0,,,,
6,1981,1981-11-29,13,22.180,NOR,,TAM,L 14-31,,1,17,17.00,0,,,0,0
7,1981,1981-12-06,14,22.187,NOR,@,STL,L 3-30,,0,0,,0,,,,
8,1981,1981-12-13,15,22.194,NOR,,GNB,L 7-35,,1,26,26.00,0,,,0,0
9,1981,1981-12-20,16,22.201,NOR,,SFO,L 17-21,,1,20,20.00,0,,,0,0
10,1982,1982-09-12,1,23.102,NOR,,STL,L 7-21,,3,19,6.33,0,,,0,0
11,1982,1982-09-19,2,23.109,NOR,@,CHI,W 10-0,,1,4,4.00,0,,,0,0
12,1982,1982-11-21,3,23.172,NOR,,KAN,W 27-17,,2,17,8.50,0,,,0,0
13,1982,1982-11-28,4,23.179,NOR,@,SFO,W 23-20,,3,49,16.33,0,,,0,0
14,1982,1982-12-05,5,23.186,NOR,,TAM,L 10-13,,6,73,12.17,0,,,0,0
15,1982,1982-12-12,6,23.193,NOR,@,ATL,L 0-35,,0,0,,0,,,,
16,1982,1982-12-19,7,23.200,NOR,@,DAL,L 7-21,,0,0,,0,,,,
17,1982,1982-12-26,8,23.207,NOR,,WAS,L 10-27,,1,9,9.00,0,,,0,0
18,1983,1983-09-04,1,24.094,NOR,,STL,W 28-17,,2,23,11.50,0,,,0,0
19,1983,1983-09-11,2,24.101,NOR,@,RAM,L 27-30,,2,22,11.00,0,,,0,0
