ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-10,1,24.214,OAK,,SDG,L 14-22,*,10,4,27,6.75,1,40.0%,2.70,0,0,,0,1,1,8,0.0,0,0
2,2012,2012-09-16,2,24.220,OAK,@,MIA,L 13-35,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0
3,2012,2012-09-23,3,24.227,OAK,,PIT,W 34-31,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
4,2012,2012-09-30,4,24.234,OAK,@,DEN,L 6-37,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
5,2012,2012-10-14,5,24.248,OAK,@,ATL,L 20-23,,3,3,24,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
6,2012,2012-10-21,6,24.255,OAK,,JAX,W 26-23,*,4,2,41,20.50,0,50.0%,10.25,0,0,,0,,0,0,0.0,0,0
7,2012,2012-10-28,7,24.262,OAK,@,KAN,W 26-16,,5,1,9,9.00,0,20.0%,1.80,0,0,,0,,0,0,0.0,0,0
8,2012,2012-11-04,8,24.269,OAK,,TAM,L 32-42,,10,4,54,13.50,1,40.0%,5.40,0,0,,0,,1,6,0.0,0,0
9,2012,2012-11-11,9,24.276,OAK,@,BAL,L 20-55,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,,0,0,0.0,0,0
10,2012,2012-11-18,10,24.283,OAK,,NOR,L 17-38,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
11,2012,2012-11-25,11,24.290,OAK,@,CIN,L 10-34,,,,,,,0.0%,,,,,,,,,,,
12,2012,2012-12-02,12,24.297,OAK,,CLE,L 17-20,,4,3,96,32.00,1,75.0%,24.00,0,0,,0,,1,6,0.0,0,0
13,2012,2012-12-06,13,24.301,OAK,,DEN,L 13-26,,7,4,100,25.00,0,57.1%,14.29,0,0,,0,,0,0,0.0,0,0
14,2012,2012-12-16,14,24.311,OAK,,KAN,W 15-0,,6,5,62,12.40,0,83.3%,10.33,0,0,,0,,0,0,0.0,0,0
15,2012,2012-12-23,15,24.318,OAK,@,CAR,L 6-17,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,,0,0,0.0,0,0
16,2012,2012-12-30,16,24.325,OAK,@,SDG,L 21-24,,5,4,77,19.25,0,80.0%,15.40,0,0,,0,,0,0,0.0,0,0
17,2013,2013-09-08,1,25.211,OAK,@,IND,L 17-21,*,8,5,70,14.00,0,62.5%,8.75,1,9,9.00,0,,0,0,0.0,0,0
18,2013,2013-09-15,2,25.218,OAK,,JAX,W 19-9,*,4,3,42,14.00,0,75.0%,10.50,0,0,,0,,0,0,0.0,0,0
